LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01028688,Vale of White Horse 005A,E07000180,Vale of White Horse,3.27,7.25,-18.46,1.62,1.43,32.17,2.78,6.93,-19.4,0.4,0.00,42.31,3.75,7.55,-17.46,2.89,2.86,23.81
E01028689,Vale of White Horse 005B,E07000180,Vale of White Horse,0.33,-2.01,-16.39,-2.65,9.62,29.46,-3.98,-15.95,-10,-9.57,17.19,28.85,5.02,14.81,-22.58,5.39,2.27,30.00
E01028690,Vale of White Horse 008A,E07000180,Vale of White Horse,-0.12,-10.55,8.7,0.17,-2.48,6.12,-2.94,-16.11,1,-1.95,-3.16,6.57,2.85,-3.97,17.86,2.55,-1.82,5.73
E01028691,Vale of White Horse 008B,E07000180,Vale of White Horse,-3.23,-5,-7.95,-0.88,-18.67,12.30,-3.32,4.55,-11.11,-2.44,-17.53,8.57,-3.13,-14.55,-5.06,0.97,-19.75,15.25
E01028692,Vale of White Horse 008C,E07000180,Vale of White Horse,3.71,-2.96,-5.37,8.4,10.77,11.11,5.53,3.09,-0.71,5.86,15.00,10.00,1.87,-8.53,-11.76,10.82,6.32,12.16
E01028693,Vale of White Horse 004A,E07000180,Vale of White Horse,-2.62,-6.96,-5.59,-6.31,-5.16,19.72,-2.16,-3.05,-7.45,-4.51,-8.29,21.70,-3.09,-11.18,-3.53,-8.17,-1.98,17.86
E01028694,Vale of White Horse 004B,E07000180,Vale of White Horse,-0.4,-8.36,-27.45,1.76,9.94,34.83,-0.64,-7.69,-32.43,4.01,8.33,37.21,-0.14,-9.09,-21.51,-0.66,11.54,32.61
E01028695,Vale of White Horse 005C,E07000180,Vale of White Horse,0.19,3.41,-10.3,1.72,-9.68,7.95,0.63,6.85,5.13,-1.15,-11.64,6.55,-0.25,-0.85,-24.14,4.6,-7.52,9.14
E01028696,Vale of White Horse 006B,E07000180,Vale of White Horse,3.38,2.17,13.33,-8.08,5.54,13.03,4.92,-2.48,28.92,-3.16,0.00,13.18,1.91,7.34,-5.97,-12.62,10.49,12.90
E01028697,Vale of White Horse 006C,E07000180,Vale of White Horse,5.77,11.58,-0.57,6.34,5.56,2.46,10.68,19.71,-2.33,14.23,3.03,9.90,1.26,4.05,1.12,-1.02,8.33,-2.80
E01028698,Vale of White Horse 006D,E07000180,Vale of White Horse,-2.92,-7.66,-24.83,-5.2,6.25,20.92,0.42,-3.73,-17.19,-2.43,9.84,23.81,-6.04,-11.81,-30.59,-8,2.99,18.89
E01028699,Vale of White Horse 005D,E07000180,Vale of White Horse,0.88,2.99,2.03,-5.42,2.15,6.46,1.12,2.21,-8.14,1.2,0.00,6.10,0.63,3.79,16.13,-12.15,4.49,6.77
E01028700,Vale of White Horse 006E,E07000180,Vale of White Horse,4.42,-1.04,-1.51,9.23,11.48,-1.17,3.44,-1.43,-3.16,8.62,14.50,-7.63,5.39,-0.57,0,9.83,8.63,4.32
E01028701,Vale of White Horse 004C,E07000180,Vale of White Horse,0.44,-0.67,7.45,-4.16,0.64,7.57,2.68,7.8,19.44,-2.05,-1.90,4.20,-1.71,-8.33,-2.25,-6.34,3.21,10.61
E01028702,Vale of White Horse 008D,E07000180,Vale of White Horse,0.94,16.25,-11.89,-8.05,-9.48,25.90,5.84,47.06,-10.67,-10.05,-5.44,35.04,-3.67,-6.52,-13.24,-5.97,-13.21,17.91
E01028703,Vale of White Horse 006F,E07000180,Vale of White Horse,-0.8,-0.83,-5.7,-6.88,6.98,8.12,0.76,-2.38,-10.98,-5.92,7.81,23.93,-2.29,0.86,0,-7.91,6.15,-1.57
E01028704,Vale of White Horse 008E,E07000180,Vale of White Horse,8.24,7.93,18.78,2.54,14.83,9.20,10.57,2.2,22.58,5.56,21.64,16.15,6.06,15.07,14.77,-0.57,8.97,5.05
E01028705,Vale of White Horse 004D,E07000180,Vale of White Horse,0,2.51,-20.12,-3.03,-6.95,29.03,-0.45,-6.36,-13.1,-5.47,-3.66,31.07,0.47,13.48,-27.5,-0.51,-10.18,27.19
E01028706,Vale of White Horse 004E,E07000180,Vale of White Horse,-3.47,1.35,-25.95,-9.09,-5.08,30.00,-5.77,-4.42,-26.04,-10.75,-9.25,31.68,-1.08,7.34,-25.84,-7.31,-1.1,28.28
E01028707,Vale of White Horse 004F,E07000180,Vale of White Horse,-1.96,-3.41,-14.15,-11.36,8.24,29.03,-1.51,11.38,-21.37,-13.61,5.73,39.44,-2.41,-16.31,-5.26,-9.12,11.05,20.24
