LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01001435,Blaenau Gwent 008A,W06000019,Blaenau Gwent,-0.68,-3.78,-5.12,-6.11,7.87,10.58,-2.26,-11.02,-1.79,-8.07,11.81,6.86,0.98,4.5,-8.74,-3.92,4.29,14.15
W01001436,Blaenau Gwent 008B,W06000019,Blaenau Gwent,-6.67,-9.95,-21.57,-7.42,9.56,-6.47,-4.85,7,-23.23,-11.15,9.30,0.00,-8.51,-23.97,-20,-2.42,9.84,-11.11
W01001437,Blaenau Gwent 008C,W06000019,Blaenau Gwent,-6.14,-22.85,-7.92,-4.67,-1.92,4.03,-6.35,-21.01,-13.54,-4.74,-5.03,10.32,-5.94,-24.81,-2.83,-4.6,1.31,-1.36
W01001438,Blaenau Gwent 004A,W06000019,Blaenau Gwent,2.1,4.19,-14.36,9.86,2.75,0.28,2.02,6.67,-13.54,5.16,-0.73,7.05,2.17,1.3,-15.15,14.55,5.84,-5.13
W01001439,Blaenau Gwent 004B,W06000019,Blaenau Gwent,1.76,-2.13,-11.61,0.76,4.99,12.04,1.32,-5.79,-8.87,-1.13,6.32,14.29,2.21,1.75,-15,2.71,3.59,10.17
W01001440,Blaenau Gwent 001A,W06000019,Blaenau Gwent,-5.1,-16.33,12.08,-13.08,-9.62,16.53,-4.34,-18.64,16.44,-15.16,-0.72,15.25,-5.82,-14.29,7.89,-10.87,-17.65,17.69
W01001441,Blaenau Gwent 001B,W06000019,Blaenau Gwent,-3.16,0.89,-18.38,-6.21,-2.54,11.94,-5.09,-0.79,-26.25,-11.01,-2.50,20.00,-1.26,3.03,-12.38,-1,-2.59,6.03
W01001442,Blaenau Gwent 001C,W06000019,Blaenau Gwent,-2.77,0,-13.33,-14.11,3.19,16.29,-6.15,-7.29,-15.66,-18.18,0.00,19.23,0.66,7.22,-10.45,-9.9,6.4,13.68
W01001443,Blaenau Gwent 005A,W06000019,Blaenau Gwent,-2.69,-11.93,-12.5,-5.11,2.87,7.98,-5.85,-25.47,-14.29,-3.4,-2.67,9.24,0.79,8.57,-10.39,-6.98,9.3,6.94
W01001444,Blaenau Gwent 005B,W06000019,Blaenau Gwent,0.7,1.09,-15.64,-6.19,13.73,16.10,1.56,13.17,-21.28,-10.17,18.54,19.23,-0.1,-9,-9.7,-2.28,8.94,13.58
W01001445,Blaenau Gwent 005C,W06000019,Blaenau Gwent,-4.74,-9.96,-11.65,-9.36,17.06,-6.16,-4.33,-2.56,-14.29,-11.11,19.85,-8.80,-5.15,-15.97,-8.91,-7.47,14.05,-3.97
W01001446,Blaenau Gwent 002A,W06000019,Blaenau Gwent,9.49,24.68,10.87,-1.03,6.28,17.69,8.16,26.51,-2.6,2.14,0.00,21.24,10.77,22.67,27.87,-3.96,13.51,15.24
W01001447,Blaenau Gwent 002B,W06000019,Blaenau Gwent,0.51,5.15,-11.47,-2.36,-5.34,24.72,1.28,12.5,-8.57,-8.8,-5.26,38.55,-0.26,-1.76,-14.16,4.48,-5.43,12.63
W01001448,Blaenau Gwent 002C,W06000019,Blaenau Gwent,-1.86,3.31,-9.93,-4.4,11.82,-7.98,-0.66,-2.2,-1.43,-4.39,12.73,-4.55,-3.13,11.67,-18.31,-4.42,10.91,-10.46
W01001449,Blaenau Gwent 002D,W06000019,Blaenau Gwent,-2.89,-8.78,-2.38,-7.57,-2.28,7.56,-5.62,-18.02,-13.95,-5.11,-6.08,9.85,-0.14,2.13,9.76,-10.28,1.26,5.66
W01001450,Blaenau Gwent 007A,W06000019,Blaenau Gwent,-1.87,0.5,-10.73,-8.18,2.34,8.78,-1.2,6,-6.82,-9.29,0.82,9.23,-2.54,-5.05,-14.61,-7.01,3.73,8.33
W01001451,Blaenau Gwent 007B,W06000019,Blaenau Gwent,-4.24,-8.94,-13.61,-6.9,2.33,5.45,-6.01,-15.79,-8.16,-13.98,-2.19,19.82,-2.43,-0.88,-19.35,0.44,7.44,-5.48
W01001452,Blaenau Gwent 007C,W06000019,Blaenau Gwent,-5.52,-18.44,-11.62,-13.73,16.12,14.91,-4.98,-19.18,-10.19,-14.51,21.53,18.29,-6.11,-17.65,-13.33,-12.85,11.25,11.39
W01001453,Blaenau Gwent 008D,W06000019,Blaenau Gwent,0.95,6.97,-0.88,-2.77,1.3,2.75,0.12,7.33,-2.38,-8.71,1.35,11.86,1.81,6.57,0.99,3.73,1.26,-5.11
W01001454,Blaenau Gwent 008E,W06000019,Blaenau Gwent,-2.48,-1.32,-18.78,-6.3,7.67,4.96,-2.46,-7.96,-15.53,-1.82,3.47,6.31,-2.49,5.26,-22.34,-10.42,11.89,3.82
W01001455,Blaenau Gwent 008F,W06000019,Blaenau Gwent,-4.4,3.36,-13.23,-2.8,-4.97,-6.68,-6.72,-6.87,-18.56,0,-12.08,-5.73,-2.16,15.89,-7.61,-5.64,1.96,-7.37
W01001456,Blaenau Gwent 004C,W06000019,Blaenau Gwent,0.73,-1.69,-9.29,-3.37,-2.79,23.58,-1.62,-3.57,-3.37,-7.02,-9.85,24.53,3.03,0,-14.89,0.43,5.04,22.76
W01001457,Blaenau Gwent 004D,W06000019,Blaenau Gwent,-1.14,2.19,-9.69,0.86,-12,17.19,-1.54,5.33,-12.08,0.35,-17.26,26.88,-0.76,-0.59,-7.14,1.34,-7.14,10.16
W01001458,Blaenau Gwent 004E,W06000019,Blaenau Gwent,2.4,6.33,3.68,-2.06,8.52,0.74,2.71,5.6,4,-3.5,8.21,5.74,2.1,7.14,3.33,-0.72,8.82,-3.36
W01001459,Blaenau Gwent 007D,W06000019,Blaenau Gwent,4.26,10.32,-23.44,5.54,11.93,18.80,6.17,14.75,-27.08,8.02,16.85,21.05,2.5,6.15,-19.79,3.33,6.9,17.11
W01001460,Blaenau Gwent 007E,W06000019,Blaenau Gwent,4.46,6.34,14.59,-2.64,0.32,16.18,3.86,10.85,8.08,-4.38,-1.79,23.89,5.07,2.16,22.09,-0.7,2.86,10.69
W01001461,Blaenau Gwent 007F,W06000019,Blaenau Gwent,-1.85,-7.51,5.45,-9.38,11.01,2.49,-1.65,-7.02,-7.06,-6.49,8.11,11.58,-2.05,-8.08,18.75,-12.4,14.02,-3.42
W01001462,Blaenau Gwent 006A,W06000019,Blaenau Gwent,1.5,0.77,-9.41,-2.44,21.48,-0.71,2.34,6.45,-7.53,-0.76,20.80,-6.45,0.75,-4.44,-11.01,-4.07,22.14,3.77
W01001463,Blaenau Gwent 006B,W06000019,Blaenau Gwent,2.67,10.58,-13.02,2.28,-1.9,11.37,4.04,25.4,-7.37,-0.92,-1.11,9.70,1.42,-0.6,-17.5,5.44,-2.66,12.92
W01001464,Blaenau Gwent 009A,W06000019,Blaenau Gwent,1.72,10.36,-4.64,2.59,-4.84,4.35,-0.38,-2.08,-1.94,0.76,-8.88,13.76,4.01,27.1,-7.69,4.58,0,-2.78
W01001465,Blaenau Gwent 009B,W06000019,Blaenau Gwent,1.82,3.58,-16.67,5.2,-0.34,10.04,1.13,3.5,-19.79,2.86,4.79,6.15,2.51,3.68,-14.04,7.75,-5.37,13.67
W01001466,Blaenau Gwent 009C,W06000019,Blaenau Gwent,-2.09,7.69,-12.04,-7.59,2.43,3.79,-0.49,8.33,-10.28,-7.46,8.11,5.13,-3.78,7,-13.76,-7.75,-3.57,2.48
W01001467,Blaenau Gwent 005D,W06000019,Blaenau Gwent,0.98,3.74,-8.4,-3.51,16.88,-1.67,0.53,5.67,-13.93,-9.04,31.17,-4.90,1.41,1.93,-2.59,1.7,3.13,1.27
W01001468,Blaenau Gwent 005E,W06000019,Blaenau Gwent,-1.82,-13.24,-3.3,-6.64,1.1,17.73,2.57,-4.39,-1,-2.82,2.99,25.96,-6.37,-22.86,-6.1,-10.68,-0.72,10.34
