LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01027031,East Northamptonshire 002A,E07000152,East Northamptonshire,3.5,-10.93,2.99,-3.04,5.79,24.87,2.92,-21.35,14.85,-1.02,0.80,30.00,4.07,0.57,-9,-4.83,10.71,20.00
E01027032,East Northamptonshire 003A,E07000152,East Northamptonshire,1.25,-6.92,2.4,-8.24,-3,26.78,0.76,-7.84,19.54,-14.13,-3.73,29.59,1.76,-5.88,-16.25,-2.22,-2.22,24.37
E01027033,East Northamptonshire 001A,E07000152,East Northamptonshire,3.45,-4.53,-6.32,-4.64,15.33,14.57,5.07,-0.64,-12.12,0.36,15.92,15.03,1.8,-9.16,1.33,-9.21,14.72,14.13
E01027034,East Northamptonshire 007A,E07000152,East Northamptonshire,2.58,-5.73,4.17,0.98,-6.85,18.26,4.62,0.78,6.1,1.54,-7.69,28.03,0.8,-11.94,2.33,0.4,-6.06,12.77
E01027035,East Northamptonshire 007B,E07000152,East Northamptonshire,1.63,1.66,-12.63,-5.54,11.19,15.61,1.71,12.28,-8.65,-10.73,11.35,14.68,1.54,-7.87,-17.02,0,11.03,16.41
E01027037,East Northamptonshire 007D,E07000152,East Northamptonshire,1.33,-6.33,0.94,-5.29,5.19,25.82,1,-6.97,2.59,-6.06,8.16,21.57,1.68,-5.61,-1.03,-4.56,2.12,30.07
E01027038,East Northamptonshire 006A,E07000152,East Northamptonshire,13.68,19.27,-1.55,16.18,4.69,24.62,10.85,10.67,-8.93,16.67,3.82,25.00,16.62,27.81,8.64,15.69,5.52,24.24
E01027039,East Northamptonshire 006B,E07000152,East Northamptonshire,16.33,22.29,25.57,9.5,20.88,14.70,11.2,16.76,16.67,2.61,20.30,12.98,21.6,28.85,34.88,17.51,21.43,15.93
E01027040,East Northamptonshire 006C,E07000152,East Northamptonshire,9.39,11.83,8.77,5,6.09,21.74,6.5,5.26,11.76,0,13.46,11.90,12.4,18.6,5.81,10.56,-1.28,31.50
E01027041,East Northamptonshire 006D,E07000152,East Northamptonshire,-3.45,-8.64,-15.49,-3.55,7.61,1.08,-6.02,-11.04,-21.1,-7.14,5.07,4.13,-0.97,-6.21,-9.62,0,10.14,-1.28
E01027042,East Northamptonshire 006E,E07000152,East Northamptonshire,0.11,5.46,-17.41,-6.73,5.57,34.23,0.84,3.48,-2.68,-7.24,5.32,27.27,-0.67,7.88,-32.14,-6.22,5.85,41.67
E01027043,East Northamptonshire 001B,E07000152,East Northamptonshire,16.29,25.08,22.87,17.55,3.9,19.27,15.89,27.63,11.65,19.78,-0.41,23.00,16.68,22.7,36.47,15.46,8.13,15.79
E01027044,East Northamptonshire 002B,E07000152,East Northamptonshire,0.75,-8.67,4.14,-5.86,-0.59,18.23,-0.4,-13.4,16.67,-11.59,1.20,17.87,1.94,-2.63,-8.24,-0.35,-2.34,18.59
E01027045,East Northamptonshire 003B,E07000152,East Northamptonshire,1.4,6.02,-4.21,-10.83,1.72,18.81,-1.02,6.49,-12,-12.5,-2.94,19.68,3.9,5.52,4.44,-9.06,6.64,18.00
E01027046,East Northamptonshire 002C,E07000152,East Northamptonshire,10.54,5.91,1.27,9.75,9.54,27.18,11.45,12.4,7.89,8.25,7.52,26.14,9.7,-0.8,-4.88,11.17,11.33,28.04
E01027047,East Northamptonshire 002D,E07000152,East Northamptonshire,0.3,-11,51.09,-16.31,-3.46,12.50,-5.03,-4.67,1.52,-21.6,0.72,12.21,5.36,-17.65,97.18,-10.95,-7.33,12.74
E01027048,East Northamptonshire 002E,E07000152,East Northamptonshire,6.4,-11.59,43.14,-3.94,-3.23,20.45,9.28,-3.68,58.88,-8.6,-8.02,29.01,3.67,-19.29,25.77,0.51,2.03,14.29
E01027049,East Northamptonshire 002F,E07000152,East Northamptonshire,0.22,-20.25,34.48,-17.28,-1.56,20.49,-3.66,-33.98,57.89,-25,-2.27,19.57,4.09,3.33,-10,-9.24,-0.96,21.05
E01027050,East Northamptonshire 001C,E07000152,East Northamptonshire,3.94,-2.74,6.18,-6.66,1.13,29.23,1.64,-8.57,4.17,-4.42,-6.85,28.95,6.35,3.9,8.54,-8.9,8.89,29.55
E01027051,East Northamptonshire 005A,E07000152,East Northamptonshire,1.4,-5.13,2.29,0.17,-3.21,18.22,0.47,-5.19,19.39,-8.36,-4.35,26.47,2.3,-5.06,-11.67,9.38,-1.89,12.41
E01027052,East Northamptonshire 005B,E07000152,East Northamptonshire,-0.42,-12.45,6.49,-13.46,13.95,23.74,-1.77,-15.28,3.57,-18.96,15.67,34.62,1.02,-9.3,10,-7.57,12.1,13.91
E01027053,East Northamptonshire 005C,E07000152,East Northamptonshire,2.25,-16.02,-0.52,-7.1,2.06,38.52,2.49,-27.68,13.83,-7.54,3.59,44.14,2.01,-2.13,-14,-6.61,0.52,33.83
E01027054,East Northamptonshire 005D,E07000152,East Northamptonshire,-1.91,-7.02,-7.32,-3.15,-16.62,21.53,-0.78,-8.6,3.23,-3.78,-11.32,18.57,-3.08,-5.13,-18.03,-2.44,-21.69,24.32
E01027055,East Northamptonshire 005E,E07000152,East Northamptonshire,-3.1,-10.2,-10.71,-9.55,-7.75,28.80,-3.25,-12.5,6.35,-11.68,-10.69,26.80,-2.94,-8,-24.68,-7.22,-4.72,30.85
E01027056,East Northamptonshire 005F,E07000152,East Northamptonshire,-2.81,-7.17,-6.6,-9.47,4.01,10.66,-2.32,8.28,-12.12,-14.86,8.57,9.57,-3.3,-22.3,-1.02,-3.57,-0.75,11.46
E01027057,East Northamptonshire 004A,E07000152,East Northamptonshire,3.06,-2.26,-6.7,-3.68,-0.71,31.11,1.19,-6.21,-17.17,-3.75,-2.78,35.26,5.05,2.01,6.25,-3.61,1.45,27.04
E01027058,East Northamptonshire 009A,E07000152,East Northamptonshire,9.3,7.48,-11.22,17.61,19.62,1.93,8.82,8.67,-10.48,17.21,14.06,3.31,9.79,6.08,-12,18.03,24.82,0.72
E01027059,East Northamptonshire 009B,E07000152,East Northamptonshire,3.36,-1.2,6.67,-2.12,22.73,2.47,2.52,1.09,2.65,-2.39,20.33,0.00,4.21,-4,11.34,-1.85,25.21,4.24
E01027060,East Northamptonshire 009C,E07000152,East Northamptonshire,15.55,40.48,6.19,15.23,18.01,-3.32,13.43,34.03,7.14,9.14,19.59,-1.77,17.63,46.67,5.47,22.84,16.13,-4.26
E01027061,East Northamptonshire 008A,E07000152,East Northamptonshire,29.01,37.5,12,32.53,32.09,18.29,28.1,36.67,-0.84,33.43,28.77,27.10,29.9,38.33,26.42,31.61,35.33,11.51
E01027062,East Northamptonshire 008B,E07000152,East Northamptonshire,6.26,2.29,8.37,1.56,6.5,20.24,9.76,6.22,28.81,1.57,8.06,23.74,3.08,-1.32,-8.28,1.55,4.92,17.77
