LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01001542,Monmouthshire 009A,W06000021,Monmouthshire,17.7,31.77,18.75,18.94,14.32,9.07,16.39,31.29,11.11,19.4,12.09,7.94,19.05,32.31,28.57,18.51,16.67,10.15
W01001543,Monmouthshire 009B,W06000021,Monmouthshire,21.45,12.64,10.34,19.74,13.55,53.91,21.62,10.32,4.12,22.87,15.13,58.10,21.29,14.81,18.18,16.74,12.03,50.40
W01001545,Monmouthshire 001A,W06000021,Monmouthshire,-1.24,0.56,-19.64,-14.55,-1.48,10.96,-3.11,1.19,-39.68,-20.73,0.00,17.62,0.39,0,6.12,-8.18,-2.73,6.16
W01001546,Monmouthshire 002A,W06000021,Monmouthshire,-2.4,-9.92,4.42,-5.92,-1.82,11.93,-5.62,-15.15,13.79,-13.99,-7.41,19.15,0.84,-4,-5.45,2.49,3.6,6.45
W01001548,Monmouthshire 001B,W06000021,Monmouthshire,-1,-22.39,6.57,-10.7,-1.81,28.33,-0.67,-20.99,-7.34,-7.29,0.73,25.23,-1.34,-23.7,23.6,-13.87,-4.29,31.77
W01001549,Monmouthshire 007A,W06000021,Monmouthshire,-1.55,-8.22,-3.42,-14.53,-3.73,23.87,-1.58,-4.31,-7.5,-14.42,-0.53,17.86,-1.52,-12.62,1.52,-14.65,-6.54,30.99
W01001551,Monmouthshire 010C,W06000021,Monmouthshire,-0.34,0,-15.44,-4.85,16.75,2.65,-0.33,-5.26,-15,-3.5,15.46,9.89,-0.34,6.86,-15.94,-6.25,18.09,-2.22
W01001552,Monmouthshire 004A,W06000021,Monmouthshire,-3.57,0.47,5.76,-18.23,-8.59,9.34,-4.94,-0.88,9.09,-19.89,-10.50,6.60,-2.21,2.04,1.61,-16.57,-6.85,11.90
W01001553,Monmouthshire 004B,W06000021,Monmouthshire,3.6,-6.93,15.12,-7.16,17.66,19.54,4.04,-1.32,19.48,-9.92,20.54,15.74,3.17,-12.54,10.22,-4.45,15.04,22.69
W01001554,Monmouthshire 004C,W06000021,Monmouthshire,4.73,2.73,7.88,2.59,0.75,9.00,2.97,-8.49,12.24,9.09,-9.79,9.93,6.49,18.18,1.49,-4.09,12.8,8.40
W01001555,Monmouthshire 006A,W06000021,Monmouthshire,-1.52,-18.24,-15.5,-8.71,0.95,19.50,1.41,-17.28,-19.67,-1.48,1.90,24.63,-4.22,-19.1,-11.76,-15.13,0,14.86
W01001556,Monmouthshire 006B,W06000021,Monmouthshire,2.62,-5.74,6.42,-2.8,2.12,17.78,2.49,-4.95,26.42,-6.1,-2.76,19.19,2.74,-6.48,-12.5,0,7.25,16.67
W01001557,Monmouthshire 001C,W06000021,Monmouthshire,-1.9,-10.16,-14.62,-5.77,10.76,6.09,1.83,3.13,-10.53,-3.7,12.50,10.79,-5.27,-23.44,-19.39,-7.76,9.19,3.15
W01001558,Monmouthshire 002C,W06000021,Monmouthshire,1.31,12.66,-10.69,4.23,-2.17,-1.08,1.09,-2.5,-11.7,6.79,3.27,1.40,1.5,29.36,-9.23,1.75,-7.06,-2.63
W01001559,Monmouthshire 008A,W06000021,Monmouthshire,1.27,14.13,-8,-5.97,-2.25,9.12,2.3,13.13,1.41,-7.58,3.85,7.19,0.29,15.29,-16.46,-4.28,-8.03,10.61
W01001560,Monmouthshire 006C,W06000021,Monmouthshire,3.26,1.25,-2.24,-3.78,-4.16,27.13,-0.76,-16.48,0,-4.71,-6.42,21.43,7.67,24.64,-4.62,-2.87,-1.72,33.90
W01001561,Monmouthshire 003A,W06000021,Monmouthshire,1.62,7.25,1.69,-3.95,-9.59,11.34,-0.27,4.41,-8.33,-1.25,-12.43,9.96,3.46,10,17.39,-6.51,-6.91,12.59
W01001562,Monmouthshire 003B,W06000021,Monmouthshire,2.83,6.7,-12.64,-2.67,8.68,14.75,4.96,15.84,-10.64,-2.18,6.37,22.12,0.61,-3.23,-15,-3.18,11.04,7.96
