LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01005061,Manchester 018A,E08000003,Manchester,23.28,12.74,19.05,26.85,37.13,29.06,27.53,26.47,26.96,27.6,28.70,29.82,19.04,-0.47,12.41,26.09,48.28,28.33
E01005062,Manchester 018B,E08000003,Manchester,7.57,7.71,-0.89,16.28,17.48,-1.32,6.82,2.83,-4.14,18.02,9.56,10.77,8.33,14.02,1.8,14.43,32.86,-10.47
E01005063,Manchester 018C,E08000003,Manchester,37.18,42.96,47.84,37.01,32.42,5.30,38.71,44.75,57.36,37.14,26.47,5.08,35.58,41.06,38.1,36.88,40,5.48
E01005065,Manchester 018D,E08000003,Manchester,2.18,-2.93,10.24,1.27,6.81,-5.56,2.67,3.79,4.98,2.68,5.97,-14.29,1.57,-10.08,15.31,-0.71,8.2,3.85
E01005066,Manchester 018E,E08000003,Manchester,-39.69,-20.23,-70.1,-14.51,22.69,10.42,-36.29,-15.38,-69.96,-16.14,19.32,25.00,-44.17,-25.61,-70.24,-11.72,32.26,-10.00
E01005067,Manchester 020A,E08000003,Manchester,19.84,-1.67,-1.3,34.82,63.89,6.12,24.09,0.68,7.89,32.68,78.48,4.29,15.18,-3.92,-10.26,37.66,46.15,7.79
E01005068,Manchester 051A,E08000003,Manchester,-3.28,16.13,-16.23,-5.06,-3.29,-7.76,-4.44,8.81,-16.46,-6.94,-6.61,6.41,-2.17,23.84,-15.97,-3.16,0,-15.60
E01005069,Manchester 047A,E08000003,Manchester,0.96,9.68,-21.95,-7.63,4.83,33.14,-0.14,9.52,-32.5,-9.06,7.10,35.23,2.04,9.82,-11.9,-6.09,2.84,30.95
E01005070,Manchester 051B,E08000003,Manchester,-1.23,4.95,-10.04,-2.64,-6.19,9.68,-1.72,3.83,-25.37,0.93,4.41,3.16,-0.72,6.43,11.58,-6.23,-15.48,14.75
E01005071,Manchester 048A,E08000003,Manchester,-0.72,-1.13,-3.29,-3.51,15.53,-10.10,-1.58,-8.72,-2.61,-1.37,8.33,-1.30,0.12,8.23,-3.91,-5.57,24.17,-15.70
E01005072,Manchester 048B,E08000003,Manchester,5.12,6.75,6.93,-2.26,20.35,9.94,6.81,11.95,4.12,-1.66,21.55,17.33,3.48,1.8,9.52,-2.89,19.09,4.72
E01005073,Manchester 048C,E08000003,Manchester,2.04,1.67,-16.94,4.77,11.82,3.77,1.16,1.57,-23.08,5.84,12.82,1.83,2.97,1.77,-9.82,3.66,10.71,5.38
E01005074,Manchester 051C,E08000003,Manchester,3.59,1.92,1.66,5.19,6.59,-0.56,1.55,-1.58,0.78,5.42,1.40,-3.66,5.63,5.75,2.65,4.98,12.31,2.06
E01005075,Manchester 051D,E08000003,Manchester,17.33,22.64,-5.15,19.01,23.41,19.76,17.11,12.9,5.32,20.43,13.85,39.06,17.53,33.33,-15,17.78,33.61,7.77
E01005076,Manchester 039A,E08000003,Manchester,6.23,35.29,-16.56,2.92,25,27.91,6.54,37.04,-29.85,3.75,32.61,29.73,5.89,33.33,-6.67,1.99,15.79,26.53
E01005077,Manchester 042A,E08000003,Manchester,4.08,-0.95,0,1.06,27.67,6.78,0.37,-11.16,-5.97,0.97,28.13,10.20,7.53,9.8,6.11,1.15,27.27,4.35
E01005078,Manchester 042B,E08000003,Manchester,-0.16,12.04,-18.81,-1.62,28.29,-14.44,0.91,11.32,-22.5,-4.21,33.75,-1.22,-1.27,12.73,-16.39,1.48,22.22,-24.76
E01005079,Manchester 042C,E08000003,Manchester,7.37,8.54,1.23,7.72,11.21,5.65,9.12,-0.68,13.1,10.88,12.50,11.76,5.77,18.66,-11.39,4.82,9.91,2.07
E01005081,Manchester 039C,E08000003,Manchester,0.84,-4.65,-13.17,3.57,17.65,0.00,0.92,3.08,-13.57,1.8,14.96,-5.71,0.76,-12.5,-12.77,5.16,20.31,4.40
E01005082,Manchester 037A,E08000003,Manchester,-1.34,0,-5.45,-1.29,1.5,-2.67,-1.33,-0.71,1.72,-4.91,1.53,1.28,-1.34,0.74,-13.46,1.8,1.48,-5.50
E01005083,Manchester 039D,E08000003,Manchester,5.61,4.22,-29.81,14.92,-1.27,11.76,8.39,5.48,-26.19,15.91,-5.83,57.89,2.65,3.23,-32.26,13.77,7.41,-15.63
E01005084,Manchester 042D,E08000003,Manchester,4.01,-3.33,-3.86,7.98,8.27,3.21,5.36,-4.1,-3.77,12.98,3.65,4.12,2.75,-2.56,-3.96,3.47,12.77,2.48
E01005085,Manchester 049A,E08000003,Manchester,2.57,8.11,-14.7,4.15,9.91,0.91,0.86,7.69,-19.15,2.94,4.81,4.35,4.24,8.61,-10.14,5.23,14.81,-1.56
E01005086,Manchester 049B,E08000003,Manchester,1.66,7.86,-5.76,7.58,-9.93,-5.95,-0.53,6.07,-6.82,7.01,-19.08,-5.49,3.81,9.82,-4.79,8.1,-0.67,-6.38
E01005087,Manchester 050A,E08000003,Manchester,2.37,6.95,-18.69,6.79,5.49,12.58,0.09,3.88,-13.3,0.76,7.38,2.74,4.53,10.17,-23.21,12.47,3.76,21.79
E01005088,Manchester 050B,E08000003,Manchester,4.12,10.72,0.38,-0.6,3.41,10.84,3.35,11.74,-2.52,-5.23,5.60,22.73,4.8,9.8,2.84,3.78,1.44,3.00
E01005089,Manchester 049C,E08000003,Manchester,6.5,10.79,-6.31,7.14,13.81,3.15,8.81,11.76,-10.9,9.36,25.22,11.25,4.44,9.86,-1.38,5.18,3.23,-1.41
E01005090,Manchester 050C,E08000003,Manchester,6.03,16.01,-4.04,5.19,6.31,1.79,4.25,11.29,-0.92,-0.73,3.82,11.46,7.8,21.18,-7.02,11.36,9.03,-5.47
E01005091,Manchester 050D,E08000003,Manchester,9.22,21.24,-10.48,11.58,5.42,4.65,9.18,25.29,-11.66,7.95,15.75,-3.45,9.25,17.34,-9.36,15.42,-3.33,12.94
E01005092,Manchester 015A,E08000003,Manchester,13.95,24.87,1.79,18.02,8.79,1.46,9.22,17,-0.85,11.53,-0.74,12.79,18.94,33.52,4.76,24.82,21.36,-6.67
E01005093,Manchester 012A,E08000003,Manchester,-0.11,5.03,-13.17,1.17,-4.4,4.63,0.44,2.13,-6.78,0.33,-3.55,9.65,-0.65,8.11,-19.2,2.01,-5.3,0.69
E01005094,Manchester 012B,E08000003,Manchester,4.57,17.49,-10.78,0.7,22.54,-10.66,4.58,18,-8.7,-4.23,20.18,-1.37,4.57,16.94,-12.82,5.57,25.25,-16.13
E01005097,Manchester 012C,E08000003,Manchester,5.19,4.84,11.19,5.19,1.25,1.78,6.72,9.74,15.75,4.19,1.68,-2.47,3.73,0,6.43,6.09,0.83,5.68
E01005098,Manchester 001A,E08000003,Manchester,3.36,-1.41,10.1,3.49,3.7,2.70,3.12,-2.61,19.35,2.2,-1.69,7.62,3.6,0,1.9,4.78,9.25,-0.65
E01005099,Manchester 001B,E08000003,Manchester,9.58,19.92,-0.37,9.45,6.98,2.29,10.71,18.15,15.38,4.38,5.38,12.00,8.6,21.93,-12.34,13.65,8.59,-2.80
E01005100,Manchester 001C,E08000003,Manchester,-0.28,-0.79,-1.28,-3.5,-1.85,13.08,0.24,3.93,-4.84,-4.68,2.07,13.19,-0.76,-4.9,2.73,-2.33,-5,13.01
E01005101,Manchester 002A,E08000003,Manchester,6.57,17.94,-7.24,2.97,18.7,1.96,8.32,16.5,11.26,-1.11,21.09,3.75,4.94,19.4,-25.49,6.86,16.42,0.81
E01005102,Manchester 001D,E08000003,Manchester,3.21,12.97,-10.24,1.93,-0.74,10.90,5.19,16.41,-5.75,1.17,-2.33,21.51,1.27,9.01,-15.19,2.69,0.7,2.54
E01005103,Manchester 001E,E08000003,Manchester,7.82,17.14,-2.12,8.73,12.21,1.11,6.74,16.11,-12.61,9.71,8.78,5.42,8.85,18.07,8.55,7.72,15.48,-2.58
E01005104,Manchester 004A,E08000003,Manchester,4.89,9.31,-6.75,7.64,9.46,-7.59,2.13,2.8,1.75,1.62,4.80,-1.49,7.85,16.49,-14.63,14.55,15.46,-12.09
E01005105,Manchester 015C,E08000003,Manchester,40.28,56.44,7.81,49.81,34.09,7.56,47.52,66.32,18.18,53.85,41.18,14.29,32.84,47.39,-2.19,45.23,25.74,2.86
E01005106,Manchester 015D,E08000003,Manchester,19.16,16.07,18.32,25.94,19.28,3.92,17.81,16.1,17.99,21.41,21.28,2.17,20.65,16.04,18.66,31.08,16.67,5.36
E01005107,Manchester 015E,E08000003,Manchester,6.94,9.11,0.38,6.43,13.3,4.05,4.66,7.23,4.84,0,12.60,6.67,9.37,11.21,-3.62,13.9,14.15,2.27
E01005108,Manchester 017A,E08000003,Manchester,8.34,14.65,-6.5,8.75,10.53,8.20,5.42,10.57,-6.47,1.23,13.78,11.82,11.38,19.48,-6.53,16.32,7.07,5.22
E01005111,Manchester 047B,E08000003,Manchester,-0.14,-2.21,-3.37,1.74,8.51,-7.76,2.49,2.99,0,-0.4,10.62,2.08,-2.49,-7.25,-7.06,3.7,6.56,-14.09
E01005112,Manchester 048D,E08000003,Manchester,-0.62,-0.49,-9.69,-1.81,7.62,0.43,-2.46,-5.48,1.92,-3.75,3.61,-6.14,1.25,5.38,-19.51,0,12.5,6.72
