LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01001600,Newport 012A,W06000022,Newport,1.88,-9.84,-8.46,5.97,-3.13,11.93,5.5,-6.2,-10.67,11.5,1.26,17.14,-1.68,-13.91,-5.45,0.44,-7.5,7.76
W01001601,Newport 006A,W06000022,Newport,6.43,3.53,-18.93,10.36,28.11,13.28,8.48,-2.48,-22.14,15.89,40.38,14.06,4.31,9.93,-15.71,4.38,16.81,12.50
W01001602,Newport 012B,W06000022,Newport,1.15,-3.17,-16.95,0,6.43,6.27,0.43,-2.94,-20,-7.42,15.17,7.45,1.79,-3.36,-14.29,8.02,-1.2,5.41
W01001603,Newport 012C,W06000022,Newport,-1.51,-10.98,-4.27,0.2,-9.96,20.73,-1.52,-16.54,-3.26,4.12,-11.04,22.89,-1.49,-5.47,-5.56,-4.08,-8.55,19.09
W01001604,Newport 012D,W06000022,Newport,0.4,2.83,15.2,-1.85,-1.61,-1.79,-4.71,-8.76,11.29,-10.91,1.96,-5.26,5.37,17.27,19.05,7.51,-5.1,0.90
W01001605,Newport 014A,W06000022,Newport,5.83,19.79,-0.57,-0.78,7.42,12.45,1.52,20,-14.42,-3.65,14.96,-1.01,10.95,19.57,20,3.27,-1.96,22.39
W01001606,Newport 008A,W06000022,Newport,-2.01,-5.91,-1.73,-7.14,11.24,-4.55,-0.32,-6.59,6.17,-11.65,24.79,-5.83,-3.55,-5.26,-8.7,-2.15,-0.73,-3.61
W01001607,Newport 015A,W06000022,Newport,-0.19,-9.09,-5.99,4.23,16.38,5.15,1.91,-4.74,-9.02,11.26,9.28,4.88,-2.11,-13.48,-3.31,-1.38,25,5.36
W01001608,Newport 008B,W06000022,Newport,-1.99,-3.45,-7.55,-4.75,10.66,-3.61,-1.02,2.11,-10.38,-3.86,8.63,-1.41,-3,-10.08,-4.72,-5.69,12.78,-5.52
W01001609,Newport 015B,W06000022,Newport,9.72,16.76,-5.96,12.04,14.93,7.41,8.47,9.14,-2.74,15.63,4.07,19.05,10.89,25.14,-8.97,9.28,28.57,0.00
W01001610,Newport 015C,W06000022,Newport,1.67,5.92,-9.85,4.66,-9.52,14.42,0.72,5.26,-12.75,2.79,-5.65,10.58,2.64,6.67,-6.93,6.54,-13.28,18.27
W01001611,Newport 011A,W06000022,Newport,-2.06,-6.18,1.18,-8.4,12.62,1.20,-4.31,-2.99,-12.05,-11.95,11.32,5.33,0.15,-9.22,13.79,-4.64,13.89,-2.20
W01001612,Newport 011B,W06000022,Newport,1.44,8.61,-13,-0.37,4.82,6.56,5.2,21.78,-13.59,1.99,6.59,13.68,-2.59,-3.7,-12.37,-3.29,2.78,0.70
W01001613,Newport 011C,W06000022,Newport,0.79,6.25,1.04,-4.2,9.24,-3.11,3.15,20.29,1.98,-6.94,8.89,2.02,-1.57,-6.67,0,-1.41,9.65,-7.14
W01001614,Newport 005A,W06000022,Newport,0.44,6.32,-11.79,3.38,1.3,-1.73,0.8,9.76,-10.98,0,-5.88,9.63,0.12,3.08,-12.39,6.96,10.22,-8.96
W01001615,Newport 005B,W06000022,Newport,0.9,4.42,-1.51,1.95,-1.07,-1.65,2.45,0.58,4.63,2.44,-2.70,11.00,-0.64,9.03,-8.79,1.5,0.75,-10.49
W01001616,Newport 005C,W06000022,Newport,1.12,7.82,-17.02,-4.97,8.33,9.70,1.56,10.11,-17.53,-7.36,11.11,13.97,0.69,5.56,-16.48,-2.36,5.85,6.13
W01001617,Newport 003A,W06000022,Newport,-2.31,0,-27.75,-2.85,14.21,8.37,-4.36,-5.08,-27.78,-12.15,30.00,9.80,-0.3,4.65,-27.73,8.13,-1.08,7.20
W01001618,Newport 003B,W06000022,Newport,-2.3,-8.2,-13.98,-4.57,11.8,4.72,-2.92,-8.08,-4.44,-7.84,10.99,1.02,-1.69,-8.33,-22.92,-1.05,12.64,7.41
