LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01014485,Bristol 023A,E06000023,"Bristol, City of",8.68,11.88,-4.37,10.01,7.98,12.58,4.71,22.84,-15.69,2.92,1.65,10.00,12.66,0.63,6.73,17.77,13.38,14.61
E01014486,Bristol 023B,E06000023,"Bristol, City of",6.11,-2.23,0,5.51,29.49,3.27,4.86,-7.73,3.07,4.79,24.71,2.56,7.51,3.7,-3.16,6.31,36.36,4.00
E01014487,Bristol 020A,E06000023,"Bristol, City of",4.21,9.61,23.23,-4.83,-3.34,15.38,1.18,16.53,28.95,-12.96,-2.44,7.41,7.77,1.85,17.96,6.06,-4.44,24.00
E01014488,Bristol 023C,E06000023,"Bristol, City of",-1.67,-14.37,-1.2,-5.58,18.88,22.43,-4.55,-19.1,5.36,-7.74,12.74,6.78,1.5,-8.72,-6.57,-3.18,26.36,41.67
E01014489,Bristol 023D,E06000023,"Bristol, City of",8.56,18.48,0.45,6.49,21.77,15.38,6.61,21.23,-1.81,3.13,21.43,17.95,10.78,15.38,2.67,10.56,22.22,13.46
E01014491,Bristol 020B,E06000023,"Bristol, City of",13.69,23.29,14.8,8.8,7.82,44.79,11.98,23.13,17.65,4.07,6.83,62.22,15.48,23.46,12.21,14.09,8.9,29.41
E01014492,Bristol 008A,E06000023,"Bristol, City of",10.09,19.51,5.88,10.26,0,14.56,9.21,16.13,20.9,10.28,-8.18,15.56,10.9,22.95,-5.81,10.24,8.39,13.81
E01014493,Bristol 008B,E06000023,"Bristol, City of",2.32,20.59,-18.88,-4.91,20.31,0.92,2.17,18.12,-24.58,-2.96,19.08,5.43,2.46,23.13,-13.04,-6.84,21.54,-2.38
E01014494,Bristol 008C,E06000023,"Bristol, City of",-0.19,2.95,-9.52,-4.22,-2.25,14.39,-3.63,-0.88,-10.48,-6.27,-9.47,13.82,3.48,6.5,-8.33,-1.94,6.34,14.89
E01014495,Bristol 008D,E06000023,"Bristol, City of",3.85,10.24,-3.8,3.24,10.37,-1.10,1.3,9.42,-7.37,-3.22,9.09,0.67,6.43,11.21,0,10.55,11.72,-2.33
E01014496,Bristol 008E,E06000023,"Bristol, City of",5.65,3.16,4.74,5.38,7.53,10.24,5.75,0,5.26,4.78,14.81,5.95,5.54,6.51,4.24,6.13,-2.56,14.63
E01014497,Bristol 003A,E06000023,"Bristol, City of",8.94,19.65,-6.85,18.95,-10.82,6.88,10.47,20.93,-5.17,20.57,-13.89,17.35,7.36,18.34,-8.74,17.28,-7.26,-1.67
E01014498,Bristol 003B,E06000023,"Bristol, City of",3.5,9.98,-19.83,12.99,-4.55,-0.98,3.85,14.35,-18.37,7.74,-9.09,9.38,3.17,5.66,-20.9,18.4,0.91,-10.19
E01014499,Bristol 008F,E06000023,"Bristol, City of",1.04,-1.15,-9.6,6.64,-6.77,13.30,3.02,9.25,-10.69,8.81,-10.24,15.46,-0.92,-11.36,-8.4,4.45,-3.14,11.57
E01014500,Bristol 039A,E06000023,"Bristol, City of",7.97,23.85,5.62,1.54,11.16,9.91,4.62,10.74,6.9,-2.17,13.49,9.18,11.35,37.29,4.4,5.54,8.41,10.45
E01014501,Bristol 041A,E06000023,"Bristol, City of",16.81,37.35,20.32,21.19,4.53,6.33,15.06,33.33,18.95,15.41,10.90,2.25,18.51,41.8,21.74,27.27,-1.14,9.68
E01014502,Bristol 039B,E06000023,"Bristol, City of",6.9,28.35,-12.66,4.17,8.04,8.96,8.94,28.67,-10.85,3.8,23.18,5.74,4.7,27.97,-15,4.6,-6.25,11.64
E01014504,Bristol 041B,E06000023,"Bristol, City of",2.07,6.91,-12.24,2.05,-1.01,12.66,3.48,18.68,-8.7,1.83,-6.80,19.18,0.77,-1.59,-15.38,2.27,5.26,7.06
E01014505,Bristol 041C,E06000023,"Bristol, City of",4.24,14.69,-16.08,9.32,-2.76,-10.27,0.12,1.77,-7.94,2.82,-6.03,-4.11,8.36,29.59,-22.5,16.17,0.99,-14.29
E01014506,Bristol 041D,E06000023,"Bristol, City of",3.75,11.99,-9.48,8.35,-4.52,6.11,2.94,5.71,0,8.03,-3.85,-0.92,4.52,18.9,-18.52,8.66,-5.19,11.11
