LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01001137,Rhondda Cynon Taf 005A,W06000016,Rhondda Cynon Taf,-0.65,6.34,-16.37,-2.55,-5.82,14.39,0.84,16.59,-12.87,-2.16,-5.96,11.17,-2.08,-3.17,-20,-2.95,-5.68,16.88
W01001138,Rhondda Cynon Taf 005B,W06000016,Rhondda Cynon Taf,0.21,2.34,-2.93,-2.07,-5.7,11.35,-1.45,0.81,-17.65,1.32,-12.50,21.78,1.83,3.76,17.44,-5.1,1.85,3.13
W01001139,Rhondda Cynon Taf 005C,W06000016,Rhondda Cynon Taf,4.27,16.6,1.63,1.72,-0.8,4.11,3.07,15.91,-5.38,2.28,-4.72,5.94,5.47,17.36,8.79,1.15,3.28,2.54
W01001140,Rhondda Cynon Taf 005D,W06000016,Rhondda Cynon Taf,-1.95,-15.04,-6.6,0,4.1,4.55,-6.15,-19.84,-11.58,-7.91,4.11,3.13,2.3,-10.71,-1.96,9.39,4.08,5.88
W01001141,Rhondda Cynon Taf 005E,W06000016,Rhondda Cynon Taf,-1.1,-0.31,-20.8,-5.21,11.83,10.80,0.86,-4.79,-4.17,-4.96,8.39,16.80,-3.05,4.61,-36.15,-5.47,15.97,6.17
W01001142,Rhondda Cynon Taf 005F,W06000016,Rhondda Cynon Taf,7.74,-3.98,14.67,10.11,4.36,14.89,6.82,-1.82,21.57,8.42,-5.52,17.78,8.7,-6.17,8.94,12.05,16.3,12.24
W01001143,Rhondda Cynon Taf 012A,W06000016,Rhondda Cynon Taf,-5.62,-9.25,-4.08,-13.54,2.21,4.07,-4.81,-13.1,5.21,-15.3,3.64,9.76,-6.44,-5.15,-13,-11.72,0.66,-0.68
W01001144,Rhondda Cynon Taf 012B,W06000016,Rhondda Cynon Taf,-0.34,0.54,-8.47,0.34,-2.52,11.00,-3.14,-4.43,-10,-3.96,-4.29,15.63,2.72,6.59,-6.67,5.05,-0.65,7.08
W01001145,Rhondda Cynon Taf 012C,W06000016,Rhondda Cynon Taf,4.16,10.19,-9.17,3.07,20.07,-4.84,2.66,3.68,-10.48,-3.8,22.08,6.72,5.75,19.4,-7.76,10.26,17.69,-12.94
W01001146,Rhondda Cynon Taf 012D,W06000016,Rhondda Cynon Taf,1.29,0.84,-15.57,-0.63,5.6,12.15,4.61,2.68,-13.98,2.12,13.71,17.76,-1.79,-0.79,-17.57,-3.31,-1.39,7.86
W01001147,Rhondda Cynon Taf 004A,W06000016,Rhondda Cynon Taf,-3.14,-14.19,4.62,-8.45,3.18,3.57,-1.93,-9.46,3.19,-12.2,8.02,9.55,-4.27,-18.92,6.33,-4.56,-1.58,-0.43
W01001148,Rhondda Cynon Taf 002A,W06000016,Rhondda Cynon Taf,0.36,-0.37,-13.18,-2.32,14.03,3.67,1.22,-7.04,-10.17,1.36,12.14,8.87,-0.47,7.2,-16.67,-5.81,15.94,0.00
W01001149,Rhondda Cynon Taf 003A,W06000016,Rhondda Cynon Taf,-0.35,-1.36,-14.35,4.85,-3.63,6.82,-0.98,-11.2,-14.29,2.26,2.08,15.38,0.28,11.46,-14.44,7.55,-8.81,1.25
W01001150,Rhondda Cynon Taf 003B,W06000016,Rhondda Cynon Taf,1.55,-5.8,-1.57,-0.67,-1.58,17.94,5.9,4.62,7.79,-0.32,4.58,23.02,-2.38,-15.07,-7.89,-1.05,-7.36,14.29
W01001151,Rhondda Cynon Taf 003C,W06000016,Rhondda Cynon Taf,-2.16,-17.5,4.08,-4.6,-9.94,11.99,0.88,-4.27,-1.3,-2.74,-6.25,14.29,-4.98,-30.08,10,-6.3,-13.64,10.12
