LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000506,Ceredigion 005A,W06000008,Ceredigion,-2.31,-5.99,-9.02,2.07,-12.81,5.99,-1.58,-7.45,-16.9,8.45,-15.03,11.49,-2.96,-4.11,0,-4.05,-10.78,2.31
W01000507,Ceredigion 009A,W06000008,Ceredigion,6.87,51.75,-23.3,8.54,0.76,4.62,8.82,55.74,-33.33,7.41,5.79,10.70,4.97,47.17,-7.5,9.59,-3.55,-0.99
W01000508,Ceredigion 009B,W06000008,Ceredigion,-1.71,-6.15,-25.71,4.32,-1.78,8.10,-1.47,-14.41,-22.22,2.63,6.86,11.93,-1.96,4.76,-29.41,6.04,-8.94,5.07
W01000509,Ceredigion 009C,W06000008,Ceredigion,7.26,13.24,-7.73,1.51,7.56,14.50,6.1,4.96,-10.58,2.55,-1.19,25.49,8.3,22.14,-4.44,0.44,15.91,7.65
W01000510,Ceredigion 009D,W06000008,Ceredigion,-2.56,1.18,1.61,-5.07,-0.47,-4.91,-3.01,-1.19,-13.92,-2.92,-7.27,6.61,-2.15,3.49,28.89,-7.32,6.67,-11.71
W01000511,Ceredigion 009E,W06000008,Ceredigion,0.33,4.7,-13.33,-6.48,21.83,4.58,0.16,13.54,-20.56,-12.45,30.77,13.11,0.5,-1.45,-5.83,1.05,11.83,-2.86
W01000512,Ceredigion 002A,W06000008,Ceredigion,-5.2,16.03,-9.19,-7.03,2.08,0.89,-5.86,-9.72,-7.35,-5.19,-3.03,3.26,-4.46,47.46,-11.51,-9.18,7.53,-0.76
W01000513,Ceredigion 002B,W06000008,Ceredigion,-6.31,-10.26,-9.7,-2.17,5.48,4.50,-1.82,-2.7,-6.07,3.02,3.19,24.39,-11.64,-17.07,-13.6,-10.53,9.62,-7.14
W01000515,Ceredigion 003A,W06000008,Ceredigion,1.44,6.83,-6.02,-0.95,-0.43,10.00,-0.41,6.85,-10.38,-5.15,-4.07,18.48,3.32,6.82,-1.82,3.54,3.7,3.39
W01000516,Ceredigion 003B,W06000008,Ceredigion,-0.17,0,-13.67,4.55,-4.56,9.09,-4.43,-8.2,-11.88,2.46,-13.29,6.36,4.29,9.38,-16.1,6.6,4.23,11.36
W01000517,Ceredigion 002D,W06000008,Ceredigion,-5.11,-26.32,-11.2,9.39,9.71,-8.70,-2.58,-20.59,-10.3,6.22,25.00,0.00,-8.05,-30.95,-12.16,14.6,-8.51,-16.00
W01000518,Ceredigion 003C,W06000008,Ceredigion,-8.55,-2.33,-16.38,-8.99,-8.38,-1.09,-12.25,-9.46,-24.32,-10.11,-15.74,6.60,-4.63,7.27,-7.36,-7.64,1.2,-5.95
W01000519,Ceredigion 010A,W06000008,Ceredigion,1.38,14.01,-34.62,-3.04,-3.74,20.62,1.69,7.84,-26.73,1.86,-11.56,24.88,1.08,20,-44.44,-8.02,3.06,16.35
W01000522,Ceredigion 010B,W06000008,Ceredigion,-3.09,-16.47,-16.45,-11.04,4.67,9.26,-3.48,-4.71,-11.49,-8.18,-2.62,4.76,-2.67,-28.24,-23.08,-13.92,12.72,14.10
W01000523,Ceredigion 001C,W06000008,Ceredigion,-2.03,-5.73,7.21,-9.28,-1.47,7.59,-3.11,-6.37,8.93,-14.01,0.99,6.74,-0.94,-5.1,5.21,-4.5,-3.9,8.38
W01000524,Ceredigion 005B,W06000008,Ceredigion,0.52,-8.2,-1.91,0.55,-12.26,23.33,-0.21,-5.06,-7.34,0.36,-14.96,24.37,1.25,-11.56,4,0.74,-9.62,22.33
W01000525,Ceredigion 011A,W06000008,Ceredigion,6.63,3.79,16.22,1.44,-1.33,11.40,3.64,-5.48,3.23,2.86,2.80,9.15,9.38,15.25,29.35,0,-5.04,13.06
W01000527,Ceredigion 008A,W06000008,Ceredigion,3.08,10,-1.65,7.8,2.86,1.04,0.14,4,-9.6,11.47,-1.28,-2.27,6.43,16.92,6.78,2.6,8.06,3.81
W01000528,Ceredigion 008B,W06000008,Ceredigion,4.23,29.3,-0.55,1.61,-0.78,-2.61,3.85,40.19,-7.29,-4.13,5.74,-6.02,4.58,18.52,6.9,7.34,-6.77,0.00
W01000529,Ceredigion 007A,W06000008,Ceredigion,-0.89,-2.2,-10.99,-5.17,-1.99,14.05,-0.99,-4.08,-20.18,-5.6,-2.20,26.81,-0.78,0,2.74,-4.74,-1.76,3.57
W01000531,Ceredigion 010C,W06000008,Ceredigion,-0.61,-0.78,-7.33,-5.48,-6.47,13.35,-0.23,-4.29,-0.99,-1.3,-3.02,6.86,-0.97,3.39,-14.44,-9.16,-9.63,18.91
W01000532,Ceredigion 007B,W06000008,Ceredigion,-2.32,-5.05,-7.53,-9.05,-6.19,11.03,-2.47,2.14,-14.41,-12.4,-10.67,18.80,-2.15,-12.41,2.67,-5.44,-1.61,3.99
W01000533,Ceredigion 010D,W06000008,Ceredigion,-5.96,-8.88,-24.86,-2.94,-5.44,2.18,-3.65,-4.55,-34.09,2.27,-4.23,9.22,-8.07,-13.46,-15.29,-7.58,-6.58,-3.33
W01000534,Ceredigion 011B,W06000008,Ceredigion,1.27,1.21,-4.17,-9.05,10.06,10.20,1.47,-6.72,7.23,-8.18,13.94,6.08,1.07,10.62,-15.29,-9.87,6.13,14.10
W01000535,Ceredigion 008C,W06000008,Ceredigion,2.24,2.4,14.89,-3.38,-6.18,11.94,3.73,10,8.26,4.91,-18.15,22.22,0.71,-5.63,24.05,-11.61,7.76,3.35
W01000536,Ceredigion 011E,W06000008,Ceredigion,0.27,6.67,-9.66,-5.96,0.52,6.54,4.26,18.75,8.11,-10.16,5.38,8.70,-3.6,-5.05,-28.17,-1.65,-4,4.55
W01000537,Ceredigion 008D,W06000008,Ceredigion,-1.56,-10.39,-4.7,-6.79,-1.83,12.39,-2.18,-9.57,-13.79,-5.91,2.21,8.48,-0.94,-11.21,8.06,-7.61,-5.47,16.27
W01000538,Ceredigion 005C,W06000008,Ceredigion,3.41,1.18,-2.33,-3.33,-9.29,39.78,4.03,-7.03,11.9,-4.33,-6.09,40.00,2.81,9.52,-15.91,-2.28,-12.26,39.57
W01000539,Ceredigion 005D,W06000008,Ceredigion,-5.16,-15.33,-22.73,-8.15,-7.12,16.30,-6.45,-20.24,-23.17,-4.4,-6.25,7.95,-3.78,-9.09,-22.22,-11.88,-7.88,26.89
W01000540,Ceredigion 005E,W06000008,Ceredigion,5.94,6.04,-14.95,4.18,2.92,16.82,4.88,-1.25,-26.67,5.56,6.19,20.29,6.96,14.49,0,2.68,0,14.21
W01000541,Ceredigion 008E,W06000008,Ceredigion,-2.32,-3.11,-14.58,-15.74,1.17,18.73,-3.34,-10.4,-3.23,-17.04,-7.02,26.52,-1.31,3.79,-25.25,-14.44,10.5,12.15
W01000542,Ceredigion 011F,W06000008,Ceredigion,-1.14,-6.92,-14.35,-0.93,-3.11,11.98,-0.09,-7.19,-21.19,3.48,-3.01,14.93,-2.16,-6.67,-7.56,-5.21,-3.21,9.24
