LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000191,Denbighshire 009A,W06000004,Denbighshire,4.4,3.53,-2.36,-0.78,5.47,21.58,3.89,10.1,-2.29,-7.25,16.48,14.20,4.91,-3.02,-2.44,6.15,-4.46,29.38
W01000192,Denbighshire 016A,W06000004,Denbighshire,-0.7,8.06,-17.07,-6.38,0,9.32,3.2,0,-12.07,0.68,1.68,17.39,-4.55,16.13,-21.54,-13.97,-1.64,1.65
W01000193,Denbighshire 015A,W06000004,Denbighshire,-1.57,5.29,-14.14,-6.2,-5.5,15.63,-1.76,5.08,-11,-6.98,-11.56,24.51,-1.38,5.5,-17.58,-5.32,0.69,8.20
W01000194,Denbighshire 011A,W06000004,Denbighshire,0.1,-4.56,-4.3,1.68,-4.25,10.29,-2.55,-14.62,-3.68,2.37,-3.45,1.54,2.89,8.09,-5,0.9,-5.08,16.57
W01000195,Denbighshire 012A,W06000004,Denbighshire,0.74,1.63,-6.61,-5.84,2.48,7.69,1.53,2.04,-8.62,-8.7,4.32,13.29,0,1.16,-4.76,-3.11,0.7,3.23
W01000196,Denbighshire 012B,W06000004,Denbighshire,1.97,7.32,-10.1,-8.65,8.11,31.79,1.53,13.67,-11.46,-12,1.50,45.33,2.39,1.35,-8.82,-5.36,15.08,21.43
W01000197,Denbighshire 012C,W06000004,Denbighshire,-0.8,-10.76,-3.59,-6.26,4.09,14.95,-2.97,-6.85,-10.62,-10.86,2.60,17.97,1.34,-14.79,6.1,-1.54,5.49,12.72
W01000198,Denbighshire 011B,W06000004,Denbighshire,0.88,1.58,2.01,-5.11,-0.37,13.55,2.95,-5.2,10.58,-0.44,2.19,16.98,-1.24,9.79,-7.37,-9.43,-2.99,10.19
W01000199,Denbighshire 011C,W06000004,Denbighshire,1.9,-7.02,17.62,-8.97,11.29,9.57,1.29,-11.38,31.03,-12.14,4.62,22.05,2.54,-1.52,6.6,-5.64,19.05,-0.65
W01000200,Denbighshire 008A,W06000004,Denbighshire,-1.06,-12.77,-1.35,-1.69,-7.32,19.91,0.76,-8.33,1.18,2.5,-11.49,25.00,-2.89,-17.39,-4.76,-5.61,-2.88,15.75
W01000201,Denbighshire 008B,W06000004,Denbighshire,2.75,11.33,4.86,-10.71,2.49,22.27,0.13,6.88,5.32,-15.88,3.79,22.86,5.28,16.43,4.4,-5.65,1.34,21.80
W01000202,Denbighshire 015B,W06000004,Denbighshire,-0.91,-3.95,6.63,-12.65,1.37,14.61,0.87,10.79,-4.6,-14,0.00,21.38,-2.6,-16.36,18.99,-11.33,2.75,8.59
W01000203,Denbighshire 013A,W06000004,Denbighshire,2.85,0,2.3,-8.8,5.24,18.22,0.08,-0.56,-1.71,-15.56,4.39,18.49,5.72,0.58,7,-1.79,6.16,17.97
W01000204,Denbighshire 013B,W06000004,Denbighshire,1.9,0.59,-19.86,-7.71,5.65,16.81,2.81,1.19,-7.46,-14.84,6.21,23.64,1,0,-31.08,0,5.08,10.94
W01000205,Denbighshire 016B,W06000004,Denbighshire,9.07,12.35,-6.67,13.99,-5.34,24.90,6.78,7.53,-8.7,19.15,-18.24,30.65,11.52,18.18,-3.92,9.21,9.02,19.20
W01000206,Denbighshire 013C,W06000004,Denbighshire,-2.48,-12,2.69,-10,-0.21,11.62,-3.49,-14.44,12.61,-17.39,7.20,7.39,-1.45,-9.2,-7.14,-2.27,-7.35,15.71
W01000207,Denbighshire 015C,W06000004,Denbighshire,3.59,15.25,-21.03,-1.25,-3.92,27.10,2.44,10.67,-21.21,-3.94,-3.53,29.25,4.78,20,-20.83,1.62,-4.32,25.00
W01000208,Denbighshire 016C,W06000004,Denbighshire,-1.53,-7.97,-22.45,-7.16,-3.17,23.31,2.76,-8.97,-4.17,-2.45,-4.62,32.80,-6.26,-6.67,-40,-12.72,-1.41,14.89
