LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01009921,Sandwell 034A,E08000028,Sandwell,7.09,34.96,-11.8,2.97,10.34,-3.68,4.62,39.23,-2.41,-3.94,6.11,-6.67,9.62,30.88,-20,10.28,15.84,-1.14
E01009922,Sandwell 034B,E08000028,Sandwell,2.55,12.35,-21.89,3.33,5.71,10.53,3.03,17.09,-33.64,6.13,0.92,25.30,2.1,7.94,-8.51,0.84,10.89,-0.93
E01009923,Sandwell 036A,E08000028,Sandwell,0.8,10.46,-11.68,-3.12,6.56,3.09,-0.27,17.36,-13,-4.08,-1.48,1.47,1.84,3.39,-10.31,-2.24,15.32,4.52
E01009924,Sandwell 034C,E08000028,Sandwell,3.52,12.86,11.11,-5.28,17.55,2.73,3.1,9.65,33.33,-9.4,28.09,0.00,3.91,15.75,-5.26,-0.98,8.08,4.95
E01009925,Sandwell 034D,E08000028,Sandwell,-0.42,1.94,-16.67,-5.9,3.44,22.22,0.57,5.3,-15.38,-8.06,7.64,26.67,-1.39,-1.59,-17.86,-3.72,-0.68,18.75
E01009926,Sandwell 034E,E08000028,Sandwell,7.74,23.71,-1.35,1.12,25.53,-2.61,11.94,23.89,20.97,1.37,28.71,3.39,4.05,23.53,-17.44,0.91,21.84,-6.38
E01009927,Sandwell 034F,E08000028,Sandwell,4.27,6.77,-4.58,5.61,4.07,3.33,7.65,10.45,5.63,7.92,6.84,4.29,0.81,2.56,-13.41,3.04,0.96,2.73
E01009928,Sandwell 034G,E08000028,Sandwell,9.64,23.1,9.5,2.58,14.55,6.79,8.6,27.49,-7.87,0,23.42,4.29,10.63,18.71,26.67,5.07,5.5,8.70
E01009929,Sandwell 033A,E08000028,Sandwell,2,4.14,-3.86,3.9,-3.52,5.90,0.84,4.55,-3.15,-1.18,-4.90,9.77,3.13,3.7,-4.72,8.48,-2.13,2.91
E01009930,Sandwell 033B,E08000028,Sandwell,4.94,11.95,6.7,5.14,3.1,-2.55,6.04,6.8,9.41,5.88,5.26,3.94,3.9,17.12,4.26,4.44,0.89,-8.11
E01009931,Sandwell 033C,E08000028,Sandwell,11.02,20.55,7.77,5.6,12.41,15.41,11.84,25,4.67,8.54,6.70,20.47,10.2,16.22,11.28,2.72,18.56,11.18
E01009932,Sandwell 033D,E08000028,Sandwell,-0.12,-1.53,-22.12,3.85,6.9,2.70,-0.12,-9.09,-29.06,4.9,15.56,8.53,-0.13,7.56,-13.19,2.69,-2.38,-0.98
E01009933,Sandwell 035A,E08000028,Sandwell,-1.46,-9.52,-7.29,-3.18,10.87,10.05,-1.34,-10,-2.36,-3.69,6.40,13.58,-1.58,-9.04,-12.5,-2.7,16.19,7.41
E01009934,Sandwell 027A,E08000028,Sandwell,3.18,0.3,6.19,-0.19,13.86,3.10,1.27,-4.4,8.74,-2.86,14.29,-1.01,4.97,4.57,3.3,2.18,13.4,6.30
E01009935,Sandwell 027B,E08000028,Sandwell,2.27,5.66,1.94,-1.95,23.48,-7.22,2.23,10.19,5.41,-6.43,25.53,-8.23,2.31,1.24,-0.68,3.77,20.75,-6.44
E01009936,Sandwell 027C,E08000028,Sandwell,-1.92,-8.71,-9.09,-3.56,-9.24,16.29,0.88,-6.2,-7.23,4.7,-11.05,17.86,-4.65,-11.61,-10.75,-11.52,-7.49,14.84
E01009937,Sandwell 032A,E08000028,Sandwell,1.29,4.97,-6.36,0.54,12.85,-5.60,0.89,0,-3.1,-0.73,10.66,0.00,1.67,9.88,-10.28,1.78,14.96,-9.20
E01009938,Sandwell 031A,E08000028,Sandwell,3.36,8.98,-0.4,-2.48,9.52,6.25,4.35,10.23,6.25,-4.7,12.23,6.77,2.38,7.48,-7.56,-0.33,7.1,5.81
E01009939,Sandwell 032B,E08000028,Sandwell,2.49,3.41,6.91,-4.46,11.15,4.28,3.51,4.73,21.1,-5.05,3.25,8.21,1.47,1.95,-7.41,-3.86,19.72,1.18
E01009940,Sandwell 032C,E08000028,Sandwell,3.14,19.39,-20.36,4.39,9.49,-1.93,3.41,22.73,-14.68,0.78,3.94,3.70,2.88,16.03,-25.89,8.23,15.08,-5.96
E01009941,Sandwell 032D,E08000028,Sandwell,1.05,-1.59,1.48,-3.57,3.73,10.00,1.92,-6.37,18.09,-5,-1.36,18.55,0.24,3.18,-12.84,-2.21,8.78,2.74
E01009942,Sandwell 032E,E08000028,Sandwell,2.54,10.88,-6.77,0.48,3.75,4.76,4.43,22.5,-5.88,4.35,-3.36,1.75,0.76,0.56,-7.69,-3.09,11.11,7.25
E01009943,Sandwell 031B,E08000028,Sandwell,1.81,-2.11,-3.38,2.98,-3.59,15.79,0.26,-9.68,-10.2,3.63,-2.48,25.74,3.26,4.52,5.04,2.35,-4.62,8.90
E01009944,Sandwell 031C,E08000028,Sandwell,4.7,7.89,4.41,5.23,6.25,-2.56,2.2,14.63,6.14,-5.4,0.85,0.00,7.04,1.69,2.65,15.94,11.38,-4.48
E01009946,Sandwell 039A,E08000028,Sandwell,4.39,3.13,3.19,4.29,6.31,4.48,7.31,22.14,1.06,-0.34,1.22,20.00,1.67,-12.74,5.32,9.03,11.76,-6.76
E01009947,Sandwell 017A,E08000028,Sandwell,18.64,27.84,8.07,25.3,20.54,-0.64,19.04,32.74,8.7,20.29,27.33,-1.42,18.25,23.37,7.41,30.75,14.29,0.00
E01009948,Sandwell 039B,E08000028,Sandwell,0.4,-2.08,-4.69,0.85,-12.5,18.83,-1.05,-11.24,0,0.4,-14.71,17.11,1.87,5.83,-9.47,1.36,-10.34,20.51
E01009949,Sandwell 039C,E08000028,Sandwell,-1.02,1.16,-8.7,-0.85,-9.4,9.73,1.82,7.3,1.32,0.42,-11.73,16.67,-3.74,-5.74,-17.65,-2.16,-6.98,4.71
E01009950,Sandwell 039D,E08000028,Sandwell,2.16,6.81,-12.86,3.81,-3.63,12.65,4.62,12.03,-14.81,6.09,1.16,16.08,-0.34,0,-10.38,1.47,-8.11,10.05
E01009951,Sandwell 039E,E08000028,Sandwell,10.08,7.55,3.37,14.26,15.14,3.35,5.96,-4.88,3.85,10.13,13.97,3.49,14.33,22.89,3.07,19.23,16.52,3.25
E01009952,Sandwell 035B,E08000028,Sandwell,3.23,17.97,-7.43,-0.39,11.72,-5.56,-1.13,10.28,-12.68,-1.77,-1.54,-6.45,7.9,27.65,-2.6,1.07,27.52,-4.76
E01009953,Sandwell 038A,E08000028,Sandwell,4.79,5.02,-8.38,7.16,0.91,12.54,5.13,1.99,-6.93,2.56,6.06,24.41,4.42,8.59,-10,12.5,-4.29,2.63
E01009954,Sandwell 038B,E08000028,Sandwell,6.88,20.2,3.29,8.94,18.77,-9.98,9.26,22.5,3.74,10.26,20.61,-9.94,4.68,17.52,2.83,7.64,16.92,-10.00
E01009955,Sandwell 035C,E08000028,Sandwell,9.55,23.35,-4.67,9.48,8.03,6.69,4.71,12.92,-21.58,9.58,9.66,2.90,14.65,33.33,15.25,9.36,6.2,9.66
E01009956,Sandwell 035D,E08000028,Sandwell,5.11,0,15.61,-0.5,17.3,6.44,6.08,1.75,19.57,-5.45,33.93,5.88,4.14,-1.88,11.11,4.88,2.4,6.90
E01009957,Sandwell 038C,E08000028,Sandwell,2.66,7.16,-2.35,-0.79,12.45,-1.51,5.42,12.44,7.02,-1.96,14.29,-1.33,0.21,2.17,-9.93,0.31,10.53,-1.61
E01009958,Sandwell 038D,E08000028,Sandwell,1.89,-6.58,4.66,0.21,1.13,10.20,1.45,-10.92,9.18,-0.87,1.12,11.19,2.32,-1.83,0,1.28,1.13,9.38
E01009959,Sandwell 035E,E08000028,Sandwell,0.42,0.48,-10.76,-3.76,1.58,12.50,-0.14,-1.87,-19.44,0.48,-1.59,13.08,0.97,2.97,-3.49,-7.87,4.74,11.90
E01009960,Sandwell 003A,E08000028,Sandwell,2.32,10.65,1.01,4.1,7.58,-12.54,2.26,21.38,-4.76,4.26,3.60,-20.00,2.38,0,7.53,3.92,12,-7.30
E01009961,Sandwell 003B,E08000028,Sandwell,1.12,19.61,-14.48,-2.86,5.79,1.05,1.32,27.63,-8.57,-3.37,-4.69,4.76,0.94,11.69,-20,-2.36,17.54,-1.86
E01009962,Sandwell 004A,E08000028,Sandwell,2.32,0.67,-2.88,3.68,6.67,1.67,6.33,14.39,0,5.21,4.69,6.67,-1.23,-10.18,-5.66,2.23,8.66,-1.90
E01009963,Sandwell 004B,E08000028,Sandwell,6.44,15.46,-9.22,3.65,17.11,3.57,10.25,26.25,-14.02,9.81,13.45,6.85,2.82,3.47,-4.55,-1.59,21.1,1.05
E01009964,Sandwell 004C,E08000028,Sandwell,1.7,10.51,-4.19,-4.89,1.1,13.04,0.13,6.21,-7.89,-4.87,-2.17,21.74,3.26,14.86,0,-4.91,4.48,6.52
E01009965,Sandwell 004D,E08000028,Sandwell,1.98,6.88,-1.29,-1.68,14.52,-8.82,1.59,7.39,3.17,-3.77,11.83,-12.12,2.38,6.29,-6.6,0.37,17.2,-5.71
E01009966,Sandwell 003C,E08000028,Sandwell,3.16,10.22,-19.21,1.16,11.68,11.04,1.99,14.96,-20.65,-0.95,-4.55,29.69,4.29,6.12,-17.65,3.18,32.18,-2.22
