LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01001482,Torfaen 002A,W06000020,Torfaen,-0.58,1.32,-5.84,-5.05,0.41,9.52,-3.53,-9.09,0,-7.94,-3.88,9.09,2.56,13.21,-13.04,-2.42,5.31,10.00
W01001483,Torfaen 002B,W06000020,Torfaen,8.19,23.08,-6.57,7.66,9,1.76,8.58,20.53,-2.25,6.61,13.46,-1.08,7.83,25.68,-10.09,8.7,4.67,3.73
W01001484,Torfaen 002C,W06000020,Torfaen,-2.06,-6.31,-11.27,-12.37,14.73,11.99,-3.75,-2.44,-19.66,-11.51,9.82,8.33,-0.45,-10.06,-1.04,-13.14,19.87,15.00
W01001485,Torfaen 002D,W06000020,Torfaen,4.64,10.15,-2.82,3.74,9.95,1.18,5.61,8.74,-1.45,7.45,-3.51,14.15,3.77,11.7,-4.11,0.53,24.3,-8.05
W01001486,Torfaen 002E,W06000020,Torfaen,0.68,-3.96,-6.04,-1.18,0.35,16.59,2.19,-3.6,3.37,-3.09,4.20,20.00,-0.8,-4.32,-15.05,0.81,-3.42,13.82
W01001487,Torfaen 001A,W06000020,Torfaen,1.34,-1.74,-12.96,-2.17,4.58,19.12,3.53,7.24,-6.54,-4.63,8.11,18.90,-0.91,-11.85,-19.27,0.4,0.74,19.31
W01001488,Torfaen 001B,W06000020,Torfaen,-0.52,2.08,-11.74,-2.84,2.65,7.35,-3.6,7.64,-26.17,-7.14,7.27,0.82,2.44,-3.45,2.83,1.53,-1.72,12.67
W01001489,Torfaen 001C,W06000020,Torfaen,-2.31,-11.15,-14.44,1.51,-3.3,8.56,-0.13,-3.68,-18.37,2.51,-5.56,18.46,-4.42,-18.8,-10.11,0.44,-1.26,0.62
W01001490,Torfaen 001D,W06000020,Torfaen,0.08,12.74,-4.23,-5.69,3.42,-1.22,-0.16,21.15,-4.41,-10.62,4.24,-0.93,0.31,4.63,-4.05,-0.47,2.59,-1.46
W01001491,Torfaen 004A,W06000020,Torfaen,-2.93,-2.8,-20.73,-1.03,-8.08,14.19,-5.03,-13.37,-14.4,-6.69,-6.01,23.28,-0.88,9.4,-27.27,4.9,-10.23,8.33
