LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01011004,Kirklees 040A,E08000034,Kirklees,-0.43,-4.76,-1.91,0.92,1.52,0.00,1.04,1.71,0,2.28,-2.22,2.42,-1.81,-11.4,-3.95,-0.47,5.43,-1.63
E01011005,Kirklees 044A,E08000034,Kirklees,0.49,8.72,-11.04,-1.72,-8.95,11.25,1.41,10.53,-2.63,0.97,-2.70,2.16,-0.41,6.49,-19.23,-4.48,-14.55,19.42
E01011006,Kirklees 040B,E08000034,Kirklees,0.13,-11.52,-4.88,-0.82,-0.39,15.00,1.58,-19.67,0,4.8,2.36,17.50,-1.13,-3.31,-9.52,-5.86,-3.05,13.33
E01011007,Kirklees 042A,E08000034,Kirklees,30.47,6.12,125.45,4.17,10.44,15.88,23.17,10.89,89.54,2.07,5.93,17.65,38.99,1.05,170.49,6.72,15.79,14.12
E01011008,Kirklees 040C,E08000034,Kirklees,0.95,-10.98,-5.79,-0.89,14.95,24.66,3.02,-9.76,7.05,-2.45,18.63,18.03,-1.07,-12.2,-17.44,0.73,10.87,29.41
E01011009,Kirklees 044B,E08000034,Kirklees,1.04,-5.99,-0.69,-1.28,-11.03,20.58,3.07,-6.56,20.59,-3.17,-12.23,27.82,-0.86,-5.26,-19.74,0.49,-9.86,15.17
E01011010,Kirklees 044C,E08000034,Kirklees,-2.34,-3.95,-8.62,-5.02,7.27,4.67,-1.86,5.52,-15.38,-9.96,17.17,4.71,-2.76,-12.56,-1.74,-0.65,-0.83,4.65
E01011011,Kirklees 044D,E08000034,Kirklees,-1.59,-19.53,15.07,-13.27,6.4,8.57,-3.79,-19.66,1.11,-14.03,11.80,2.84,0.67,-19.39,37.5,-12.5,1.2,13.40
E01011012,Kirklees 040D,E08000034,Kirklees,0.43,0.9,-0.43,-4.13,21.74,-6.42,-2.01,-3.03,-5.98,-7.41,23.47,-3.23,2.8,4.79,5.26,-0.66,20.18,-8.80
E01011013,Kirklees 007A,E08000034,Kirklees,4.7,11.71,7.09,9.71,-12.96,7.98,6.09,16.36,15.52,5.24,-4.90,6.44,3.4,7.14,0,14.36,-20.25,9.38
E01011014,Kirklees 007B,E08000034,Kirklees,3.87,1.8,-15.97,12.63,2.76,7.94,4.19,3.66,-25.19,14.95,10.38,4.84,3.53,0,-4.67,10.18,-4.5,10.94
E01011015,Kirklees 010A,E08000034,Kirklees,1.19,-12.5,6.86,3.14,11.11,4.24,3.88,-7.18,0.93,4.89,13.76,15.48,-1.43,-17.88,13.4,1.23,8.16,-1.97
E01011016,Kirklees 013A,E08000034,Kirklees,0.54,2.81,-12.97,4.14,-6.15,19.49,-0.4,10.07,1.02,-3.74,-11.03,15.09,1.5,-3.51,-22.7,14.96,-0.81,23.08
E01011017,Kirklees 013B,E08000034,Kirklees,-1.67,-16.67,5.21,-2.33,9.45,11.11,-3.93,-21.52,6,-3.5,13.43,-4.17,0.74,-11.17,4.46,-1.1,5,28.57
E01011018,Kirklees 013C,E08000034,Kirklees,2.17,-9.83,7.02,7.41,-2.98,23.00,3.52,-14.9,28,5.97,3.49,18.75,0.84,-4.78,-9.38,8.98,-9.76,26.92
E01011019,Kirklees 013D,E08000034,Kirklees,-2.79,-15.23,-0.42,-4.03,-0.68,19.54,-4.34,-13.56,6.25,-10.84,0.00,19.28,-1.13,-16.96,-6.45,4.55,-1.38,19.78
E01011020,Kirklees 013E,E08000034,Kirklees,5.14,-2.25,18.35,7.2,8.45,-4.12,8.35,2.76,8.7,13.82,14.67,-7.69,1.83,-7.43,25.84,0,1.49,0.00
E01011021,Kirklees 014A,E08000034,Kirklees,-0.82,-4.74,-16.16,-5.94,5.15,18.38,-2.01,-5.34,-13.27,-3.27,-3.95,16.94,0.38,-4.1,-20,-8.42,15.11,19.59
E01011022,Kirklees 014B,E08000034,Kirklees,-2.45,-3.28,-1.12,-6.38,3.92,-2.77,-2.07,15.93,-20,-7.38,5.56,-3.77,-2.83,-19.85,23.08,-5.37,2.08,-2.04
E01011023,Kirklees 007C,E08000034,Kirklees,7.6,11.05,4.76,8.46,0.4,10.09,8.3,15.58,-2.33,5.65,9.60,9.26,6.87,5.81,10.68,11.51,-8.94,10.91
E01011024,Kirklees 007D,E08000034,Kirklees,2.01,-2.72,7.44,-2.54,11.21,12.42,0.78,2.7,-6.92,-2.87,8.87,12.86,3.29,-8.22,24.11,-2.19,13.89,12.09
E01011025,Kirklees 016A,E08000034,Kirklees,2.22,3.08,-1.68,-0.18,-2.78,28.33,1.13,5.53,-4.27,-5.02,-4.65,37.93,3.33,0.49,0.83,4.83,-0.81,19.35
E01011026,Kirklees 016B,E08000034,Kirklees,3.8,3.17,3.05,4.62,9.01,-2.54,4.77,14.1,0,1.08,8.70,0.00,2.84,-7.55,6.25,8.37,9.35,-4.39
E01011027,Kirklees 006A,E08000034,Kirklees,-2.66,-4.2,-3.85,-8.21,5.91,4.94,-4.45,-3.42,-4.88,-13.98,8.62,4.17,-0.9,-5,-2.7,-2.51,3.31,5.56
E01011028,Kirklees 006B,E08000034,Kirklees,-3.56,1.4,-18.92,-2.48,0,-3.94,-4.79,4,-13.64,-6.38,-8.40,0.00,-2.31,-1.48,-23.71,1.87,9.17,-6.78
E01011029,Kirklees 010B,E08000034,Kirklees,3.46,7.42,-7.65,4.55,10.18,-3.37,2.82,7.82,-4.3,-3.3,8.94,13.41,4.14,6.96,-11.11,14.17,11.65,-14.29
E01011030,Kirklees 006C,E08000034,Kirklees,3.9,8.83,-19.46,4.59,8.65,25.42,1.11,-3.45,-17.24,8.79,1.82,29.63,6.83,24.06,-22.32,0.95,16.33,21.88
E01011031,Kirklees 006D,E08000034,Kirklees,9.47,32.51,1.05,13.07,-5.8,8.59,9.1,35.48,-1.01,9.09,-3.35,8.84,9.84,29.41,3.3,17.43,-8.2,8.38
E01011032,Kirklees 010C,E08000034,Kirklees,7.05,7.8,-2.53,14.71,6.6,-4.24,5.61,-1.78,13.33,13.77,5.26,-9.21,8.42,18.69,-15.15,15.59,7.84,0.00
E01011033,Kirklees 012A,E08000034,Kirklees,5.24,17.25,-6.22,2.62,1.71,9.66,3.95,12.04,1.02,-0.89,-1.39,16.48,6.62,23.84,-12.61,6.91,4.73,4.31
E01011034,Kirklees 010D,E08000034,Kirklees,5.01,0.24,7.03,2.65,10.95,18.80,6.45,2.93,8.13,0,19.80,24.56,3.58,-2.35,6.02,5.42,2,13.33
E01011035,Kirklees 012B,E08000034,Kirklees,1.1,-10.64,2.88,9.61,-2.64,8.33,1.16,-15.9,7.64,11.03,-1.60,10.81,1.03,-4.72,-2.24,8.08,-3.92,5.71
E01011036,Kirklees 012C,E08000034,Kirklees,2.97,-0.4,12.71,2.69,2.5,0.69,3.89,-0.37,22.61,-0.91,12.00,0.00,2.02,-0.42,3.31,6.58,-7,1.23
E01011037,Kirklees 012D,E08000034,Kirklees,9.26,8.41,23.24,7.94,6.27,3.92,10.06,8.03,30.09,5.71,15.22,2.97,8.46,8.78,17.19,10.26,-3.01,4.85
E01011038,Kirklees 029A,E08000034,Kirklees,2.38,1.73,0,7.92,14.89,-15.99,4.62,1.7,-8.53,7.67,24.72,1.00,0.32,1.75,8.87,8.18,6.06,-26.04
E01011039,Kirklees 027A,E08000034,Kirklees,-1.51,-0.86,-6.8,3.63,-8.33,-0.84,-1.65,4.85,-3.94,3.78,-14.29,-3.59,-1.39,-5.98,-9.76,3.47,-1.99,1.56
E01011040,Kirklees 031A,E08000034,Kirklees,-2.12,-1.09,3.3,-6.41,-0.41,2.34,-1.98,4.89,0.56,-9.71,1.49,10.34,-2.28,-6.84,6.49,-2.55,-2.7,-4.29
E01011041,Kirklees 029B,E08000034,Kirklees,0.13,-4.98,-8.5,4.68,9.32,-6.83,1.68,-10.06,-0.94,7.41,6.61,1.22,-1.44,0.66,-17.02,1.79,12.17,-12.20
