LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01004941,Bury 021A,E08000002,Bury,3.5,7.57,-10.59,0.75,10.51,11.29,7.53,9.13,1.64,2.56,8.09,26.53,-0.21,5.71,-21.8,-0.84,12.86,1.33
E01004942,Bury 021B,E08000002,Bury,1.19,-0.67,-3.91,2.7,5.29,3.16,-0.91,-7.66,8.82,1.58,-2.61,1.56,3.12,6.94,-14.06,3.64,15.05,4.26
E01004943,Bury 021C,E08000002,Bury,6.11,10.05,0.88,3.22,8.7,11.49,6.93,14.22,-1.92,2.94,7.96,15.79,5.35,6.07,3.23,3.49,9.4,8.16
E01004944,Bury 021D,E08000002,Bury,-1.78,-10.96,6.15,-8.97,10.27,7.50,1.39,-6.92,23.75,-10.14,12.67,12.96,-4.81,-15.49,-8.08,-7.89,7.75,3.03
E01004945,Bury 017A,E08000002,Bury,0,0.45,-4.02,-3.9,12.67,-2.99,1.03,-0.84,-3.53,0.86,13.19,-4.69,-0.98,1.92,-4.49,-8.73,12.16,-1.65
E01004946,Bury 021E,E08000002,Bury,0.82,4.89,-11.25,-2.13,26.72,-7.23,0.12,6.12,-11.5,-6.54,27.35,-5.08,1.46,3.75,-11.02,2.76,26.09,-8.50
E01004947,Bury 009A,E08000002,Bury,4.14,24.81,-1.6,-4.72,5.8,9.15,1.7,18.6,-6.17,-8.01,-0.89,27.14,6.45,31.01,1.87,-1.32,12.5,-4.26
E01004948,Bury 009B,E08000002,Bury,6.23,6.92,0.45,7.22,8.86,4.79,10.21,14.67,-5.04,14.67,10.98,6.45,2.32,0,6.86,-0.63,6.58,3.57
E01004949,Bury 010A,E08000002,Bury,-3.13,-8.76,-4.05,-16.49,0,17.31,-4.85,-11.63,-3.8,-19.42,1.37,15.57,-1.35,-5.74,-4.35,-13.33,-1.29,19.05
E01004950,Bury 010B,E08000002,Bury,-2.16,-4.33,-11.56,-8.55,-10.05,20.82,-1.03,-5.65,-14.1,-7.34,-11.22,30.38,-3.25,-3.08,-8.7,-9.77,-8.91,12.57
E01004951,Bury 010C,E08000002,Bury,-4.86,-2.69,-18.13,-12.71,-10.59,12.91,-5.68,12.38,-32.97,-10.66,-17.91,17.11,-4.05,-16.1,1.45,-14.91,-2.69,9.62
E01004952,Bury 010D,E08000002,Bury,-2.59,-6.92,-27.01,-7.89,-9.63,13.85,-1.99,-1.59,-34.09,3.33,-6.55,9.83,-3.17,-11.94,-14.29,-17.96,-12.43,17.51
E01004953,Bury 010E,E08000002,Bury,4.2,8.66,-10.84,0,0,20.83,3.63,15.87,-20,-1.22,-3.64,28.81,4.74,1.56,0,1.24,3.64,15.29
