LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000341,Wrexham 009A,W06000006,Wrexham,-0.82,4.68,-12.8,-4.15,6.87,1.69,1.06,13.43,-12.61,-7.49,12.80,6.96,-2.55,-3.47,-13,-0.76,1.46,-1.67
W01000342,Wrexham 009B,W06000006,Wrexham,5.06,17.11,1.59,11.07,-3.72,-4.42,6.24,9.93,24.39,6.87,-4.24,-0.75,4,25.41,-15.89,15.57,-3.23,-6.58
W01000343,Wrexham 007A,W06000006,Wrexham,-2.22,0.79,-22.94,0,-7.73,5.26,0,14.75,-18.64,1.43,-8.41,5.70,-4.3,-12.12,-28,-1.52,-7.14,4.89
W01000344,Wrexham 007B,W06000006,Wrexham,-1.67,-2.61,-3.88,-13.37,-10.58,17.05,-0.62,-2.47,-3.28,-14.29,-2.68,17.24,-2.67,-2.78,-4.76,-12.43,-17.79,16.89
W01000345,Wrexham 018A,W06000006,Wrexham,0.39,-8.37,2.33,-3.86,-12.3,26.38,0.64,-9.4,-2.86,-2.36,-12.50,28.82,0.13,-7.27,8.47,-5.42,-12.11,24.00
W01000346,Wrexham 018B,W06000006,Wrexham,-2.22,-12.9,1.29,-15.42,5.01,15.19,-1.55,-14.73,5.26,-10.81,4.89,11.18,-2.89,-10.92,-2.53,-19.83,5.14,19.35
W01000347,Wrexham 006A,W06000006,Wrexham,13.41,29.09,8.9,8.59,17.76,1.63,12.87,25.6,13.59,5.41,22.56,1.77,13.95,33.18,5.26,11.67,12.74,1.52
W01000348,Wrexham 006B,W06000006,Wrexham,-2.55,-2.79,-7.85,-6.95,8.93,1.94,-4.35,0,-17.78,-12.68,10.34,7.53,-0.78,-5.46,0.99,-0.76,7.41,-2.65
W01000349,Wrexham 011A,W06000006,Wrexham,13.65,23.45,-5.46,11.76,28.62,9.64,12.37,7.45,-0.93,13.87,22.06,15.60,14.88,43.41,-9.23,9.69,35,5.00
W01000350,Wrexham 011B,W06000006,Wrexham,-0.78,25.53,-23.28,-1.48,12.57,3.50,-5.5,20,-31.1,-6.19,27.38,-5.88,5.16,30.83,-13.61,5.86,-2.41,12.00
W01000351,Wrexham 005A,W06000006,Wrexham,3.32,3.27,-8.09,-0.25,5.58,20.00,2.76,2.45,-10.56,-3.53,4.41,32.61,3.88,4.12,-5.38,3.08,6.73,9.26
W01000352,Wrexham 010A,W06000006,Wrexham,5.75,12.1,8.7,-1,3.68,10.53,2.94,1.11,0,3.95,-2.06,9.43,8.75,26.87,20.41,-6.04,9.68,11.48
W01000353,Wrexham 010B,W06000006,Wrexham,-1.12,1.13,-5.11,-4.84,-1.88,17.29,-3.37,-6.36,-3.17,-7.77,0.00,22.03,1.21,8.24,-7.34,-1.48,-3.7,13.51
W01000354,Wrexham 017A,W06000006,Wrexham,1.11,2.87,-12.68,1.43,-5.62,14.49,5.38,-1.43,-5.77,8.5,2.41,15.29,-3.36,8.65,-19.8,-6.44,-12.63,13.71
W01000355,Wrexham 017B,W06000006,Wrexham,5.32,12.4,7.1,4.47,4.23,1.49,5.41,-4.38,5.21,7.64,5.70,10.37,5.23,32.74,9.59,0.8,2.68,-4.50
W01000356,Wrexham 017C,W06000006,Wrexham,-1.46,-6.78,-1.91,-6.95,4.51,12.60,-3.13,-4.68,-6.76,-10.61,5.56,12.50,0.22,-8.74,4.39,-3.25,3.47,12.68
W01000359,Wrexham 019C,W06000006,Wrexham,3.8,0.93,-4.76,0.24,-1.11,30.23,1.69,4.17,0,-8.8,1.48,28.75,5.82,-1.67,-9.52,9.62,-3.68,31.52
W01000360,Wrexham 019D,W06000006,Wrexham,-0.39,-3,-0.63,-3.45,5.71,0.75,-2.66,-11.02,2.22,-6.91,7.69,-0.86,1.87,6.6,-4.29,0,3.91,2.00
W01000361,Wrexham 019E,W06000006,Wrexham,1.83,7.35,-16.15,-1.49,6.35,10.73,3.6,4.43,-14.17,-3.87,12.63,22.22,0.19,10.32,-18.05,0.9,0,3.06
W01000362,Wrexham 006C,W06000006,Wrexham,1.26,17.41,-5.29,-7.18,3.26,4.55,-0.63,14.11,2.83,-12.84,2.22,4.26,3.15,20.92,-12.4,-1.09,4.26,4.81
W01000363,Wrexham 006D,W06000006,Wrexham,3.87,7.39,-2.04,5.49,0.94,4.62,4.9,8.33,5.71,1.65,4.03,8.27,2.94,6.36,-9.09,9.86,-1.76,2.35
W01000364,Wrexham 006E,W06000006,Wrexham,3.53,-7.55,5.88,-2.39,7.25,20.85,2.56,-9.22,-4.63,-1.69,4.40,31.36,4.58,-5.65,20.25,-3.21,9.88,12.06
W01000365,Wrexham 011C,W06000006,Wrexham,0.19,3.09,-13.72,0.78,-7.77,14.97,-1.11,6.99,-18.06,-2.81,-5.00,13.20,1.51,-0.68,-9.02,5.3,-10.44,16.39
W01000366,Wrexham 014A,W06000006,Wrexham,2.97,9.23,-22.11,3.94,3.88,13.39,1.38,2.61,-15.56,0.41,2.19,16.16,4.55,17.8,-28,7.28,5.79,11.20
W01000367,Wrexham 014B,W06000006,Wrexham,0.08,-6.58,-2.5,-10.37,19.18,14.37,-3.56,-8.53,-8.25,-16.73,20.80,15.28,4.01,-4.39,6.35,-3.46,17.5,13.68
W01000368,Wrexham 008A,W06000006,Wrexham,-0.53,1.89,0,-9.62,-2.52,9.74,0.2,1.76,31.65,-14.38,-1.81,9.02,-1.25,2.03,-28.09,-4.71,-3.24,10.34
W01000369,Wrexham 020F,W06000006,Wrexham,1.59,-13.37,30.97,-4.62,4.06,4.42,-0.31,-24.32,40.91,-9.94,14.52,-1.24,3.38,2.63,17.02,0.53,-4.76,8.48
W01000370,Wrexham 020G,W06000006,Wrexham,-2.53,-11.59,7.69,-8.88,-6.29,9.65,-0.72,-11.11,-9.59,-7.49,0.00,21.23,-4.25,-12.12,36.36,-10.38,-12.16,2.20
W01000371,Wrexham 008B,W06000006,Wrexham,-0.43,-8.65,-20.79,-1.1,10.5,24.66,0.34,-6.93,-10.13,-7.36,21.59,30.91,-1.19,-10.28,-29.29,7.11,0,20.88
W01000372,Wrexham 008C,W06000006,Wrexham,-5.01,-17.79,-16.31,-9.42,4.28,29.13,-5.6,-10.11,-20.94,-0.32,9.47,17.53,-4.3,-27.03,-8.96,-20.99,-1.09,36.31
W01000373,Wrexham 005B,W06000006,Wrexham,-0.66,7.02,-3.23,-5.38,0.67,1.93,-3.25,-2.69,-5.93,-7.74,4.17,2.48,1.98,17.65,0,-3,-2.6,1.45
W01000374,Wrexham 003A,W06000006,Wrexham,0.78,0,20.39,-5.24,-13.36,17.53,1.58,8.55,14.63,-4.55,-15.97,20.54,0,-7.87,27.14,-5.96,-10.81,15.11
W01000375,Wrexham 003B,W06000006,Wrexham,8.71,10.64,1.95,5.46,20.27,7.39,7.92,6.19,2.97,2.34,24.26,19.70,9.44,15.02,0.96,8.44,16.77,0.00
W01000376,Wrexham 003C,W06000006,Wrexham,-1.05,1.23,-16.23,-5.96,-14.42,39.05,-1.77,4.51,-24.71,-5.68,-15.17,36.45,-0.29,-2.73,-5.8,-6.28,-13.77,41.75
W01000377,Wrexham 004A,W06000006,Wrexham,-0.65,-2.73,-8.94,-6.26,2.67,21.21,-4.31,-11.8,-19.35,-8.04,5.26,18.56,3.17,8.33,2.33,-4.5,0,23.76
W01000378,Wrexham 004B,W06000006,Wrexham,1.49,0.95,11.98,-6.8,2.38,20.30,-1.2,-6.55,20.51,-13.57,12.00,15.38,4.16,9.4,4.49,0,-6.36,25.00
W01000379,Wrexham 004C,W06000006,Wrexham,0.8,0,-14.22,0,-2.05,20.72,3.64,10.46,-24.41,1.71,3.55,31.82,-2.11,-11.27,-1.9,-1.87,-7.28,12.06
W01000380,Wrexham 004D,W06000006,Wrexham,3.63,-0.48,-13.7,-7.8,10.68,35.81,2.31,9.52,-14.86,-10.12,3.13,34.26,4.96,-10.58,-12.5,-5.53,18.79,37.38
