LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000001,Isle of Anglesey 007A,W06000001,Isle of Anglesey,-3.16,-2.68,-1.27,-5.34,-7.2,1.29,-1.63,3.28,-19.05,2.94,-7.81,3.23,-4.6,-9.8,18.92,-14.29,-6.56,0.00
W01000002,Isle of Anglesey 007B,W06000001,Isle of Anglesey,2.4,2.79,-15.83,5.44,-6.42,16.00,-1.29,-5.15,-11.27,-4.5,2.34,8.80,6.31,12.2,-20.59,18.79,-14.6,22.00
W01000003,Isle of Anglesey 001A,W06000001,Isle of Anglesey,3.86,3.62,-0.31,1.45,1.02,13.51,3.99,3.85,-0.64,-2.47,3.29,20.47,3.72,3.4,0,5.95,-1.2,7.89
W01000004,Isle of Anglesey 001B,W06000001,Isle of Anglesey,-4.61,-0.56,-20.9,-8.28,-9.82,7.23,-6.32,-6.17,-28.99,-8.33,-4.65,3.53,-2.96,4.12,-12.31,-8.23,-14.38,10.80
W01000005,Isle of Anglesey 005A,W06000001,Isle of Anglesey,-6.21,-8.98,-22.28,-14.64,-8.48,10.07,-5.17,-6.77,-26.53,-12.8,-3.70,11.30,-7.19,-11.61,-17.44,-16.36,-13,9.12
W01000006,Isle of Anglesey 006A,W06000001,Isle of Anglesey,-0.57,-17.62,12.07,-9.49,-1.06,20.26,-2.96,-17.97,-1.1,-7.11,-4.17,17.57,1.97,-17.24,26.51,-12.22,2.17,22.78
W01000007,Isle of Anglesey 009A,W06000001,Isle of Anglesey,-0.6,2.77,-7.93,-9.39,-0.99,12.64,0.24,3.23,0,-12,1.52,14.79,-1.4,2.33,-15.48,-6.67,-3.38,10.77
W01000008,Isle of Anglesey 008A,W06000001,Isle of Anglesey,1.55,-3.35,-24.82,8.04,-12.9,23.61,1.78,-4.63,-29.85,10.5,-11.19,25.00,1.34,-1.98,-20.27,5.73,-14.48,22.50
W01000009,Isle of Anglesey 007C,W06000001,Isle of Anglesey,-1.69,1.24,-9.66,-8.43,5.28,4.01,-0.96,5.06,-13.39,-8.94,3.00,11.80,-2.41,-2.42,-5.26,-7.92,7.82,-1.88
W01000010,Isle of Anglesey 002A,W06000001,Isle of Anglesey,2.51,-5.58,-5.11,2.1,0.97,9.37,4.6,-8.4,8.99,6.07,4.48,7.81,0.53,-2.63,-19.54,-1.86,-2.38,10.69
W01000011,Isle of Anglesey 008B,W06000001,Isle of Anglesey,-8.2,-20,-12.5,-6.19,-5.93,-5.97,-4.1,-21.67,7.14,-4.17,-11.20,8.65,-11.9,-18.18,-25,-8.33,0,-15.24
