LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000426,Powys 021A,W06000023,Powys,1.27,1.41,-7.01,-0.24,1.86,6.84,-0.42,0,-4.82,-0.48,-1.81,3.36,2.97,2.91,-9.46,0,5.73,10.13
W01000427,Powys 011A,W06000023,Powys,2,-2,-14.47,1.36,-3.45,19.02,1.81,-4.46,-7.32,3.31,-5.62,16.77,2.2,1.14,-22.08,-0.53,-1.18,21.38
W01000428,Powys 005A,W06000023,Powys,-2.25,-12.32,-9.76,-8.86,-0.6,14.10,-2.27,-15.79,-6.59,-11.64,-0.61,21.23,-2.24,-7.87,-13.7,-5.81,-0.58,7.83
W01000429,Powys 010A,W06000023,Powys,0.74,-4.6,-8.37,-2.92,1.05,12.33,0.08,1.21,-17.73,-1.95,0.35,10.25,1.43,-9.84,5.1,-3.88,1.74,14.75
W01000430,Powys 015A,W06000023,Powys,-1.48,-11.63,-6.56,-10.61,5.02,11.89,-3.98,-5.13,-15.94,-14.53,1.50,10.42,0.98,-17.02,5.66,-6.7,8.22,13.38
W01000431,Powys 014A,W06000023,Powys,-1.99,0.39,9.62,-10.61,0.43,5.17,-5.02,-4.55,-4.35,-11.36,-8.55,22.22,1.27,5.56,29.69,-9.73,9.65,-6.86
W01000432,Powys 014B,W06000023,Powys,-0.75,-17.07,-7.09,-6.99,12.79,9.46,-0.71,-14.14,-10.29,-5.13,13.46,8.27,-0.78,-19.81,-3.39,-8.67,12.17,10.33
W01000433,Powys 006A,W06000023,Powys,0.83,10.18,-13.81,0.48,-10.31,12.93,0.86,10.4,-13.74,3.44,-11.07,10.70,0.8,9.94,-13.89,-2.65,-9.56,15.11
W01000434,Powys 007A,W06000023,Powys,-2.24,-18.52,-1.38,-12.88,0.27,15.55,-3.5,-22.61,-12.79,-9.42,1.62,14.06,-0.99,-14.84,15.25,-16.67,-1.05,16.81
W01000438,Powys 012A,W06000023,Powys,2.6,-17.57,0.88,-0.77,1.67,13.11,5.6,-17.95,7.27,0,0.00,22.34,-0.32,-17.14,-5.08,-1.57,3.25,4.65
W01000439,Powys 007B,W06000023,Powys,-0.15,-7.93,11.23,-6.5,-5.53,17.59,0.2,-10.98,21.88,-8.53,-1.69,14.81,-0.51,-4.88,0,-4.56,-9.4,20.31
W01000440,Powys 020A,W06000023,Powys,-0.93,-6.03,-8.03,-16.97,5.33,22.39,2.25,-2.02,11.86,-23.5,16.55,26.40,-3.91,-10,-23.08,-9.84,-4.35,18.88
W01000441,Powys 005B,W06000023,Powys,2.1,-6.39,6.38,5.93,-6.92,10.30,2.26,0.79,-12.66,7.07,-7.69,13.66,1.94,-12.95,30.65,4.83,-6.16,7.10
W01000442,Powys 004A,W06000023,Powys,-0.6,-8.58,-11.22,-0.34,-7.48,17.48,-2.78,-11.03,-16.36,-1.64,-7.14,13.46,1.6,-6.33,-5.26,1.07,-7.82,21.27
W01000443,Powys 015B,W06000023,Powys,3.77,1.32,-4.86,7.48,-7.68,16.45,2.46,0.61,6.59,-0.72,-7.25,15.21,5.07,2.19,-15.96,15.93,-8.05,17.67
W01000444,Powys 002A,W06000023,Powys,-1.09,-12.21,-5.26,-3.47,-9.41,18.69,0.45,-5.39,10.1,-7.03,-9.15,21.14,-2.54,-18.64,-17.05,0.34,-9.68,16.72
W01000445,Powys 015C,W06000023,Powys,1.79,-6.64,-0.6,-1.9,-3.33,21.12,0.78,-15.32,2.33,-0.45,-3.17,19.48,2.86,3.92,-3.66,-3.48,-3.48,22.82
W01000446,Powys 015D,W06000023,Powys,-6.06,-13.53,-11.89,-15.3,-4.88,9.29,-4.95,-18.1,-6.49,-13.08,-5.52,16.36,-7.09,-8.82,-18.18,-17.62,-4.24,4.51
W01000447,Powys 007C,W06000023,Powys,-2.71,-7.64,-6.88,-17.27,10.39,8.91,-2.22,-1.37,-8.11,-20.14,17.45,4.82,-3.19,-13.1,-5.61,-14.34,3.62,13.12
W01000448,Powys 011B,W06000023,Powys,1.55,7.88,-5.85,-2.2,-2.97,10.27,0.85,0.89,-5.38,-0.96,-5.59,13.70,2.24,16.48,-6.41,-3.48,-0.63,7.57
W01000449,Powys 011C,W06000023,Powys,-1.35,-5.88,-10.34,-4.16,-0.88,8.09,-2.77,-12.61,-12.09,-3.54,-5.00,11.86,0.13,1.96,-8.43,-4.83,3.7,4.85
W01000450,Powys 014C,W06000023,Powys,-2.12,-6.36,-13.51,-5.45,-9.4,13.88,0.46,7.06,-22.41,-3.7,-8.62,17.42,-4.69,-19.32,-3.77,-7.14,-10.17,10.29
W01000451,Powys 012B,W06000023,Powys,2.51,-9.81,25,-8.2,7.29,11.72,1.56,-7.96,10.34,-10.26,7.50,14.62,3.46,-11.88,43.48,-6.21,7.09,9.09
W01000452,Powys 004B,W06000023,Powys,-3.08,-6.62,-4.6,-11.52,-3.01,8.26,-2.22,-16.27,3.41,-8.54,-0.40,9.96,-4,6.61,-12.79,-14.58,-5.65,6.49
W01000453,Powys 010B,W06000023,Powys,-2.91,-3.38,-3.47,-12.13,-7.41,14.29,-4.56,-5.88,-13.75,-8.99,-9.79,12.66,-1.17,-0.95,9.38,-15.38,-4.89,16.00
W01000454,Powys 013A,W06000023,Powys,1.66,-1.39,-0.72,3.21,0.47,2.94,0.65,-7.5,7.14,-1.4,3.67,2.72,2.72,6.25,-8.82,9.38,-2.91,3.11
W01000455,Powys 013B,W06000023,Powys,8.19,22.77,-8.55,6.1,-0.82,15.43,8.19,19.37,-8.85,5.9,5.88,11.49,8.2,26.92,-8.26,6.29,-6.57,18.81
W01000456,Powys 013C,W06000023,Powys,2.2,-3.79,-6.07,-6.21,15.89,6.40,4.21,2.22,-5.66,-1.41,16.85,6.44,0.29,-10.08,-6.48,-11.74,15,6.38
W01000457,Powys 002B,W06000023,Powys,-2.66,-12.08,7.61,-11.22,-0.85,12.64,-3.05,-18.32,24.27,-15.41,0.43,15.20,-2.28,-5.35,-10.64,-7.02,-2.07,10.39
