LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01019478,Bolsover 001A,E07000033,Bolsover,-1.43,-14.77,0.69,-8.15,6.19,19.15,-1.16,-19.62,6.25,-6.79,13.13,12.50,-1.7,-9.29,-6.25,-9.45,-0.61,25.20
E01019479,Bolsover 001B,E07000033,Bolsover,0.58,-0.32,-12.43,-7.05,9.39,13.94,0.93,1.83,-13.13,-7.94,9.04,17.04,0.23,-2.63,-11.63,-6.21,9.77,11.18
E01019480,Bolsover 008A,E07000033,Bolsover,-2.38,-13.85,1.21,-9.96,4.7,7.14,-3.96,-16.54,2.33,-13.25,3.25,9.64,-0.78,-10.58,0,-6.44,6.25,5.19
E01019481,Bolsover 009A,E07000033,Bolsover,-0.15,-3.26,31.82,-7.76,-4.62,4.60,-0.15,-8.63,35.82,-4.78,-9.92,9.01,-0.15,2.19,27.69,-10.48,0.78,0.78
E01019482,Bolsover 008B,E07000033,Bolsover,1.35,-11.68,-1.94,-5.49,3.4,18.27,1.49,-14.71,-6.45,-2.23,-1.67,28.78,1.21,-8.42,4.84,-8.66,8.67,10.33
E01019483,Bolsover 004A,E07000033,Bolsover,1.08,4.52,1.73,-5.26,1.94,15.24,2.26,2.46,7.95,-2.84,-1.11,19.00,-0.09,6.79,-5.07,-7.56,5,11.82
E01019484,Bolsover 004B,E07000033,Bolsover,4.24,20.08,-13.64,-2.1,5.88,13.98,1.6,15.04,-26.47,-3.42,8.00,15.56,6.99,25.19,2.83,-0.63,3.85,12.56
E01019485,Bolsover 004C,E07000033,Bolsover,13.24,42.65,1.67,12.17,15.56,4.85,15.76,43.28,8.93,12.07,19.63,6.20,11.08,42.03,-4.69,12.28,11.86,3.98
E01019486,Bolsover 005A,E07000033,Bolsover,-5.42,-16.25,-14.29,-15.75,7,12.63,-4.38,-15,-20.9,-10.8,0.81,26.58,-6.38,-17.5,-6.78,-20.43,13.33,3.36
E01019487,Bolsover 005B,E07000033,Bolsover,3.46,-0.36,14.53,0.82,3.65,4.39,5.82,11.03,8.49,1.67,4.48,7.26,1.34,-11.43,23.29,0,2.86,2.75
E01019488,Bolsover 004D,E07000033,Bolsover,7.76,14.83,-2.4,3.67,10.67,17.39,6.05,7.24,-4.95,1.39,15.63,19.74,9.54,23.19,0,6.2,5.6,15.29
E01019489,Bolsover 005C,E07000033,Bolsover,-1.4,-10.27,-14.15,-5.7,-0.97,10.24,-0.34,1.37,-23.53,-5.66,1.33,10.67,-2.39,-21.92,-5.45,-5.73,-3.13,9.89
E01019490,Bolsover 005D,E07000033,Bolsover,0.09,-3.38,-8.84,-7.59,8.71,14.71,0.36,-8.24,-7.89,-6.84,5.30,28.77,-0.18,3.17,-9.86,-8.33,12.12,4.12
