LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000974,Bridgend 006A,W06000013,Bridgend,8.45,7.57,0,3.45,15.26,17.38,4.74,6.88,-24.64,2.5,16.36,17.42,12.42,8.33,31.48,4.48,14.08,17.34
W01000975,Bridgend 004A,W06000013,Bridgend,0.56,4.2,-12.17,-0.89,4.26,7.64,-2.6,1.27,-20.56,-4.04,-1.00,15.83,3.62,6.84,-3.03,2.32,9.6,1.14
W01000976,Bridgend 003A,W06000013,Bridgend,-0.88,9.22,-7.48,-7.03,-2.36,7.65,-1.97,6.86,9.38,-9.5,-11.21,8.24,0.17,11.54,-20.48,-4.35,6.67,7.14
W01000977,Bridgend 003B,W06000013,Bridgend,-1.05,9.75,-8.48,-3.48,-3.66,0.68,-2.95,15.52,-19.32,-4.22,-5.84,-2.96,0.84,4.17,3.9,-2.69,-1.47,3.80
W01000978,Bridgend 004B,W06000013,Bridgend,-1.62,2.11,-9.17,-7.86,6.4,5.35,-2.54,1.16,-5.56,-10.87,9.80,1.54,-0.67,3.14,-13.59,-4.78,2.78,8.28
W01000979,Bridgend 015A,W06000013,Bridgend,4.03,5.77,-10.13,-1.87,14.66,30.95,0.92,-4.41,-4.39,-1.19,0.61,45.45,7.18,17.51,-15.93,-2.51,30.77,19.72
W01000980,Bridgend 016A,W06000013,Bridgend,-4.68,-3.66,-19.61,-13.27,5.52,28.15,-4.07,-5.8,-21.62,-7.66,0.68,39.29,-5.3,-0.93,-17.2,-18.61,10.42,20.25
W01000981,Bridgend 016B,W06000013,Bridgend,2.9,-1.83,-9.85,4.95,11.3,22.22,6.96,3.73,-3.33,9.73,9.88,23.26,-0.44,-7.19,-15.04,1.54,12.5,21.28
W01000982,Bridgend 016C,W06000013,Bridgend,0.47,-5.61,-4.12,-8.61,-4.52,28.57,-0.81,-5.5,-3.88,-12.76,-4.97,34.40,1.75,-5.75,-4.4,-4.29,-4.09,24.07
W01000983,Bridgend 015B,W06000013,Bridgend,-2.28,-0.3,-15.85,-11.3,16.33,26.45,-4.31,-1.76,-14.29,-14.37,18.40,13.11,-0.25,1.2,-17.39,-8.31,14.17,40.00
W01000984,Bridgend 016D,W06000013,Bridgend,4.16,9.2,-5.81,-0.62,7.08,21.32,3.88,6.76,-2.38,-1.76,4.05,30.68,4.43,12.22,-9.09,0.48,10,13.76
W01000985,Bridgend 015C,W06000013,Bridgend,-2.67,-16.22,-14.23,-11.43,15.53,55.56,-0.56,-8,-15.57,-4.45,4.73,54.90,-4.8,-23.88,-12.82,-17.63,28.57,56.41
W01000986,Bridgend 007A,W06000013,Bridgend,4.68,6.85,11.24,-6.18,14.57,15.38,2.92,-2.34,10.98,-5.16,14.05,13.43,6.37,16.67,11.49,-7.14,15.08,17.11
W01000987,Bridgend 007B,W06000013,Bridgend,17.15,27.5,1.12,19.65,16.52,12.54,14.41,23.62,2.17,16.62,11.70,11.04,19.87,31.34,0,22.73,21.26,13.87
