LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01002106,Harrow 008A,E09000015,Harrow,6.15,3.07,10.34,0.45,12.2,12.88,7.42,1.04,16.07,0.93,15.52,14.73,4.98,5.03,5,0,9.36,11.11
E01002107,Harrow 012A,E09000015,Harrow,11.28,11.92,10.66,10.9,2.17,28.02,16.15,24.04,9.52,14.84,4.11,31.82,6.68,0,11.96,7.24,0.56,24.47
E01002108,Harrow 008B,E09000015,Harrow,8.18,0,17.31,6.04,10.61,16.04,13.1,9.66,25.81,7.89,9.70,29.79,3.71,-8.76,10.43,4.31,11.52,5.08
E01002109,Harrow 008C,E09000015,Harrow,6.22,11.19,-12.56,7.33,11.71,6.79,8.73,2.89,4.63,14.86,5.45,11.11,3.83,22.95,-28.7,0.64,17.3,3.25
E01002110,Harrow 008D,E09000015,Harrow,8.03,5.31,-4.07,11.26,10.32,12.84,9.48,5.32,2.75,15.28,5.84,12.87,6.64,5.29,-10.71,7.59,14.58,12.82
E01002111,Harrow 008E,E09000015,Harrow,13.59,4.98,15.83,18.57,15.2,9.84,13.63,-6.96,9.72,26.93,16.77,14.81,13.56,17.92,23.48,10.85,13.58,5.88
E01002112,Harrow 001A,E09000015,Harrow,10.27,10.48,9.69,15.91,3.34,8.13,10.49,4.79,3.85,16.84,10.18,8.97,10.08,15.38,16.3,15.03,-2.6,7.51
E01002113,Harrow 002A,E09000015,Harrow,5.01,1.57,-4.42,13.04,-0.31,5.95,5.57,4.17,-6.82,11.79,1.26,8.06,4.46,-0.74,-2.15,14.4,-1.79,4.14
E01002114,Harrow 001B,E09000015,Harrow,11.22,27.24,25.37,11.13,15.16,-2.17,17.09,36.29,29.23,17.73,9.86,5.47,6.65,20,21.74,5.6,20.74,-6.53
E01002115,Harrow 002B,E09000015,Harrow,8.2,8.43,6.98,10.65,3.87,8.58,8.37,-1.5,12.94,14.94,12.41,-4.95,8.03,19.83,1.15,6.42,-4.08,18.94
E01002116,Harrow 002C,E09000015,Harrow,5.16,5.56,-21.46,28.15,-3.96,0.26,3.71,-11.02,-6.8,23.18,-3.21,0.62,6.58,29.21,-36.27,33.65,-4.65,0.00
E01002117,Harrow 002D,E09000015,Harrow,43.34,35.28,21.19,80.56,16.95,21.69,44.96,40.74,14.58,88.93,14.20,24.58,41.81,30.13,28.8,73.43,19.77,19.08
E01002118,Harrow 002E,E09000015,Harrow,15.11,18.39,-9.28,24.33,12.36,9.15,15.12,12.96,-21.57,26.97,16.80,12.17,15.1,24.82,4.35,21.38,8.21,7.22
E01002119,Harrow 007A,E09000015,Harrow,20.48,20.18,9.13,22.62,28.74,15.52,22.42,20.45,-0.81,26.97,41.53,14.10,18.53,19.88,20.75,18.05,17.65,16.67
E01002120,Harrow 007B,E09000015,Harrow,16.68,19.75,10.12,16.73,21.74,12.57,22.71,29.13,36.49,17.67,23.58,14.10,10.79,9.48,-10.64,15.77,19.8,11.34
E01002121,Harrow 007C,E09000015,Harrow,12.89,17.02,-9.26,19.67,8.7,13.49,12.44,14.11,-2.11,13.69,13.70,16.98,13.34,19.88,-14.88,26.52,3.92,10.09
E01002122,Harrow 007D,E09000015,Harrow,18.05,33.91,-6.19,25.86,9.29,9.81,18.7,27.67,-21.01,32.22,6.62,26.44,17.36,41.54,10.28,19.17,12.71,-1.57
E01002123,Harrow 007E,E09000015,Harrow,17.18,34.69,-11.43,25.04,14.67,2.49,20.38,35.67,-5.31,23.98,24.24,3.75,13.96,33.58,-16.67,26.22,4.72,1.65
E01002124,Harrow 010A,E09000015,Harrow,12.83,13.33,2.49,18.5,11.72,5.66,14.19,7.58,0.83,26.09,10.20,9.09,11.52,19.77,4.13,11.37,13.29,3.23
E01002125,Harrow 010B,E09000015,Harrow,20.52,27.74,-2.61,26.64,15.79,27.10,22.1,30.97,-8.51,29.76,14.39,38.57,18.81,24.52,3.94,22.93,17.32,17.65
E01002126,Harrow 023A,E09000015,Harrow,22.97,52.44,-12.54,28.77,7.54,11.83,22.07,46.34,-14.1,26.32,7.35,23.58,23.9,59.24,-10.69,31.53,7.76,5.12
E01002127,Harrow 023B,E09000015,Harrow,12.17,32.88,-12.75,18.75,2.43,8.09,17.17,43.27,-12.87,20.8,3.03,27.96,7.69,23.48,-12.62,16.72,1.92,-4.93
E01002128,Harrow 020A,E09000015,Harrow,23.03,35.86,0,24.78,14.48,30.77,26.62,36.36,19.1,22.08,27.10,43.55,19.6,35.37,-16.5,27.6,2.63,22.34
E01002129,Harrow 023C,E09000015,Harrow,19.89,44.23,6.45,19.55,13.47,9.47,21.17,47.52,6.9,18.06,21.85,7.78,18.54,40.34,6.06,21.28,5.56,11.00
E01002130,Harrow 020B,E09000015,Harrow,23.32,61.35,-23.66,28.84,26.89,33.08,27.52,57.6,-17.12,32.84,28.32,34.38,19.16,65.48,-28.83,24.71,25.25,31.88
E01002131,Harrow 023D,E09000015,Harrow,15.27,16.61,-13.67,25.09,17.89,19.79,14.94,13.82,-14.63,29.41,19.69,6.74,15.59,19.85,-12.78,21.03,15.97,31.07
E01002132,Harrow 029A,E09000015,Harrow,18.86,34.26,22.7,13.61,14.29,18.52,17.65,22.06,5.63,17.32,24.32,13.48,20,45.1,40,10.08,5,23.00
