LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01023220,Winchester 012A,E07000094,Winchester,2.12,-0.77,-0.97,-5.32,4.96,24.64,3.35,6.45,-0.97,-5.93,6.63,24.22,0.96,-7.43,-0.97,-4.72,3.38,25.00
E01023221,Winchester 012B,E07000094,Winchester,3.22,4.94,3.87,2.53,-9.52,12.98,8.08,22.12,4.05,11.16,-10.38,15.93,-0.88,-10,3.7,-4.62,-8.62,10.94
E01023222,Winchester 012C,E07000094,Winchester,3.7,-2.19,-13.33,0.97,-4.24,27.30,3.39,-12.84,-9.64,4.37,-4.26,30.46,3.98,7.56,-17.07,-2.4,-4.23,25.00
E01023223,Winchester 012D,E07000094,Winchester,0.86,1.12,-4.97,-8.9,8.55,13.00,0.13,-1.42,-6.86,-7.23,5.48,15.45,1.57,3.97,-2.53,-10.48,11.39,11.04
E01023224,Winchester 014A,E07000094,Winchester,16.98,30.6,17.92,5.01,22.66,25.86,16.73,27.78,27.33,0.62,27.56,24.07,17.27,33.06,2.8,10.51,17.83,27.42
E01023225,Winchester 004A,E07000094,Winchester,2.11,-9.63,11.21,-5.76,4.17,19.70,0.71,-14.1,23.21,-7.3,-0.38,18.66,3.56,-4.46,-0.9,-4.28,8.68,20.83
E01023226,Winchester 010A,E07000094,Winchester,4.75,21.26,-5.67,-0.59,-3.13,10.00,3.53,18.31,1.49,-1.59,-11.88,15.86,5.88,23.9,-12.16,0.39,5.66,5.41
E01023227,Winchester 010B,E07000094,Winchester,3.29,6.69,5.65,-4.88,7.78,9.57,0.44,-3.93,6.25,-8.46,5.46,15.71,6.16,19.21,4.94,-1.27,10.17,4.89
E01023228,Winchester 010C,E07000094,Winchester,-0.83,6.19,-14.77,-10.05,-4.25,15.77,-1.81,9.94,-10.84,-15.2,-2.94,12.56,0.09,2.38,-18.28,-5.14,-5.47,18.57
E01023229,Winchester 009A,E07000094,Winchester,2.78,4.7,7.51,-2.23,-0.23,9.50,-0.85,-0.95,5.22,-3.73,-7.24,7.77,6.67,11.56,10.2,-0.66,7.25,11.11
E01023230,Winchester 010D,E07000094,Winchester,5.4,13.42,-3.54,3.37,-8.96,23.21,4.91,31.06,-12.62,-0.58,-13.71,27.32,5.87,-0.49,6.32,7.77,-4.12,19.82
E01023231,Winchester 014B,E07000094,Winchester,-2.04,-11.04,2.15,-11.44,-0.23,15.71,-3.75,-17.53,4.04,-11.24,-5.14,17.44,-0.33,-4.14,0,-11.64,4.52,14.04
E01023232,Winchester 014C,E07000094,Winchester,20.19,20.52,5.83,35.97,10.54,16.00,18.16,21.35,5.22,28.78,5.73,22.81,22.23,19.64,6.48,43.17,16,10.29
E01023233,Winchester 014D,E07000094,Winchester,9.72,13.36,6.63,0,20.81,12.99,8.11,9.63,2.06,1.66,22.92,6.67,11.27,17.86,13.04,-1.6,18.83,17.35
E01023234,Winchester 014E,E07000094,Winchester,1.97,-0.33,-2.82,-2.59,4.78,12.59,2.42,0.61,-1.28,-4.55,6.76,16.03,1.55,-1.48,-4.04,-0.72,3.01,9.82
E01023235,Winchester 011A,E07000094,Winchester,4.13,-3.7,0,-4.06,10.57,15.57,2.32,0.59,-15,-5.03,6.77,16.82,5.9,-7.73,16.13,-3.07,14.52,14.46
