LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01031776,Worthing 005A,E07000229,Worthing,4.28,2.22,-8.07,4.15,-0.81,27.98,1.26,3.87,-4.62,-4.29,0.00,29.69,7.03,0.63,-10.42,12.67,-1.64,26.92
E01031777,Worthing 005B,E07000229,Worthing,4.18,2.3,3,1.24,7.46,12.13,4.65,1.64,-1,4.11,8.09,12.62,3.72,3.03,7,-1.53,6.82,11.76
E01031778,Worthing 004A,E07000229,Worthing,3.53,3.9,-14.36,3.55,12.36,6.46,3.25,-2.27,-1.15,-2.93,17.32,11.67,3.82,12.12,-26.6,11.11,7.58,2.87
E01031779,Worthing 009A,E07000229,Worthing,-0.84,-3.13,-12.38,1.03,1.81,10.13,-0.7,1.5,-16.82,-3.85,5.71,19.40,-0.98,-9.27,-7.77,5.56,-1.72,3.30
E01031780,Worthing 005C,E07000229,Worthing,3.07,6.08,-3.38,-4.52,11.23,17.65,2.46,3.3,2.63,-9.52,14.39,23.61,3.66,9.52,-8.94,0.36,8.33,13.27
E01031781,Worthing 005D,E07000229,Worthing,1.51,-7.04,10.8,-6.25,20.77,5.02,1.96,-6.84,12.38,-9.63,32.81,3.30,1.07,-7.27,9.26,-2.93,9.09,6.25
E01031782,Worthing 007A,E07000229,Worthing,0.62,3.46,5.13,-2.65,-3.23,3.42,-0.23,0,16.67,-8.37,-0.57,2.34,1.45,7.41,-6.41,3.76,-5.61,4.33
E01031783,Worthing 006A,E07000229,Worthing,2.69,6.65,1.38,5.84,-1.43,-2.86,2.99,15.06,-5.98,5.45,-4.32,-1.61,2.4,-1.11,10,6.23,1.42,-3.85
E01031784,Worthing 007B,E07000229,Worthing,16.41,14.33,13.1,23.47,2.58,22.47,17.44,25.5,14.91,24.82,-4.02,22.02,15.45,4.24,11.3,22.18,9.14,22.84
E01031785,Worthing 006B,E07000229,Worthing,3.16,-0.73,0,6.31,-1.87,8.66,3.85,6.35,-20.59,14.98,-1.46,7.27,2.52,-6.71,31.82,-1.14,-2.31,9.72
E01031786,Worthing 006C,E07000229,Worthing,2.95,14.86,-17.92,7.43,1.01,1.26,2.86,21.17,-30.3,6.03,3.31,11.76,3.05,9.43,-2.78,8.89,-1.36,-6.57
E01031787,Worthing 011A,E07000229,Worthing,12.29,11.45,-4.66,13.04,25,11.08,13.7,2.52,7.23,15.92,10.46,26.05,10.88,21.3,-13.64,9.65,45.79,2.79
E01031788,Worthing 011B,E07000229,Worthing,10.87,14.47,-4.91,8.26,25.61,13.60,8.21,11.98,-0.93,3.95,26.36,5.83,13.47,16.92,-8.62,12.84,24.79,19.05
E01031789,Worthing 011C,E07000229,Worthing,14.6,13.24,6.28,14.47,6.69,28.11,16.01,10.71,11.34,13.27,7.34,45.45,13.14,15.91,1.82,15.85,5.74,16.99
E01031790,Worthing 010A,E07000229,Worthing,11.73,14.62,-5.88,12.4,28.9,6.15,12.69,4.35,2.67,4.13,23.40,34.33,10.91,26.8,-12.63,21.63,35.25,-5.61
E01031791,Worthing 008A,E07000229,Worthing,6.32,9.88,-13.36,8.69,29.34,-9.68,7.96,5.66,-7.69,11.96,32.20,-13.04,4.8,14.29,-17.97,5.45,26.61,-7.32
E01031792,Worthing 003A,E07000229,Worthing,4.58,0.94,-6.11,5.65,-7.12,22.73,2.54,3.26,-7.25,1.42,-10.87,25.42,6.41,-0.83,-4.84,10.26,-3.82,20.83
E01031793,Worthing 001A,E07000229,Worthing,-1.02,-12.92,-3.64,-8.02,-1.56,12.34,0.3,-9.76,-12.12,-4.21,0.65,14.45,-2.26,-15.63,9.09,-11.96,-3.57,10.65
E01031794,Worthing 003B,E07000229,Worthing,0.43,14.71,-24.8,1.22,-4.36,4.66,-0.91,16.67,-29.73,-8.43,-3.13,10.39,1.62,13.16,-17.65,11.18,-5.44,0.33
E01031795,Worthing 003C,E07000229,Worthing,15.01,32.5,-11.23,18.59,8.59,8.02,15.29,38.1,-9.68,12.63,9.40,14.29,14.74,26.32,-12.77,24.32,7.91,4.04
E01031796,Worthing 008B,E07000229,Worthing,2.61,-4.71,14.59,-3.15,16.05,8.05,1.03,-6.95,12.79,-5.4,11.81,19.05,4.15,-2.3,16.16,-0.94,20.69,0.00
E01031797,Worthing 004B,E07000229,Worthing,2.23,1.81,-6,-2.42,8,9.17,2.05,2.65,-11.11,-2.99,7.75,14.29,2.41,0.93,0,-1.88,8.27,5.63
E01031798,Worthing 005E,E07000229,Worthing,3.89,5.68,-12.82,3.31,12.34,6.84,4.81,10.94,-21.84,5.02,11.39,9.38,2.93,-0.99,-5.56,1.52,13.33,4.26
E01031799,Worthing 008C,E07000229,Worthing,12.11,28.52,1.39,7.73,19.32,3.56,11.64,27.15,0,9.45,8.70,12.33,12.56,30,3.09,6.05,30.95,-0.66
E01031800,Worthing 004C,E07000229,Worthing,0.74,-10.23,12.5,-5.99,16.67,5.43,0.76,-11.68,19.05,-6.06,15.15,7.69,0.73,-8.39,5.95,-5.92,18.12,3.77
