LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01027079,Kettering 004A,E07000153,Kettering,3.83,-3.09,18.81,-3.43,14.09,8.68,3.59,-4.73,16.98,-4.31,20.00,5.93,4.05,-1.6,20.54,-2.56,7.8,10.88
E01027080,Kettering 004B,E07000153,Kettering,-0.9,-9.07,14.51,-8.12,-8.39,22.48,-2.85,-14.89,10.2,-9.55,-7.02,22.16,1.11,-2.42,18.95,-6.67,-9.78,22.78
E01027081,Kettering 005A,E07000153,Kettering,3.65,8.71,-8.5,4.24,8.17,1.02,4.8,8.59,-9.9,6.98,11.83,1.08,2.59,8.82,-7.07,1.76,5.22,0.97
E01027082,Kettering 005B,E07000153,Kettering,2.98,4.59,-6.78,1.76,3.07,21.97,4.07,5.76,-7.63,0.28,3.73,50.00,1.83,3.35,-5.93,3.46,2.36,2.56
E01027083,Kettering 005C,E07000153,Kettering,1.62,-7.67,-5.5,2.85,10.19,13.89,1.18,-8.84,-0.91,1.82,15.74,4.55,2.09,-6.33,-10.19,3.97,4.63,22.83
E01027084,Kettering 010A,E07000153,Kettering,4.22,8.96,7.28,-1.19,3.8,6.24,2.97,5.17,-2.22,5.18,-3.08,5.69,5.44,13.54,21.31,-6.64,10.53,6.72
E01027085,Kettering 010B,E07000153,Kettering,10.28,9.87,7.48,11.33,10.22,10.56,11.06,17.31,-2.33,12.89,14.02,9.86,9.59,3.88,21.31,9.95,6.78,11.11
E01027086,Kettering 010C,E07000153,Kettering,1.69,-4.3,6.63,-6.19,6.73,12.61,2.3,-2.8,13.19,-6.42,8.43,8.70,1.12,-5.66,0,-6,4.97,16.11
E01027087,Kettering 004C,E07000153,Kettering,-0.41,-2.79,-11.11,-8.72,9.52,17.55,0.49,0.93,-9.72,-7.89,14.29,12.64,-1.32,-6.54,-12.5,-9.62,5.04,21.78
E01027088,Kettering 004D,E07000153,Kettering,-2.5,-10.95,-10.37,-11.61,16.81,24.26,-2.42,-6.52,-14.12,-13.57,21.19,23.81,-2.58,-15.44,-6.33,-9.6,12.5,24.66
