LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000249,Flintshire 014A,W06000005,Flintshire,-1.66,2.36,-1.37,-6.07,-14.78,21.78,-4.58,0.89,-2.82,-11.94,-12.50,15.22,1.08,4,0,-0.47,-16.77,27.27
W01000250,Flintshire 014B,W06000005,Flintshire,-2.2,-2.76,8.09,-7.37,-14.24,12.15,-5.25,1.49,-16.85,-5.96,-16.56,8.13,0.92,-7.5,55.32,-8.75,-11.88,15.46
W01000251,Flintshire 013A,W06000005,Flintshire,4.47,7.77,-16.81,7.23,-8.72,37.44,3.63,6.29,-22.88,11.38,-11.11,35.42,5.31,9.49,-10.19,3.17,-6.55,39.25
W01000252,Flintshire 010A,W06000005,Flintshire,-0.24,7.54,3.01,-4.53,-6.55,3.86,-0.25,1.98,0,-6.94,-0.61,6.01,-0.24,13.27,6.25,-1.83,-12.28,2.11
W01000253,Flintshire 003A,W06000005,Flintshire,-4.21,-11.08,-3.86,-10,2.95,5.96,-3.03,-10.67,10.4,-10,-2.33,9.86,-5.37,-11.48,-17.16,-10,8.85,2.82
W01000254,Flintshire 003B,W06000005,Flintshire,1.58,-5.11,0.34,4.42,-3.7,11.48,1.41,-8.61,7.46,4.07,-4.11,12.50,1.75,-0.97,-5.77,4.76,-3.27,10.58
W01000255,Flintshire 015A,W06000005,Flintshire,-1.77,-0.77,-4.55,-7.52,-1.29,9.64,-0.72,4.1,6.3,-7.84,-3.61,8.06,-2.79,-5.64,-14.6,-7.18,1.03,10.92
W01000256,Flintshire 015B,W06000005,Flintshire,6.11,8.91,-5.58,-5.55,26.78,27.49,3.1,3.97,-10.78,-7.67,22.76,34.33,8.97,13.82,0,-3.51,31.03,23.08
W01000257,Flintshire 015C,W06000005,Flintshire,2.16,5.7,-8.26,-6.37,-1.64,32.39,-1.87,2.42,-15.38,-9.79,-6.12,31.37,6.39,9.77,1,-2.93,2.88,33.33
W01000258,Flintshire 006A,W06000005,Flintshire,-1.45,-16.56,8.04,-9.27,-0.94,15.57,-1.94,-16.27,0,-10.76,2.31,16.02,-0.93,-16.88,17.65,-7.59,-4.04,15.11
W01000259,Flintshire 017A,W06000005,Flintshire,-2.67,8.26,-18.6,-8.82,-3.86,7.53,-3.66,11.5,-26.14,-11.7,-5.84,15.28,-1.73,4.76,-10.71,-5.56,-1.91,2.63
