LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01000645,Bromley 007A,E09000006,Bromley,5.22,-2.42,12.68,7.77,9.46,0.34,6.33,-7.81,15.52,12.77,11.33,1.43,4.2,3.33,10.71,3.32,7.53,-0.65
E01000646,Bromley 016A,E09000006,Bromley,0.18,-3.58,-14.77,-0.49,4.38,8.39,4.83,10.92,-12.12,4.98,3.47,9.57,-3.75,-14.38,-16.87,-5.75,5.38,7.69
E01000647,Bromley 016B,E09000006,Bromley,2,0,-0.61,-4.19,8.65,24.84,-0.61,-4.37,-4.82,-7.18,9.92,24.69,4.53,4.26,3.7,-1.16,7.59,25.00
E01000648,Bromley 016C,E09000006,Bromley,3.4,-7.49,12.99,-4.09,18.69,18.10,3.45,-7.1,12.66,-3.58,20.95,13.68,3.36,-7.85,13.27,-4.58,16.31,21.74
E01000649,Bromley 007B,E09000006,Bromley,3.26,6.91,-23.18,13.76,2.27,-0.75,3.3,2.15,-26.89,14.15,12.21,-2.75,3.22,11.93,-19.3,13.39,-7.22,0.91
E01000650,Bromley 022A,E09000006,Bromley,0.32,0.99,-10.64,-2.07,1.03,7.65,0.55,-1.26,-16.5,-0.73,2.63,11.86,0.1,3.5,-3.53,-3.29,-0.5,4.39
E01000651,Bromley 020A,E09000006,Bromley,4.11,-6.39,-8.23,7.29,19.76,1.82,5.73,-10.57,1.43,8.46,20.17,4.76,2.82,-2.8,-15.91,6.13,19.4,0.39
E01000652,Bromley 022B,E09000006,Bromley,0.41,-7.14,-2.11,-3.94,9.86,5.00,1.87,-9.52,3.3,-3.61,10.71,11.56,-0.9,-4.76,-7.07,-4.25,9.09,0.00
E01000653,Bromley 016D,E09000006,Bromley,-1.42,0,-2.7,6.62,-14.9,1.72,1.09,20.2,-15,8.12,-20.88,12.72,-3.67,-14.71,11.76,5.21,-8.38,-6.38
E01000654,Bromley 039A,E09000006,Bromley,1.07,1.92,-6.29,1.56,-14.84,38.00,-0.46,-2.26,-11.84,0.46,-14.01,38.96,2.6,6.3,0,2.56,-15.69,36.99
