LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01008881,Birmingham 067A,E08000025,Birmingham,4.9,2.79,0.44,8.79,19.57,-9.84,3.15,-0.52,6.14,7.63,6.56,-8.82,6.7,6.71,-5.36,10,34.26,-10.56
E01008882,Birmingham 066A,E08000025,Birmingham,4.04,5.94,11.59,-1.95,18.95,-6.50,3.59,0,13.33,1.11,10.49,1.27,4.5,12.35,10.16,-5.01,30.48,-11.57
E01008883,Birmingham 078A,E08000025,Birmingham,11.71,27.51,-9.89,15.5,13.31,-8.56,14.59,32.2,-2.33,19.69,3.27,-2.60,8.96,23.21,-16.67,11.54,27.27,-12.73
E01008884,Birmingham 078B,E08000025,Birmingham,11.81,9.36,1.89,15.5,27.01,-2.16,11.1,7.47,-2.82,13.42,31.36,6.25,12.58,11.23,7.38,17.87,21.51,-9.33
E01008885,Birmingham 076A,E08000025,Birmingham,5.44,5.93,-7.1,0.45,27.23,2.09,8.08,5.93,3.75,0.91,21.55,16.05,2.9,5.93,-16.85,0,33.33,-8.18
E01008886,Birmingham 076B,E08000025,Birmingham,2.84,13.75,-7.02,0.88,3.83,0.00,3.82,20.13,-10.13,0,-0.64,8.82,1.83,7.04,-4.35,1.84,9.23,-7.09
E01008887,Birmingham 078C,E08000025,Birmingham,10.25,28.28,-5.98,8.33,5.58,4.85,10.9,25.44,-5.49,10.58,4.69,9.86,9.63,31.03,-6.45,6.1,6.5,1.06
E01008888,Birmingham 076C,E08000025,Birmingham,2.39,-0.89,-1.57,2.26,9.56,2.35,2.04,2.87,-1.01,-1.86,5.19,11.54,2.76,-4.91,-2.17,6.73,13.87,-6.42
E01008889,Birmingham 078D,E08000025,Birmingham,6.23,10.36,1.83,6.31,5.49,4.72,8.3,12.38,-8.7,11.11,10.85,6.19,3.94,7.74,13.59,0.64,0,3.55
E01008890,Birmingham 089A,E08000025,Birmingham,12.95,8.16,20.1,12.54,20,6.35,17.48,26.54,14.29,11.82,22.31,18.52,8.49,-8.29,25.74,13.31,17.39,-2.78
E01008891,Birmingham 089B,E08000025,Birmingham,4.97,1.97,-2.15,-5.94,28.52,13.19,3.24,4.96,-16.67,-4.81,30.23,8.08,6.72,-1.77,15.48,-7.06,26.77,16.91
E01008892,Birmingham 089C,E08000025,Birmingham,6.91,13.33,-15.05,8.05,18.69,12.59,7.82,7.77,-5.76,7.23,36.67,0.00,5.97,19.76,-24.29,8.91,3.7,24.64
E01008893,Birmingham 089D,E08000025,Birmingham,5.79,6.47,14.97,-4.54,17.77,21.34,6.01,17.79,7.14,-6.05,16.77,21.69,5.53,-6.16,22.89,-2.68,18.94,20.99
