LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01015272,Bournemouth 016A,E06000028,Bournemouth,3.42,11.64,1.28,-0.77,2.9,5.73,7.51,14.89,31.67,-4.55,9.27,11.06,-0.23,8.42,-17.71,3.11,-3.14,1.47
E01015273,Bournemouth 016B,E06000028,Bournemouth,5.91,12.43,-8.77,6.22,7.89,12.12,7.18,15.08,3.97,1.24,16.56,11.39,4.52,9.58,-18.87,12.47,-1.3,12.79
E01015274,Bournemouth 018A,E06000028,Bournemouth,6.7,12.36,-0.55,3.35,15.19,5.14,7.85,7.04,12.5,1.6,19.63,9.24,5.58,18.4,-10.68,5.26,10.46,2.31
E01015275,Bournemouth 016C,E06000028,Bournemouth,2.73,19.49,-16.12,-0.99,6.84,20.19,-2.99,10.24,-26.9,-3.19,0.64,15.09,8.94,30.28,-4.88,1.51,13.33,25.23
E01015276,Bournemouth 016D,E06000028,Bournemouth,1.6,1.14,-10.43,0.27,10.19,11.88,0.79,11.38,-13.95,-4.26,17.07,2.94,2.43,-8.11,-5.94,5.54,4.23,18.48
E01015277,Bournemouth 016E,E06000028,Bournemouth,8.15,12.35,-12.76,12.09,7.76,17.28,10.41,14.84,-0.75,9.02,11.05,26.25,5.93,10.06,-23.08,15.43,4,10.81
E01015279,Bournemouth 019B,E06000028,Bournemouth,12.21,21.72,-29.17,21.75,14.76,17.71,10.65,28.16,-38.81,17.46,14.55,22.67,13.97,16.1,-20.78,27.27,15.09,14.00
E01015280,Bournemouth 019C,E06000028,Bournemouth,15.58,65.73,-4.9,8.12,19.92,13.10,12.87,58.33,3.66,4.61,14.37,11.83,18.55,73.33,-10.66,12.41,29.79,13.97
E01015281,Bournemouth 019D,E06000028,Bournemouth,14.68,32.93,-6.45,11.9,25.85,12.65,10.27,20,-13.08,7.42,30.86,6.10,20,48.65,0.85,17.68,19.7,19.05
E01015282,Bournemouth 019E,E06000028,Bournemouth,15.54,33.19,0.85,10.82,23.1,31.30,9.05,29.84,-1.74,2.04,14.85,39.44,25.95,36.84,3.33,26.49,42,18.18
E01015283,Bournemouth 017A,E06000028,Bournemouth,8.1,3.68,-25.36,26.26,28.28,-16.92,12.65,0,-31.88,30.57,37.04,-8.54,3.38,7.81,-19.9,21.05,17.19,-22.69
E01015285,Bournemouth 021A,E06000028,Bournemouth,-7.45,38.55,-31.59,28.92,9.32,6.21,-11.74,60,-42.98,27.31,8.96,2.96,-2.77,20.88,-20.31,31.3,9.8,9.03
E01015286,Bournemouth 017C,E06000028,Bournemouth,7.87,14.57,-0.65,8.51,3.49,10.26,12.56,24.68,16.67,11.46,1.16,17.47,3.44,4.05,-11.83,5.26,6.29,4.89
E01015287,Bournemouth 017D,E06000028,Bournemouth,-18.27,24.51,-35.99,3.11,30.38,0.96,-20.01,38.3,-40.18,-6.13,41.57,13.82,-16.41,12.73,-31.9,18.65,15.94,-7.41
E01015288,Bournemouth 021B,E06000028,Bournemouth,41.49,17.1,147.68,16.23,11.52,14.86,37.66,6.75,158.1,13.57,10.40,29.11,45.92,28.57,138.76,19.65,13.04,-1.45
E01015289,Bournemouth 021C,E06000028,Bournemouth,11.53,52.74,-6.33,11.71,18.1,0.63,10.74,50,-1.72,8.35,12.06,7.04,12.47,55.56,-10.74,16.51,27.47,-4.57
E01015290,Bournemouth 021D,E06000028,Bournemouth,16,40,-8.76,27.22,14.17,0.30,11.51,47.44,-21.32,21.37,9.62,-5.37,21.52,33.33,3.62,36.12,22.62,4.95
E01015291,Bournemouth 021E,E06000028,Bournemouth,7.57,26.85,36.72,6.22,-3.77,4.48,7.09,13.33,57.69,1.47,-3.57,8.47,8.06,43.75,22.37,12.6,-4,1.13
E01015292,Bournemouth 015A,E06000028,Bournemouth,5.21,9.68,0.34,3.22,10.33,5.84,4.17,2.55,2.74,0.79,10.39,14.86,6.35,16.99,-2,5.99,10.26,-2.50
E01015293,Bournemouth 015B,E06000028,Bournemouth,3.91,1.76,0.44,0.77,21.82,0.64,8.68,9.22,6.54,4.32,25.23,5.71,-0.64,-5.59,-5.08,-2.77,18.58,-3.49
E01015294,Bournemouth 015C,E06000028,Bournemouth,12.1,23.1,-3.12,10.07,20.26,19.27,10.55,26.94,-7.51,7.18,24.37,11.54,13.84,19.15,2.03,13.47,15.74,26.32
E01015295,Bournemouth 020A,E06000028,Bournemouth,2.45,13.95,-7.41,2.72,1.13,1.86,2.07,12.05,-18.31,8.57,-2.70,3.79,2.79,15.73,4.69,-2.59,5.29,0.37
E01015296,Bournemouth 020B,E06000028,Bournemouth,5.4,16.67,-29.37,8.85,0.94,9.28,5.99,2.25,-19.15,4.93,4.22,16.58,4.88,31.76,-35.44,13.36,-2.63,4.72
E01015297,Bournemouth 018B,E06000028,Bournemouth,10.6,31.58,-7.21,13.96,12.82,5.80,16.96,42.19,-5.45,19.9,16.07,12.69,5.71,21.74,-8.93,8.37,9.84,1.97
E01015298,Bournemouth 020C,E06000028,Bournemouth,0.64,13.39,4.35,4.85,-0.61,-3.37,4.64,15,20,15.13,-2.55,-1.27,-2.87,11.94,-14.29,-5.1,1.17,-5.01
E01015299,Bournemouth 020D,E06000028,Bournemouth,5.15,2.08,3.03,1.08,6.91,12.72,1.46,-5.3,11.43,-3.87,4.17,9.94,8.55,10.14,-3.16,6.2,9.38,14.86
E01015300,Bournemouth 020E,E06000028,Bournemouth,6.98,11.43,12.6,6.29,-2.62,11.86,11.49,15.93,8.45,11.31,-1.21,22.98,2.94,7.58,17.86,1.67,-3.93,3.33
E01015301,Bournemouth 001A,E06000028,Bournemouth,4.46,3.32,3.87,9.09,5.33,0.00,4.02,5.93,8.64,1.33,6.37,2.11,4.9,0,-1.35,18.13,4.32,-1.72
E01015302,Bournemouth 002A,E06000028,Bournemouth,4.25,11.55,8.64,0.56,-3.91,9.64,1.78,7.35,0,-3.94,-3.05,10.95,6.58,15.6,16.87,5.51,-4.72,8.61
E01015303,Bournemouth 001B,E06000028,Bournemouth,2.25,13.43,-16.98,4.95,0.95,4.34,0.61,8.62,-11.01,6.44,-9.47,4.15,3.96,19,-23.3,3.32,13.01,4.50
E01015304,Bournemouth 002B,E06000028,Bournemouth,2.54,0.89,-3.67,6.13,13.11,-6.87,3.27,-1.68,-3.39,7.67,13.48,-4.03,1.84,3.77,-4,4.53,12.8,-8.84
E01015305,Bournemouth 001C,E06000028,Bournemouth,1.65,5.26,-16.34,6.23,7.72,0.33,4.02,1.27,-18.66,13.65,8.73,7.69,-0.6,9.52,-13.82,-0.75,6.77,-5.33
E01015306,Bournemouth 001D,E06000028,Bournemouth,2.4,-6.51,-6.11,2.54,14.38,5.85,3.67,-10.83,-8.46,8.97,21.13,4.55,1.18,-2,-3.03,-2.89,8,7.02
E01015307,Bournemouth 005A,E06000028,Bournemouth,2.85,-0.33,-0.49,9.52,10.64,-13.00,5.87,2.63,6,13.25,6.84,-9.28,0,-3.25,-6.67,5.88,14.41,-15.87
E01015308,Bournemouth 002C,E06000028,Bournemouth,0.75,-9.04,-14.77,6.43,0,17.96,-0.93,-7.93,-16.8,-0.3,7.43,16.67,2.41,-10.12,-12.5,13.64,-6.29,19.09
E01015309,Bournemouth 005B,E06000028,Bournemouth,2.05,1.77,4.19,-5.2,12.5,8.28,3.91,11.46,-8.51,-4.07,15.00,14.47,0.38,-6.59,16.49,-6.25,10.29,3.23
E01015310,Bournemouth 007A,E06000028,Bournemouth,2.27,-1.37,2.08,2.53,-3.07,14.71,4.88,11.89,8.04,2.49,-7.24,17.58,-0.25,-14,-3.13,2.56,1.42,12.39
E01015311,Bournemouth 002D,E06000028,Bournemouth,5.58,18.31,20.9,10.48,-4.11,5.46,8.35,2.56,53.13,7.64,-0.68,9.09,2.95,37.5,-8.57,14.42,-7.06,2.37
E01015312,Bournemouth 005C,E06000028,Bournemouth,6.99,-2.07,2.2,3.36,28.26,12.28,6.18,-6,0,2.87,29.21,17.58,7.73,2.14,4.44,3.8,27.37,8.76
E01015313,Bournemouth 005D,E06000028,Bournemouth,-1.4,-12.16,9.54,-7.47,13.74,1.18,-4.32,-15.63,-3.03,-5.04,8.18,1.28,1.55,-8.09,24.77,-9.59,19.8,1.09
E01015314,Bournemouth 011A,E06000028,Bournemouth,1.29,-0.38,5.03,-1.87,1.22,5.64,1.42,-0.68,12.94,-4.94,-0.64,10.00,1.16,0,-4.05,1.26,2.91,2.23
E01015315,Bournemouth 011B,E06000028,Bournemouth,-1.15,0.33,-10.36,-1.94,-13.16,21.68,-0.39,-4.97,-3.55,-3.07,-9.64,24.56,-1.94,6.52,-19.09,-0.73,-16.54,19.19
E01015316,Bournemouth 014A,E06000028,Bournemouth,0.25,5.96,-13.5,-5.47,-7.1,17.71,-1.12,1.64,-2.63,-7.58,-9.36,15.98,1.57,10.62,-22.99,-3.23,-4.97,19.19
E01015317,Bournemouth 014B,E06000028,Bournemouth,3.05,12.31,4.03,6.07,-10.17,4.30,4.72,8.57,7.89,9.23,-8.57,7.38,1.39,16.67,0,2.93,-11.83,1.91
