LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000553,Pembrokeshire 011A,W06000009,Pembrokeshire,-1.73,4.83,-10.34,-5.48,-15.23,16.77,-3.22,0,-24.32,-4.67,-15.15,18.99,-0.17,9.86,14.29,-6.34,-15.3,14.56
W01000554,Pembrokeshire 009A,W06000009,Pembrokeshire,2.68,-1.4,-2.76,-1.74,-1.64,19.11,3.36,6.25,1.2,0.8,-7.14,18.18,2.04,-9.22,-6.12,-4.09,3.7,19.90
W01000555,Pembrokeshire 008A,W06000009,Pembrokeshire,-2.18,-5.32,-16.46,-12.7,-4.45,22.29,-3,-11.54,-21.11,-3.24,-10.95,24.18,-1.31,2.38,-10.29,-21.76,2.76,20.50
W01000556,Pembrokeshire 008B,W06000009,Pembrokeshire,2.25,7.41,-13,5.3,-8.07,11.73,1.66,-3.95,-7.27,5.71,-6.43,13.08,2.81,22.03,-20,4.9,-9.66,10.73
W01000557,Pembrokeshire 014A,W06000009,Pembrokeshire,-2.47,-4.32,-3.61,-9.03,-6.52,17.69,-4.3,-5.52,-3.7,-11.74,-10.44,18.46,-0.65,-3.01,-3.53,-6.38,-2.69,16.92
W01000558,Pembrokeshire 001A,W06000009,Pembrokeshire,1.08,-1.21,-3.7,-1.79,-12.04,24.38,1.44,-7.82,12.37,-0.71,-11.21,22.51,0.72,6.58,-20.65,-2.86,-12.81,26.07
W01000559,Pembrokeshire 001B,W06000009,Pembrokeshire,1.23,0.98,-9.09,-5.79,4.8,9.67,-2.46,-3.51,-18.89,-5.19,-4.37,12.21,5.36,6.59,7.55,-6.49,14.62,7.37
W01000560,Pembrokeshire 001C,W06000009,Pembrokeshire,0.82,-6.29,0.74,-3.11,-4.28,17.19,-1.9,-22.34,15.49,-8.33,-9.47,21.88,3.76,12.35,-15.63,2.6,1.27,12.50
W01000561,Pembrokeshire 001D,W06000009,Pembrokeshire,7.29,1.75,-7.43,3.07,3.25,32.91,6.47,4.07,1.39,5.06,-4.86,28.21,8.14,-0.95,-15.79,1.11,12.03,37.50
W01000562,Pembrokeshire 002A,W06000009,Pembrokeshire,-0.19,4.74,7.69,-8.31,-9.16,11.54,-1.61,-2.42,4.55,-10.19,-4.90,9.55,1.26,12.96,10.94,-6.22,-13.27,13.36
W01000563,Pembrokeshire 011B,W06000009,Pembrokeshire,1.32,13.25,-10.28,-1.6,-13.07,20.08,2.48,16.85,-14.04,3.92,-12.00,16.38,0.18,9.09,-6,-6.88,-14.1,23.44
W01000564,Pembrokeshire 011C,W06000009,Pembrokeshire,2.83,6.29,1.68,-4.99,6.2,7.06,1.67,-3.26,11.67,-10.99,3.45,14.86,3.98,19.4,-8.47,1.89,8.73,1.04
W01000565,Pembrokeshire 002B,W06000009,Pembrokeshire,0.33,7.94,-3.3,-5.79,-9.97,10.20,2.6,8.59,5.38,-6.16,-8.76,16.44,-1.65,7.26,-12.36,-5.46,-11.23,6.06
W01000566,Pembrokeshire 002C,W06000009,Pembrokeshire,-2.37,-9.92,-10.82,1.43,-5.66,5.57,0.13,-10.29,-10.68,7.28,-4.20,10.63,-4.67,-9.48,-10.99,-4.19,-6.86,1.84
W01000567,Pembrokeshire 002D,W06000009,Pembrokeshire,1.67,-1.52,1.41,-5.27,10.69,5.94,0.73,-0.63,10.89,-10.44,11.71,2.06,2.62,-2.35,-7.14,0,9.57,9.84
W01000568,Pembrokeshire 005A,W06000009,Pembrokeshire,0.62,-5.2,-7.23,-1.36,13.06,3.53,0.69,-10.98,-3.61,-4.59,16.74,11.11,0.55,0.61,-10.56,2.83,9,-2.04
W01000569,Pembrokeshire 005B,W06000009,Pembrokeshire,-10.68,4.71,-26.83,-19.83,-11.17,2.67,-11.59,1.83,-27.16,-19.31,-20.93,8.43,-9.79,8.27,-26.51,-20.33,-2.15,-1.92
W01000570,Pembrokeshire 005C,W06000009,Pembrokeshire,3.07,2.22,-10.91,4.24,25.85,5.97,4.98,12.5,-15,4.44,14.29,10.34,1.27,-7.93,-7.74,4.04,38.57,2.63
W01000571,Pembrokeshire 006A,W06000009,Pembrokeshire,4.24,9.64,-5.26,-0.15,11.06,5.47,3.25,2.3,-9.16,2.94,10.78,4.82,5.16,17.72,-0.86,-3.25,11.32,5.90
W01000572,Pembrokeshire 005D,W06000009,Pembrokeshire,1.98,-5.99,13.93,-4.8,6.84,9.22,2.74,-5.39,19.42,-6.69,6.21,16.79,1.28,-6.59,8.16,-2.82,7.47,4.63
W01000573,Pembrokeshire 006B,W06000009,Pembrokeshire,-3.27,-6.87,-16.04,-8.76,5.52,11.68,-1.64,8.72,-10.56,-13.23,4.00,16.37,-4.75,-20.56,-21.19,-4.08,7.02,8.56
