LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000047,Gwynedd 011A,W06000002,Gwynedd,-2.06,-14.21,5.16,-12.34,0,13.62,-2.83,-3.23,0,-14.35,-4.62,16.28,-1.34,-24.04,10,-10,4.38,11.63
W01000048,Gwynedd 016A,W06000002,Gwynedd,-3.42,-7.79,-15.65,-2.19,-15.2,14.11,-5.24,-12.1,-22.5,-0.54,-18.66,16.44,-1.7,-2.8,-7.46,-3.85,-12.35,12.30
W01000049,Gwynedd 016B,W06000002,Gwynedd,-4.11,7.91,-27.27,-13.88,0,11.80,-3.98,22.73,-36.17,-21.28,9.09,13.04,-4.27,-5.48,-19.23,-3.1,-9.52,10.47
W01000050,Gwynedd 003A,W06000002,Gwynedd,0.99,-5.19,4.9,-4.19,-4.09,21.22,0.97,2.59,7.41,-4.45,-8.24,21.30,1.01,-13.04,1.61,-3.91,0.68,21.17
W01000051,Gwynedd 015A,W06000002,Gwynedd,-1.62,-3.37,-12.17,-4.29,5.46,3.42,-0.72,-2.29,-13.56,-3.49,8.19,5.32,-2.49,-4.64,-10.71,-5.08,2.82,1.99
W01000052,Gwynedd 004A,W06000002,Gwynedd,-0.09,-7.66,1.56,-5.66,-11.57,36.99,0.35,-9.24,13.11,-9.14,-7.63,39.02,-0.52,-5.83,-8.96,-2.08,-15.32,35.16
W01000053,Gwynedd 004B,W06000002,Gwynedd,2.19,-11.5,-1.46,4.69,7.05,10.17,3.43,-0.83,3.23,3.29,0.00,15.12,0.87,-23.58,-5.33,6.25,15.45,5.49
W01000054,Gwynedd 007A,W06000002,Gwynedd,-0.18,-4.86,-8.59,-2.51,4.31,5.88,0.36,-5.38,-11.27,-2.44,8.82,7.81,-0.7,-4.35,-5.26,-2.58,0,4.35
W01000056,Gwynedd 009A,W06000002,Gwynedd,0.5,6.73,-5.51,-4.68,2.5,5.28,-0.33,8.52,-10.69,-4.76,-4.64,12.86,1.36,4.82,0.95,-4.59,10.84,-1.23
W01000057,Gwynedd 016C,W06000002,Gwynedd,-4.6,1.16,-27.89,-11.89,-9.83,14.93,-3.06,6.74,-29.47,-10.88,-3.61,15.34,-6.25,-4.76,-25,-12.99,-15.56,14.53
W01000059,Gwynedd 006A,W06000002,Gwynedd,-0.67,-6.33,-1.53,-3.2,-0.27,9.69,-1.06,-6.47,2.48,-8.98,-2.11,19.88,-0.28,-6.15,-4.96,2.4,1.68,1.81
W01000060,Gwynedd 015B,W06000002,Gwynedd,-6.12,-12.97,-21.95,-13.32,-0.33,11.59,-3.77,-4.44,-29.87,-9.68,0.66,20.00,-8.51,-21.05,-8.7,-17.03,-1.35,4.69
W01000061,Gwynedd 011B,W06000002,Gwynedd,-0.97,1.25,-8.93,-11.19,-3.26,10.59,-3.11,-6.67,-3.7,-16.1,1.12,9.55,0.97,9.17,-13.79,-5.69,-7.37,11.32
W01000062,Gwynedd 001A,W06000002,Gwynedd,13.14,-20.63,37.12,-6.15,3.6,0.00,13.7,-15.15,43.24,-4.76,-8.70,4.76,12.47,-26.67,31.13,-8.49,27.66,-3.13
W01000063,Gwynedd 005A,W06000002,Gwynedd,2.3,-7.73,15.28,-5.89,5.88,24.30,2.94,-1.54,17.39,-11.94,10.61,34.31,1.66,-13.59,13.16,0.6,0.62,17.45
W01000064,Gwynedd 002A,W06000002,Gwynedd,8.5,11.38,13.73,6.86,3.37,8.46,11.16,18.14,11.85,7.36,4.76,17.12,5.85,3.45,15.44,6.31,2,2.01
W01000065,Gwynedd 009B,W06000002,Gwynedd,-0.64,23.08,-15.27,-8.38,-3.64,6.06,0.55,28.17,-6.67,-10.67,-6.20,13.59,-1.79,18.82,-22.54,-5.77,-0.85,0.00
W01000066,Gwynedd 010A,W06000002,Gwynedd,-1.44,-6.32,-11.48,-4.53,-12.13,18.33,-1.01,3.37,-19.7,-4.43,-13.04,20.42,-1.88,-16.47,-1.79,-4.64,-11.19,16.46
W01000067,Gwynedd 016D,W06000002,Gwynedd,-1.99,-16.25,-3.33,-8.05,-1.16,14.02,-4.45,-17.86,1.64,-11.05,-6.06,14.53,0.52,-14.47,-8.47,-4.43,3.97,13.64
W01000068,Gwynedd 016E,W06000002,Gwynedd,-0.48,-10.08,14.47,-2.91,4.93,-1.81,4.03,-3.03,35.38,-6.53,11.56,3.15,-4.31,-17.46,-1.15,0.47,-1.27,-4.88
W01000069,Gwynedd 013A,W06000002,Gwynedd,-2.68,13.14,-19.53,-1.98,-14.82,4.58,-1.87,18.48,-21.88,-6.84,-14.97,11.21,-3.45,7.23,-17.19,3.66,-14.67,-0.35
W01000070,Gwynedd 012A,W06000002,Gwynedd,-6.21,-13.42,-3.01,-11.92,-5.8,5.96,-7.63,-23.36,24.24,-15.28,-2.99,0.70,-4.62,1.06,-29.85,-7.69,-8.45,11.19
W01000071,Gwynedd 003B,W06000002,Gwynedd,-2.61,-8.24,-3.4,-6.78,5.15,12.40,-2.4,-10.31,4.29,-6.96,-1.81,26.36,-2.82,-6.05,-10.39,-6.6,13.37,2.03
W01000072,Gwynedd 002B,W06000002,Gwynedd,1.87,-1.82,18.32,-1.48,-0.34,-6.63,0.9,-5.19,19.47,-4.64,2.67,-9.49,2.8,1.43,17.19,1.93,-3.55,-4.62
W01000073,Gwynedd 008A,W06000002,Gwynedd,2.03,-0.68,-5.65,-6.06,5.11,18.35,1.42,3.6,-15.46,-8.27,9.47,17.90,2.64,-4.49,6.25,-3.6,1.09,18.79
W01000074,Gwynedd 013B,W06000002,Gwynedd,-6.14,-13.41,-11.64,-14,-11,12.58,-6.09,-15.57,-24.35,-8.94,-11.89,17.78,-6.2,-11.29,8.11,-19.03,-10.12,8.08
W01000075,Gwynedd 002C,W06000002,Gwynedd,-2.81,-11.01,3.12,-5.97,-1.91,3.28,-2.47,-5.13,4.4,-5.93,-5.10,0.00,-3.16,-17.27,1.75,-6.01,0.9,5.83
W01000076,Gwynedd 001B,W06000002,Gwynedd,-10.7,3.36,-20.73,2.53,-24.84,6.04,-10.6,5.08,-23.26,5.58,-36.36,28.79,-10.82,1.67,-17.94,-2.13,-10.96,-6.90
W01000077,Gwynedd 001C,W06000002,Gwynedd,9.16,13.74,30.92,-0.77,1.52,-15.56,13.46,14.75,36.41,3.56,-4.00,1.56,4.97,12.86,26.27,-6.71,8.77,-25.00
W01000078,Gwynedd 011C,W06000002,Gwynedd,-3.31,-2.29,-10.26,-6.77,5.48,-3.31,-2.33,-11.43,-6.93,-2.87,9.03,-1.49,-4.26,8.2,-13.83,-10.92,1.94,-4.55
W01000079,Gwynedd 013C,W06000002,Gwynedd,-6.38,-20.8,4.3,-15.49,-13.69,7.25,-8.74,-23.33,3.85,-18.52,-17.07,6.71,-4.11,-18.46,4.88,-12.38,-10.17,7.69
W01000080,Gwynedd 014C,W06000002,Gwynedd,-0.26,18.13,-5.65,4.92,-6.51,-4.40,1.22,20.21,6.78,0.51,-0.69,-5.67,-1.59,15.58,-16.92,10,-11.66,-3.49
W01000081,Gwynedd 005B,W06000002,Gwynedd,4.18,6.19,16.93,-2.34,10.45,3.84,4.71,4.57,5.66,-1.03,10.11,12.75,3.66,8.11,31.33,-3.67,10.83,-1.65
W01000082,Gwynedd 015C,W06000002,Gwynedd,-3.24,2.23,-11.02,-9.59,-1.5,4.93,-0.89,2.22,11.86,-11.67,-0.75,8.33,-5.62,2.25,-33.9,-7.32,-2.26,1.87
W01000083,Gwynedd 015D,W06000002,Gwynedd,3.04,19.8,-13.57,-3.18,2.16,9.09,3.33,20.56,-7.89,-4.31,-0.69,12.90,2.71,18.95,-20.31,-1.79,5.22,5.43
W01000084,Gwynedd 014D,W06000002,Gwynedd,-1.11,-10.14,0,-9.89,0,10.58,-3.87,-15.28,-1.79,-7.87,-3.57,5.65,1.59,-4.55,2.27,-11.76,3.77,14.67
W01000085,Gwynedd 017C,W06000002,Gwynedd,-0.05,-3.64,3.75,-1.17,-11.02,10.02,-1.35,-15.38,8.14,-3.14,-8.82,9.89,1.28,13.33,-1.35,0.97,-13.1,10.13
