LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
W01000736,Swansea 028A,W06000011,Swansea,-1.06,8.7,-15.69,-4.7,-6.36,5.60,0.46,10.83,-18.29,-3.08,-7.07,9.65,-2.52,5.88,-12.68,-6.22,-5.74,2.21
W01000737,Swansea 028B,W06000011,Swansea,0.33,-8.33,-4.17,-4.55,0.57,8.97,0.7,-8.91,-19.4,-4.17,2.98,16.39,0,-7.77,15.09,-4.95,-1.65,4.21
W01000738,Swansea 014A,W06000011,Swansea,2.68,4.79,3.83,-6.43,14.85,6.04,4.03,9.79,5.19,-5.48,10.76,9.09,1.32,-0.55,2.38,-7.37,19.31,3.47
W01000739,Swansea 014B,W06000011,Swansea,6.11,-1.4,2.17,11.01,1.11,16.77,6.23,-0.59,0,14.07,-2.96,13.95,5.99,-2.12,4.51,8.07,5.19,19.75
W01000740,Swansea 014C,W06000011,Swansea,3.95,-11.79,-14.14,-7.01,1.92,36.08,-1.32,-14.53,-17.65,-6.13,-1.60,26.38,9.02,-8.93,-10.11,-7.98,5.68,42.40
W01000741,Swansea 014D,W06000011,Swansea,1.78,4.59,-9.36,8.12,2.01,-2.41,3.59,6.9,-7.29,3.88,16.08,-4.29,0.12,2.17,-11.21,12.29,-10.97,-0.95
W01000742,Swansea 016A,W06000011,Swansea,13.31,24.14,6.01,14.19,12.85,7.58,13.88,25.76,7.69,12.98,12.42,11.86,12.68,22.48,3.88,15.77,13.33,4.11
W01000744,Swansea 016B,W06000011,Swansea,0.99,17.14,-19.92,1.45,8.3,0.00,2.64,37.5,-27.27,3.24,8.87,2.17,-0.83,0,-10.19,-0.71,7.69,-2.00
W01000745,Swansea 025B,W06000011,Swansea,4.18,14.61,-9.32,10.98,6.87,6.70,2.58,15.52,-10.93,7.06,6.82,7.77,6.47,13.59,-7.24,18.09,6.96,5.66
W01000746,Swansea 025C,W06000011,Swansea,-4.25,25.38,-21.22,-0.97,-1.56,3.74,-2.58,34.33,-28.97,3.1,0.00,20.25,-6.15,15.87,-12.5,-6.42,-3.33,-8.33
W01000747,Swansea 024A,W06000011,Swansea,1.58,10.11,-13.25,11.65,11.56,7.69,2.72,12.24,-16.86,14.29,16.19,27.78,0,7.78,-7.64,7.59,4.41,-7.22
W01000749,Swansea 026A,W06000011,Swansea,-0.1,-12.39,-1.38,4.95,0.69,0.69,0.8,-11.3,-0.87,5.99,3.77,-1.13,-1.04,-13.45,-1.96,3.61,-3.05,1.93
W01000750,Swansea 002A,W06000011,Swansea,-5.74,-11.07,-13.78,-15.45,8.45,5.07,-5.24,-11.11,-13.1,-17.44,8.39,12.68,-6.18,-11.03,-14.29,-13.36,8.5,-0.52
W01000751,Swansea 002B,W06000011,Swansea,0.07,-5.24,-7.03,4.63,-8.07,8.31,0.43,-7.22,-12.31,8.91,-9.64,9.52,-0.28,-3.19,-1.59,0,-6.63,7.25
W01000752,Swansea 002C,W06000011,Swansea,1.06,4.92,-12.87,0.78,1.03,10.73,1.49,5.49,-15.84,0.4,2.78,16.25,0.65,4.35,-9.9,1.13,-0.68,6.19
W01000753,Swansea 002D,W06000011,Swansea,-2.94,-0.68,-15,-5.73,3.8,3.98,-3.89,0,-7.92,-10.28,0.00,6.67,-2.02,-1.34,-22.22,-1.19,7.63,1.80
