LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,A_All,A_0to14,A_15to24,A_25to49,A_50to64,A_65plus,M_All,M_0to14,M_15to24,M_25to49,M_50to64,M_65plus,F_All,F_0to14,F_15to24,F_25to49,F_50to64,F_65plus
E01002392,Hillingdon 020A,E09000017,Hillingdon,7.44,7.65,10.34,3.25,30.56,-7.25,8.09,8.56,21.36,-3.13,34.38,0.00,6.81,6.67,-1,8.99,26.19,-11.63
E01002393,Hillingdon 020B,E09000017,Hillingdon,9,17.01,-8.19,8.96,13.24,10.37,10.33,17.07,-2.86,7.84,17.24,11.94,7.62,16.93,-13.48,10.05,8.66,9.28
E01002394,Hillingdon 021A,E09000017,Hillingdon,8.43,15.38,-8.73,13.21,10.67,-3.13,14.37,22.84,-3.74,17.67,17.70,1.15,2.54,7.77,-13.11,8.45,3.57,-6.67
E01002395,Hillingdon 021B,E09000017,Hillingdon,-0.97,-2.95,-16.6,5.07,3.35,3.51,1.33,-2.91,-16.31,12.13,5.50,-1.67,-3.46,-2.99,-16.96,-2.3,1,9.26
E01002396,Hillingdon 026A,E09000017,Hillingdon,6.43,11.82,-12.73,7.9,13.25,13.47,7.76,15.87,-12.35,10.06,10.40,15.00,5.05,7.58,-13.16,5.62,16.51,12.39
E01002397,Hillingdon 021C,E09000017,Hillingdon,18.68,31.03,-13.89,25.03,30.17,11.11,20.56,36.97,-17.49,31.65,22.46,17.74,16.57,25.68,-9.22,17.7,41.49,4.69
E01002398,Hillingdon 021D,E09000017,Hillingdon,10.44,10.39,-16.33,19.22,24.9,2.26,12.12,9.38,-14.74,22.19,29.60,0.00,8.51,11.72,-18.12,15.81,19.83,4.44
E01002399,Hillingdon 021E,E09000017,Hillingdon,1.91,-0.28,-11.83,5.71,5.38,7.36,6.03,0,-2.21,11.61,8.28,5.63,-2.52,-0.59,-22.22,-0.96,2.24,8.70
E01002400,Hillingdon 024A,E09000017,Hillingdon,5.94,13.62,-16.55,10.13,7.39,6.49,1.31,9.44,-26.35,8.78,-3.97,11.11,10.93,18.65,-3.88,11.59,20.3,3.55
E01002401,Hillingdon 024B,E09000017,Hillingdon,23.69,30.91,0.75,36.62,12.36,11.98,27.44,30.96,11.57,38.17,14.58,20.73,20.02,30.85,-8.16,35.05,9.76,5.45
E01002402,Hillingdon 024C,E09000017,Hillingdon,11.54,23.21,-5.86,13.92,2.42,21.26,13.12,17.49,-5.51,15.08,13.39,29.31,9.95,29.52,-6.2,12.68,-6.62,14.49
E01002403,Hillingdon 024D,E09000017,Hillingdon,36.85,46.54,11.59,52.17,18.11,21.57,38.13,49.13,11.32,53.53,23.39,20.83,35.63,43.97,11.89,50.98,13.08,22.22
E01002404,Hillingdon 024E,E09000017,Hillingdon,11.1,6.75,4.15,12.46,17.34,18.92,12.32,8.77,10.53,11.36,19.20,20.00,9.9,4.76,-1.57,13.62,15.45,18.07
E01002405,Hillingdon 027A,E09000017,Hillingdon,8.57,18.73,-10.82,13.22,-0.66,18.99,9.94,17.7,-11.76,15.09,6.37,17.07,7.13,20,-9.88,11.27,-8.28,20.62
E01002406,Hillingdon 027B,E09000017,Hillingdon,17.43,13.04,16.02,17.51,26.09,18.18,22.09,21.63,20,18.34,36.11,23.75,12.54,4.2,11.73,16.58,15.15,14.02
E01002407,Hillingdon 030A,E09000017,Hillingdon,39.81,38.59,11.35,57.01,29.35,25.88,47.32,53.6,17.3,61.46,41.13,22.99,32.29,25.61,5.41,52.27,17.04,28.92
E01002408,Hillingdon 019A,E09000017,Hillingdon,2.75,-2.55,-5.65,6.04,7.11,7.82,3.38,3.42,-15.54,11.04,1.87,10.00,2.1,-9.3,5.19,0.68,12.5,6.06
E01002409,Hillingdon 019B,E09000017,Hillingdon,4.22,3.43,-8.56,7.91,2.04,10.69,4.51,7.22,-17.76,12.85,12.61,-1.80,3.94,-0.54,4.76,3.25,-6.72,19.87
