"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02003987","Carlisle 001","E07000028","Carlisle","E12000002","North West",670,770,590,170
"E02003988","Carlisle 002","E07000028","Carlisle","E12000002","North West",680,770,600,170
"E02003989","Carlisle 003","E07000028","Carlisle","E12000002","North West",820,920,720,210
"E02003990","Carlisle 004","E07000028","Carlisle","E12000002","North West",860,980,760,220
"E02003991","Carlisle 005","E07000028","Carlisle","E12000002","North West",750,850,660,200
"E02003992","Carlisle 006","E07000028","Carlisle","E12000002","North West",620,710,540,170
"E02003993","Carlisle 007","E07000028","Carlisle","E12000002","North West",810,910,710,200
"E02003994","Carlisle 008","E07000028","Carlisle","E12000002","North West",540,620,470,140
"E02003995","Carlisle 009","E07000028","Carlisle","E12000002","North West",530,600,460,140
"E02003996","Carlisle 010","E07000028","Carlisle","E12000002","North West",610,700,520,170
"E02003997","Carlisle 011","E07000028","Carlisle","E12000002","North West",520,590,450,130
"E02003998","Carlisle 012","E07000028","Carlisle","E12000002","North West",560,630,490,140
"E02003999","Carlisle 013","E07000028","Carlisle","E12000002","North West",800,910,700,210
