"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004878","East Hertfordshire 001","E07000097","East Hertfordshire","E12000006","East of England",890,1010,790,220
"E02004879","East Hertfordshire 002","E07000097","East Hertfordshire","E12000006","East of England",940,1060,830,230
"E02004880","East Hertfordshire 003","E07000097","East Hertfordshire","E12000006","East of England",1080,1220,950,270
"E02004881","East Hertfordshire 004","E07000097","East Hertfordshire","E12000006","East of England",1010,1140,890,250
"E02004882","East Hertfordshire 005","E07000097","East Hertfordshire","E12000006","East of England",1050,1190,930,260
"E02004883","East Hertfordshire 006","E07000097","East Hertfordshire","E12000006","East of England",900,1020,800,230
"E02004884","East Hertfordshire 007","E07000097","East Hertfordshire","E12000006","East of England",840,950,740,210
"E02004885","East Hertfordshire 008","E07000097","East Hertfordshire","E12000006","East of England",1150,1310,1010,290
"E02004886","East Hertfordshire 009","E07000097","East Hertfordshire","E12000006","East of England",920,1050,810,230
"E02004887","East Hertfordshire 010","E07000097","East Hertfordshire","E12000006","East of England",970,1100,860,240
"E02004888","East Hertfordshire 011","E07000097","East Hertfordshire","E12000006","East of England",910,1030,800,220
"E02004889","East Hertfordshire 012","E07000097","East Hertfordshire","E12000006","East of England",860,980,760,210
"E02004890","East Hertfordshire 013","E07000097","East Hertfordshire","E12000006","East of England",980,1110,860,240
"E02004891","East Hertfordshire 014","E07000097","East Hertfordshire","E12000006","East of England",1040,1180,920,260
"E02004892","East Hertfordshire 015","E07000097","East Hertfordshire","E12000006","East of England",810,920,710,200
"E02004893","East Hertfordshire 016","E07000097","East Hertfordshire","E12000006","East of England",1120,1270,980,290
"E02004894","East Hertfordshire 017","E07000097","East Hertfordshire","E12000006","East of England",1020,1150,900,260
"E02004895","East Hertfordshire 018","E07000097","East Hertfordshire","E12000006","East of England",940,1070,830,230
