"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004802","Rushmoor 001","E07000092","Rushmoor","E12000008","South East",790,900,690,210
"E02004803","Rushmoor 002","E07000092","Rushmoor","E12000008","South East",690,810,590,220
"E02004804","Rushmoor 003","E07000092","Rushmoor","E12000008","South East",1010,1150,890,260
"E02004805","Rushmoor 004","E07000092","Rushmoor","E12000008","South East",1220,1400,1060,350
"E02004806","Rushmoor 005","E07000092","Rushmoor","E12000008","South East",1130,1280,1000,280
"E02004807","Rushmoor 006","E07000092","Rushmoor","E12000008","South East",870,990,770,210
"E02004808","Rushmoor 007","E07000092","Rushmoor","E12000008","South East",930,1060,820,230
"E02004809","Rushmoor 008","E07000092","Rushmoor","E12000008","South East",580,920,370,550
"E02004810","Rushmoor 009","E07000092","Rushmoor","E12000008","South East",890,1010,780,230
"E02004811","Rushmoor 010","E07000092","Rushmoor","E12000008","South East",720,830,620,210
"E02004812","Rushmoor 011","E07000092","Rushmoor","E12000008","South East",980,1110,860,250
"E02004813","Rushmoor 012","E07000092","Rushmoor","E12000008","South East",720,810,630,180
