"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02003421","Windsor and Maidenhead 001","E06000040","Windsor and Maidenhead","E12000008","South East",1070,1220,950,270
"E02003422","Windsor and Maidenhead 002","E06000040","Windsor and Maidenhead","E12000008","South East",1070,1210,950,260
"E02003423","Windsor and Maidenhead 003","E06000040","Windsor and Maidenhead","E12000008","South East",850,960,750,210
"E02003424","Windsor and Maidenhead 004","E06000040","Windsor and Maidenhead","E12000008","South East",1190,1350,1050,300
"E02003425","Windsor and Maidenhead 005","E06000040","Windsor and Maidenhead","E12000008","South East",850,970,750,210
"E02003426","Windsor and Maidenhead 006","E06000040","Windsor and Maidenhead","E12000008","South East",1090,1230,960,270
"E02003427","Windsor and Maidenhead 007","E06000040","Windsor and Maidenhead","E12000008","South East",930,1050,820,230
"E02003428","Windsor and Maidenhead 008","E06000040","Windsor and Maidenhead","E12000008","South East",990,1110,870,240
"E02003429","Windsor and Maidenhead 009","E06000040","Windsor and Maidenhead","E12000008","South East",1080,1230,960,270
"E02003430","Windsor and Maidenhead 010","E06000040","Windsor and Maidenhead","E12000008","South East",960,1090,850,240
"E02003431","Windsor and Maidenhead 011","E06000040","Windsor and Maidenhead","E12000008","South East",980,1100,870,240
"E02003432","Windsor and Maidenhead 012","E06000040","Windsor and Maidenhead","E12000008","South East",1100,1260,960,290
"E02003433","Windsor and Maidenhead 013","E06000040","Windsor and Maidenhead","E12000008","South East",940,1060,830,230
"E02003434","Windsor and Maidenhead 014","E06000040","Windsor and Maidenhead","E12000008","South East",870,990,770,220
"E02003435","Windsor and Maidenhead 015","E06000040","Windsor and Maidenhead","E12000008","South East",1220,1380,1080,300
"E02003436","Windsor and Maidenhead 016","E06000040","Windsor and Maidenhead","E12000008","South East",1060,1200,940,260
"E02003437","Windsor and Maidenhead 017","E06000040","Windsor and Maidenhead","E12000008","South East",1080,1230,960,270
"E02003438","Windsor and Maidenhead 018","E06000040","Windsor and Maidenhead","E12000008","South East",1140,1300,1010,290
