"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02003389","Reading 001","E06000038","Reading","E12000008","South East",1010,1140,890,240
"E02003390","Reading 002","E06000038","Reading","E12000008","South East",1430,1650,1250,400
"E02003391","Reading 003","E06000038","Reading","E12000008","South East",1090,1230,960,270
"E02003392","Reading 004","E06000038","Reading","E12000008","South East",950,1080,840,240
"E02003393","Reading 005","E06000038","Reading","E12000008","South East",960,1090,850,240
"E02003394","Reading 006","E06000038","Reading","E12000008","South East",720,810,630,180
"E02003395","Reading 007","E06000038","Reading","E12000008","South East",840,960,740,220
"E02003396","Reading 008","E06000038","Reading","E12000008","South East",880,1000,780,220
"E02003397","Reading 009","E06000038","Reading","E12000008","South East",740,830,650,180
"E02003398","Reading 010","E06000038","Reading","E12000008","South East",820,940,710,230
"E02003399","Reading 011","E06000038","Reading","E12000008","South East",900,1050,770,280
"E02003400","Reading 012","E06000038","Reading","E12000008","South East",960,1100,830,260
"E02003401","Reading 013","E06000038","Reading","E12000008","South East",820,930,730,210
"E02003402","Reading 014","E06000038","Reading","E12000008","South East",940,1080,830,250
"E02003403","Reading 015","E06000038","Reading","E12000008","South East",760,860,670,190
"E02003404","Reading 016","E06000038","Reading","E12000008","South East",780,900,680,220
"E02003405","Reading 017","E06000038","Reading","E12000008","South East",670,760,590,170
"E02003406","Reading 018","E06000038","Reading","E12000008","South East",720,820,640,180
