"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004403","Wealden 001","E07000065","Wealden","E12000008","South East",1080,1230,960,270
"E02004404","Wealden 002","E07000065","Wealden","E12000008","South East",1120,1270,990,280
"E02004405","Wealden 003","E07000065","Wealden","E12000008","South East",1000,1130,880,250
"E02004406","Wealden 004","E07000065","Wealden","E12000008","South East",960,1090,840,240
"E02004407","Wealden 005","E07000065","Wealden","E12000008","South East",990,1120,880,250
"E02004408","Wealden 006","E07000065","Wealden","E12000008","South East",910,1030,800,220
"E02004409","Wealden 007","E07000065","Wealden","E12000008","South East",1030,1170,910,260
"E02004410","Wealden 008","E07000065","Wealden","E12000008","South East",1030,1160,910,260
"E02004411","Wealden 009","E07000065","Wealden","E12000008","South East",860,970,760,210
"E02004412","Wealden 010","E07000065","Wealden","E12000008","South East",880,990,780,220
"E02004413","Wealden 011","E07000065","Wealden","E12000008","South East",890,1000,790,220
"E02004414","Wealden 012","E07000065","Wealden","E12000008","South East",1030,1160,910,250
"E02004415","Wealden 013","E07000065","Wealden","E12000008","South East",1010,1140,890,250
"E02004416","Wealden 014","E07000065","Wealden","E12000008","South East",860,970,760,210
"E02004417","Wealden 015","E07000065","Wealden","E12000008","South East",720,820,640,180
"E02004418","Wealden 016","E07000065","Wealden","E12000008","South East",720,820,640,180
"E02004419","Wealden 017","E07000065","Wealden","E12000008","South East",620,710,550,160
"E02004420","Wealden 018","E07000065","Wealden","E12000008","South East",800,900,700,200
"E02004421","Wealden 019","E07000065","Wealden","E12000008","South East",670,760,590,170
"E02004422","Wealden 020","E07000065","Wealden","E12000008","South East",740,830,650,180
"E02004423","Wealden 021","E07000065","Wealden","E12000008","South East",730,830,640,190
