"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02000984","Bolton 001","E08000001","Bolton","E12000002","North West",1000,1140,870,260
"E02000985","Bolton 002","E08000001","Bolton","E12000002","North West",880,1000,780,220
"E02000986","Bolton 003","E08000001","Bolton","E12000002","North West",740,840,660,180
"E02000987","Bolton 004","E08000001","Bolton","E12000002","North West",570,640,500,150
"E02000988","Bolton 005","E08000001","Bolton","E12000002","North West",590,670,520,150
"E02000989","Bolton 006","E08000001","Bolton","E12000002","North West",740,840,650,180
"E02000990","Bolton 007","E08000001","Bolton","E12000002","North West",810,920,720,200
"E02000991","Bolton 008","E08000001","Bolton","E12000002","North West",680,760,600,170
"E02000992","Bolton 009","E08000001","Bolton","E12000002","North West",730,830,650,180
"E02000993","Bolton 010","E08000001","Bolton","E12000002","North West",530,600,460,140
"E02000994","Bolton 011","E08000001","Bolton","E12000002","North West",460,520,400,120
"E02000995","Bolton 012","E08000001","Bolton","E12000002","North West",680,770,600,170
"E02000996","Bolton 013","E08000001","Bolton","E12000002","North West",510,590,450,140
"E02000997","Bolton 014","E08000001","Bolton","E12000002","North West",760,860,670,190
"E02000998","Bolton 015","E08000001","Bolton","E12000002","North West",510,580,450,130
"E02000999","Bolton 016","E08000001","Bolton","E12000002","North West",370,430,320,110
"E02001000","Bolton 017","E08000001","Bolton","E12000002","North West",540,610,470,130
"E02001001","Bolton 018","E08000001","Bolton","E12000002","North West",740,840,650,190
"E02001002","Bolton 019","E08000001","Bolton","E12000002","North West",610,700,540,160
"E02001003","Bolton 020","E08000001","Bolton","E12000002","North West",950,1080,830,250
"E02001004","Bolton 021","E08000001","Bolton","E12000002","North West",500,580,430,150
"E02001005","Bolton 022","E08000001","Bolton","E12000002","North West",560,640,490,150
"E02001006","Bolton 023","E08000001","Bolton","E12000002","North West",590,680,500,180
"E02001007","Bolton 024","E08000001","Bolton","E12000002","North West",560,640,500,150
"E02001008","Bolton 025","E08000001","Bolton","E12000002","North West",540,640,460,180
"E02001009","Bolton 026","E08000001","Bolton","E12000002","North West",510,570,440,130
"E02001010","Bolton 027","E08000001","Bolton","E12000002","North West",530,600,470,130
"E02001011","Bolton 028","E08000001","Bolton","E12000002","North West",820,930,720,210
"E02001012","Bolton 029","E08000001","Bolton","E12000002","North West",690,800,590,210
"E02001013","Bolton 030","E08000001","Bolton","E12000002","North West",820,930,730,210
"E02001014","Bolton 031","E08000001","Bolton","E12000002","North West",630,710,550,160
"E02001015","Bolton 032","E08000001","Bolton","E12000002","North West",490,560,430,130
"E02001016","Bolton 033","E08000001","Bolton","E12000002","North West",560,640,490,150
"E02001017","Bolton 034","E08000001","Bolton","E12000002","North West",590,680,520,160
"E02001018","Bolton 035","E08000001","Bolton","E12000002","North West",890,1020,780,240
