"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004356","Eastbourne 001","E07000061","Eastbourne","E12000008","South East",760,860,660,200
"E02004357","Eastbourne 002","E07000061","Eastbourne","E12000008","South East",690,780,610,170
"E02004358","Eastbourne 003","E07000061","Eastbourne","E12000008","South East",620,710,550,160
"E02004359","Eastbourne 004","E07000061","Eastbourne","E12000008","South East",700,790,620,170
"E02004361","Eastbourne 006","E07000061","Eastbourne","E12000008","South East",820,930,720,200
"E02004362","Eastbourne 007","E07000061","Eastbourne","E12000008","South East",770,880,680,190
"E02004363","Eastbourne 008","E07000061","Eastbourne","E12000008","South East",740,840,650,190
"E02004364","Eastbourne 009","E07000061","Eastbourne","E12000008","South East",740,840,650,190
"E02004365","Eastbourne 010","E07000061","Eastbourne","E12000008","South East",650,740,570,170
"E02004366","Eastbourne 011","E07000061","Eastbourne","E12000008","South East",680,780,600,180
"E02004367","Eastbourne 012","E07000061","Eastbourne","E12000008","South East",760,880,670,210
"E02006857","Eastbourne 013","E07000061","Eastbourne","E12000008","South East",680,770,600,170
"E02006858","Eastbourne 014","E07000061","Eastbourne","E12000008","South East",780,890,690,200
