"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02002043","Sandwell 001","E08000028","Sandwell","E12000005","West Midlands",570,650,500,140
"E02002044","Sandwell 002","E08000028","Sandwell","E12000005","West Midlands",560,630,490,140
"E02002045","Sandwell 003","E08000028","Sandwell","E12000005","West Midlands",520,590,460,130
"E02002046","Sandwell 004","E08000028","Sandwell","E12000005","West Midlands",500,560,440,130
"E02002047","Sandwell 005","E08000028","Sandwell","E12000005","West Midlands",500,570,440,130
"E02002048","Sandwell 006","E08000028","Sandwell","E12000005","West Midlands",720,810,630,180
"E02002049","Sandwell 007","E08000028","Sandwell","E12000005","West Midlands",580,650,510,140
"E02002051","Sandwell 009","E08000028","Sandwell","E12000005","West Midlands",490,550,430,130
"E02002052","Sandwell 010","E08000028","Sandwell","E12000005","West Midlands",530,600,470,140
"E02002053","Sandwell 011","E08000028","Sandwell","E12000005","West Midlands",630,720,560,170
"E02002054","Sandwell 012","E08000028","Sandwell","E12000005","West Midlands",640,720,560,160
"E02002055","Sandwell 013","E08000028","Sandwell","E12000005","West Midlands",600,690,520,170
"E02002056","Sandwell 014","E08000028","Sandwell","E12000005","West Midlands",470,530,410,120
"E02002057","Sandwell 015","E08000028","Sandwell","E12000005","West Midlands",520,600,460,140
"E02002058","Sandwell 016","E08000028","Sandwell","E12000005","West Midlands",610,700,540,160
"E02002059","Sandwell 017","E08000028","Sandwell","E12000005","West Midlands",500,570,440,130
"E02002060","Sandwell 018","E08000028","Sandwell","E12000005","West Midlands",480,550,420,130
"E02002061","Sandwell 019","E08000028","Sandwell","E12000005","West Midlands",490,560,430,130
"E02002062","Sandwell 020","E08000028","Sandwell","E12000005","West Midlands",450,520,400,120
"E02002063","Sandwell 021","E08000028","Sandwell","E12000005","West Midlands",570,640,500,140
"E02002064","Sandwell 022","E08000028","Sandwell","E12000005","West Midlands",630,720,550,180
"E02002065","Sandwell 023","E08000028","Sandwell","E12000005","West Midlands",550,650,460,190
"E02002066","Sandwell 024","E08000028","Sandwell","E12000005","West Midlands",520,590,460,130
"E02002067","Sandwell 025","E08000028","Sandwell","E12000005","West Midlands",590,670,520,150
"E02002068","Sandwell 026","E08000028","Sandwell","E12000005","West Midlands",490,570,430,140
"E02002069","Sandwell 027","E08000028","Sandwell","E12000005","West Midlands",490,560,430,130
"E02002070","Sandwell 028","E08000028","Sandwell","E12000005","West Midlands",480,560,410,140
"E02002071","Sandwell 029","E08000028","Sandwell","E12000005","West Midlands",570,660,500,160
"E02002072","Sandwell 030","E08000028","Sandwell","E12000005","West Midlands",590,670,520,150
"E02002073","Sandwell 031","E08000028","Sandwell","E12000005","West Midlands",530,600,470,140
"E02002074","Sandwell 032","E08000028","Sandwell","E12000005","West Midlands",600,690,530,160
"E02002075","Sandwell 033","E08000028","Sandwell","E12000005","West Midlands",550,620,480,140
"E02002076","Sandwell 034","E08000028","Sandwell","E12000005","West Midlands",730,830,640,200
"E02002077","Sandwell 035","E08000028","Sandwell","E12000005","West Midlands",550,620,480,140
"E02002078","Sandwell 036","E08000028","Sandwell","E12000005","West Midlands",700,790,610,170
"E02002079","Sandwell 037","E08000028","Sandwell","E12000005","West Midlands",570,650,510,150
"E02002080","Sandwell 038","E08000028","Sandwell","E12000005","West Midlands",560,640,500,140
"E02006810","Sandwell 039","E08000028","Sandwell","E12000005","West Midlands",620,710,550,160
