"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02005041","Dover 001","E07000108","Dover","E12000008","South East",860,970,760,210
"E02005042","Dover 002","E07000108","Dover","E12000008","South East",760,860,670,190
"E02005043","Dover 003","E07000108","Dover","E12000008","South East",720,820,640,180
"E02005044","Dover 004","E07000108","Dover","E12000008","South East",760,850,670,190
"E02005045","Dover 005","E07000108","Dover","E12000008","South East",690,780,610,170
"E02005046","Dover 006","E07000108","Dover","E12000008","South East",670,760,590,170
"E02005047","Dover 007","E07000108","Dover","E12000008","South East",680,770,600,170
"E02005048","Dover 008","E07000108","Dover","E12000008","South East",820,920,720,200
"E02005049","Dover 009","E07000108","Dover","E12000008","South East",810,920,720,210
"E02005050","Dover 010","E07000108","Dover","E12000008","South East",830,930,730,200
"E02005051","Dover 011","E07000108","Dover","E12000008","South East",660,750,580,170
"E02005052","Dover 012","E07000108","Dover","E12000008","South East",650,740,570,170
"E02005053","Dover 013","E07000108","Dover","E12000008","South East",650,740,570,160
"E02005054","Dover 014","E07000108","Dover","E12000008","South East",770,880,680,190
