"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02000372","Hammersmith and Fulham 001","E09000013","Hammersmith and Fulham","E12000007","London",810,920,710,210
"E02000373","Hammersmith and Fulham 002","E09000013","Hammersmith and Fulham","E12000007","London",660,750,570,180
"E02000374","Hammersmith and Fulham 003","E09000013","Hammersmith and Fulham","E12000007","London",930,1060,820,240
"E02000375","Hammersmith and Fulham 004","E09000013","Hammersmith and Fulham","E12000007","London",840,950,740,220
"E02000376","Hammersmith and Fulham 005","E09000013","Hammersmith and Fulham","E12000007","London",920,1050,810,240
"E02000377","Hammersmith and Fulham 006","E09000013","Hammersmith and Fulham","E12000007","London",870,990,760,220
"E02000378","Hammersmith and Fulham 007","E09000013","Hammersmith and Fulham","E12000007","London",1060,1210,920,280
"E02000379","Hammersmith and Fulham 008","E09000013","Hammersmith and Fulham","E12000007","London",1050,1190,930,260
"E02000380","Hammersmith and Fulham 009","E09000013","Hammersmith and Fulham","E12000007","London",1150,1310,1010,300
"E02000381","Hammersmith and Fulham 010","E09000013","Hammersmith and Fulham","E12000007","London",1170,1330,1030,300
"E02000382","Hammersmith and Fulham 011","E09000013","Hammersmith and Fulham","E12000007","London",1070,1220,940,270
"E02000383","Hammersmith and Fulham 012","E09000013","Hammersmith and Fulham","E12000007","London",1020,1170,890,270
"E02000384","Hammersmith and Fulham 013","E09000013","Hammersmith and Fulham","E12000007","London",890,1010,780,230
"E02000385","Hammersmith and Fulham 014","E09000013","Hammersmith and Fulham","E12000007","London",1290,1480,1120,360
"E02000386","Hammersmith and Fulham 015","E09000013","Hammersmith and Fulham","E12000007","London",830,940,730,210
"E02000387","Hammersmith and Fulham 016","E09000013","Hammersmith and Fulham","E12000007","London",1000,1140,880,270
"E02000388","Hammersmith and Fulham 017","E09000013","Hammersmith and Fulham","E12000007","London",1030,1180,900,280
"E02000389","Hammersmith and Fulham 018","E09000013","Hammersmith and Fulham","E12000007","London",1240,1400,1090,320
"E02000390","Hammersmith and Fulham 019","E09000013","Hammersmith and Fulham","E12000007","London",1010,1150,880,260
"E02000391","Hammersmith and Fulham 020","E09000013","Hammersmith and Fulham","E12000007","London",1170,1330,1020,300
"E02000392","Hammersmith and Fulham 021","E09000013","Hammersmith and Fulham","E12000007","London",1170,1330,1030,300
"E02000393","Hammersmith and Fulham 022","E09000013","Hammersmith and Fulham","E12000007","London",1470,1740,1240,510
"E02000394","Hammersmith and Fulham 023","E09000013","Hammersmith and Fulham","E12000007","London",960,1090,850,250
"E02000395","Hammersmith and Fulham 024","E09000013","Hammersmith and Fulham","E12000007","London",1400,1660,1190,480
"E02000396","Hammersmith and Fulham 025","E09000013","Hammersmith and Fulham","E12000007","London",1130,1280,1000,280
