"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000142","Carmarthenshire 001","W06000010","Carmarthenshire","W92000004","Wales",580,670,510,150
"W02000143","Carmarthenshire 002","W06000010","Carmarthenshire","W92000004","Wales",630,720,550,170
"W02000144","Carmarthenshire 003","W06000010","Carmarthenshire","W92000004","Wales",610,700,540,160
"W02000145","Carmarthenshire 004","W06000010","Carmarthenshire","W92000004","Wales",690,780,600,180
"W02000146","Carmarthenshire 005","W06000010","Carmarthenshire","W92000004","Wales",730,830,640,190
"W02000147","Carmarthenshire 006","W06000010","Carmarthenshire","W92000004","Wales",690,780,600,180
"W02000148","Carmarthenshire 007","W06000010","Carmarthenshire","W92000004","Wales",650,740,570,170
"W02000149","Carmarthenshire 008","W06000010","Carmarthenshire","W92000004","Wales",620,700,540,160
"W02000151","Carmarthenshire 010","W06000010","Carmarthenshire","W92000004","Wales",580,660,510,150
"W02000152","Carmarthenshire 011","W06000010","Carmarthenshire","W92000004","Wales",600,680,520,150
"W02000153","Carmarthenshire 012","W06000010","Carmarthenshire","W92000004","Wales",670,760,590,170
"W02000154","Carmarthenshire 013","W06000010","Carmarthenshire","W92000004","Wales",590,670,520,150
"W02000156","Carmarthenshire 015","W06000010","Carmarthenshire","W92000004","Wales",630,710,550,160
"W02000157","Carmarthenshire 016","W06000010","Carmarthenshire","W92000004","Wales",640,730,560,160
"W02000158","Carmarthenshire 017","W06000010","Carmarthenshire","W92000004","Wales",720,820,640,190
"W02000159","Carmarthenshire 018","W06000010","Carmarthenshire","W92000004","Wales",590,670,520,150
"W02000160","Carmarthenshire 019","W06000010","Carmarthenshire","W92000004","Wales",640,730,560,170
"W02000161","Carmarthenshire 020","W06000010","Carmarthenshire","W92000004","Wales",560,640,490,150
"W02000162","Carmarthenshire 021","W06000010","Carmarthenshire","W92000004","Wales",580,660,510,150
"W02000163","Carmarthenshire 022","W06000010","Carmarthenshire","W92000004","Wales",610,690,530,160
"W02000164","Carmarthenshire 023","W06000010","Carmarthenshire","W92000004","Wales",650,740,580,170
"W02000165","Carmarthenshire 024","W06000010","Carmarthenshire","W92000004","Wales",590,670,520,150
"W02000166","Carmarthenshire 025","W06000010","Carmarthenshire","W92000004","Wales",600,680,520,150
"W02000167","Carmarthenshire 026","W06000010","Carmarthenshire","W92000004","Wales",510,580,450,130
"W02000418","Carmarthenshire 027","W06000010","Carmarthenshire","W92000004","Wales",660,750,580,170
