"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000218","Bridgend 001","W06000013","Bridgend","W92000004","Wales",510,590,450,140
"W02000219","Bridgend 002","W06000013","Bridgend","W92000004","Wales",570,640,500,150
"W02000220","Bridgend 003","W06000013","Bridgend","W92000004","Wales",560,630,490,140
"W02000221","Bridgend 004","W06000013","Bridgend","W92000004","Wales",570,650,500,150
"W02000222","Bridgend 005","W06000013","Bridgend","W92000004","Wales",640,730,560,170
"W02000223","Bridgend 006","W06000013","Bridgend","W92000004","Wales",650,730,570,170
"W02000224","Bridgend 007","W06000013","Bridgend","W92000004","Wales",650,750,570,180
"W02000225","Bridgend 008","W06000013","Bridgend","W92000004","Wales",580,660,510,150
"W02000226","Bridgend 009","W06000013","Bridgend","W92000004","Wales",690,790,610,180
"W02000227","Bridgend 010","W06000013","Bridgend","W92000004","Wales",580,660,510,150
"W02000228","Bridgend 011","W06000013","Bridgend","W92000004","Wales",780,900,680,220
"W02000229","Bridgend 012","W06000013","Bridgend","W92000004","Wales",610,690,530,160
"W02000230","Bridgend 013","W06000013","Bridgend","W92000004","Wales",930,1080,800,280
"W02000231","Bridgend 014","W06000013","Bridgend","W92000004","Wales",600,680,530,160
"W02000232","Bridgend 015","W06000013","Bridgend","W92000004","Wales",850,970,740,220
"W02000233","Bridgend 016","W06000013","Bridgend","W92000004","Wales",720,830,640,190
"W02000234","Bridgend 017","W06000013","Bridgend","W92000004","Wales",830,940,720,220
"W02000235","Bridgend 018","W06000013","Bridgend","W92000004","Wales",690,780,600,180
"W02000236","Bridgend 019","W06000013","Bridgend","W92000004","Wales",650,740,570,170
