"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004078","Erewash 001","E07000036","Erewash","E12000004","East Midlands",510,580,450,130
"E02004080","Erewash 003","E07000036","Erewash","E12000004","East Midlands",610,690,530,160
"E02004081","Erewash 004","E07000036","Erewash","E12000004","East Midlands",800,900,700,200
"E02004082","Erewash 005","E07000036","Erewash","E12000004","East Midlands",790,900,700,200
"E02004083","Erewash 006","E07000036","Erewash","E12000004","East Midlands",680,770,600,170
"E02004084","Erewash 007","E07000036","Erewash","E12000004","East Midlands",530,600,470,140
"E02004085","Erewash 008","E07000036","Erewash","E12000004","East Midlands",680,780,600,170
"E02004086","Erewash 009","E07000036","Erewash","E12000004","East Midlands",750,850,660,190
"E02004087","Erewash 010","E07000036","Erewash","E12000004","East Midlands",660,750,580,170
"E02004088","Erewash 011","E07000036","Erewash","E12000004","East Midlands",840,960,750,210
"E02004089","Erewash 012","E07000036","Erewash","E12000004","East Midlands",580,660,510,150
"E02004090","Erewash 013","E07000036","Erewash","E12000004","East Midlands",680,770,600,170
"E02004091","Erewash 014","E07000036","Erewash","E12000004","East Midlands",730,830,650,180
"E02004092","Erewash 015","E07000036","Erewash","E12000004","East Midlands",660,750,580,170
"E02006828","Erewash 016","E07000036","Erewash","E12000004","East Midlands",800,910,710,200
