"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004368","Hastings 001","E07000062","Hastings","E12000008","South East",840,950,740,210
"E02004369","Hastings 002","E07000062","Hastings","E12000008","South East",740,840,650,190
"E02004370","Hastings 003","E07000062","Hastings","E12000008","South East",640,730,560,170
"E02004371","Hastings 004","E07000062","Hastings","E12000008","South East",670,760,600,170
"E02004372","Hastings 005","E07000062","Hastings","E12000008","South East",590,670,520,150
"E02004373","Hastings 006","E07000062","Hastings","E12000008","South East",700,790,610,170
"E02004374","Hastings 007","E07000062","Hastings","E12000008","South East",680,770,600,170
"E02004375","Hastings 008","E07000062","Hastings","E12000008","South East",650,740,580,170
"E02004376","Hastings 009","E07000062","Hastings","E12000008","South East",600,680,520,160
"E02004377","Hastings 010","E07000062","Hastings","E12000008","South East",690,780,610,170
"E02004378","Hastings 011","E07000062","Hastings","E12000008","South East",560,640,480,160
