"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02005809","Selby 001","E07000169","Selby","E12000003","Yorkshire and The Humber",850,970,750,230
"E02005810","Selby 002","E07000169","Selby","E12000003","Yorkshire and The Humber",930,1070,810,250
"E02005811","Selby 003","E07000169","Selby","E12000003","Yorkshire and The Humber",790,900,700,200
"E02005812","Selby 004","E07000169","Selby","E12000003","Yorkshire and The Humber",800,910,700,200
"E02005813","Selby 005","E07000169","Selby","E12000003","Yorkshire and The Humber",590,670,520,150
"E02005814","Selby 006","E07000169","Selby","E12000003","Yorkshire and The Humber",670,760,590,170
"E02005815","Selby 007","E07000169","Selby","E12000003","Yorkshire and The Humber",900,1060,770,290
"E02005816","Selby 008","E07000169","Selby","E12000003","Yorkshire and The Humber",760,860,660,190
"E02005817","Selby 009","E07000169","Selby","E12000003","Yorkshire and The Humber",860,1000,740,260
"E02005818","Selby 010","E07000169","Selby","E12000003","Yorkshire and The Humber",750,860,650,210
