"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02006375","Reigate and Banstead 001","E07000211","Reigate and Banstead","E12000008","South East",1140,1290,1000,280
"E02006376","Reigate and Banstead 002","E07000211","Reigate and Banstead","E12000008","South East",940,1060,830,230
"E02006377","Reigate and Banstead 003","E07000211","Reigate and Banstead","E12000008","South East",1100,1250,970,280
"E02006378","Reigate and Banstead 004","E07000211","Reigate and Banstead","E12000008","South East",1060,1200,930,260
"E02006379","Reigate and Banstead 005","E07000211","Reigate and Banstead","E12000008","South East",780,880,690,200
"E02006380","Reigate and Banstead 006","E07000211","Reigate and Banstead","E12000008","South East",1140,1290,1000,280
"E02006381","Reigate and Banstead 007","E07000211","Reigate and Banstead","E12000008","South East",1010,1140,900,250
"E02006382","Reigate and Banstead 008","E07000211","Reigate and Banstead","E12000008","South East",840,950,740,210
"E02006383","Reigate and Banstead 009","E07000211","Reigate and Banstead","E12000008","South East",1170,1330,1030,300
"E02006384","Reigate and Banstead 010","E07000211","Reigate and Banstead","E12000008","South East",980,1110,870,240
"E02006385","Reigate and Banstead 011","E07000211","Reigate and Banstead","E12000008","South East",1140,1300,1000,290
"E02006386","Reigate and Banstead 012","E07000211","Reigate and Banstead","E12000008","South East",1200,1370,1060,310
"E02006387","Reigate and Banstead 013","E07000211","Reigate and Banstead","E12000008","South East",990,1120,870,240
"E02006388","Reigate and Banstead 014","E07000211","Reigate and Banstead","E12000008","South East",970,1100,860,240
"E02006389","Reigate and Banstead 015","E07000211","Reigate and Banstead","E12000008","South East",920,1040,810,220
"E02006390","Reigate and Banstead 016","E07000211","Reigate and Banstead","E12000008","South East",960,1090,850,240
"E02006391","Reigate and Banstead 017","E07000211","Reigate and Banstead","E12000008","South East",1270,1480,1080,390
"E02006392","Reigate and Banstead 018","E07000211","Reigate and Banstead","E12000008","South East",870,980,760,210
