"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004473","Castle Point 001","E07000069","Castle Point","E12000006","East of England",770,870,680,190
"E02004474","Castle Point 002","E07000069","Castle Point","E12000006","East of England",780,880,690,200
"E02004475","Castle Point 003","E07000069","Castle Point","E12000006","East of England",790,890,690,200
"E02004476","Castle Point 004","E07000069","Castle Point","E12000006","East of England",890,1010,790,220
"E02004477","Castle Point 005","E07000069","Castle Point","E12000006","East of England",840,950,740,210
"E02004478","Castle Point 006","E07000069","Castle Point","E12000006","East of England",730,830,640,180
"E02004479","Castle Point 007","E07000069","Castle Point","E12000006","East of England",860,990,740,250
"E02004480","Castle Point 008","E07000069","Castle Point","E12000006","East of England",770,870,680,190
"E02004481","Castle Point 009","E07000069","Castle Point","E12000006","East of England",520,600,460,140
"E02004482","Castle Point 010","E07000069","Castle Point","E12000006","East of England",640,730,560,170
"E02004483","Castle Point 011","E07000069","Castle Point","E12000006","East of England",670,760,590,170
"E02004484","Castle Point 012","E07000069","Castle Point","E12000006","East of England",610,690,540,150
