"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000126","Pembrokeshire 001","W06000009","Pembrokeshire","W92000004","Wales",620,710,540,170
"W02000127","Pembrokeshire 002","W06000009","Pembrokeshire","W92000004","Wales",590,680,520,160
"W02000128","Pembrokeshire 003","W06000009","Pembrokeshire","W92000004","Wales",690,780,600,180
"W02000129","Pembrokeshire 004","W06000009","Pembrokeshire","W92000004","Wales",710,810,630,190
"W02000130","Pembrokeshire 005","W06000009","Pembrokeshire","W92000004","Wales",590,670,520,150
"W02000131","Pembrokeshire 006","W06000009","Pembrokeshire","W92000004","Wales",610,690,530,160
"W02000132","Pembrokeshire 007","W06000009","Pembrokeshire","W92000004","Wales",670,760,590,170
"W02000133","Pembrokeshire 008","W06000009","Pembrokeshire","W92000004","Wales",630,720,550,160
"W02000134","Pembrokeshire 009","W06000009","Pembrokeshire","W92000004","Wales",630,710,550,160
"W02000135","Pembrokeshire 010","W06000009","Pembrokeshire","W92000004","Wales",550,620,480,140
"W02000136","Pembrokeshire 011","W06000009","Pembrokeshire","W92000004","Wales",610,690,530,160
"W02000137","Pembrokeshire 012","W06000009","Pembrokeshire","W92000004","Wales",530,610,470,140
"W02000138","Pembrokeshire 013","W06000009","Pembrokeshire","W92000004","Wales",540,620,480,140
"W02000139","Pembrokeshire 014","W06000009","Pembrokeshire","W92000004","Wales",640,730,560,170
"W02000140","Pembrokeshire 015","W06000009","Pembrokeshire","W92000004","Wales",550,630,490,140
"W02000141","Pembrokeshire 016","W06000009","Pembrokeshire","W92000004","Wales",610,690,530,160
