"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000347","Newport 001","W06000022","Newport","W92000004","Wales",800,920,710,210
"W02000348","Newport 002","W06000022","Newport","W92000004","Wales",640,730,560,170
"W02000349","Newport 003","W06000022","Newport","W92000004","Wales",460,520,400,120
"W02000350","Newport 004","W06000022","Newport","W92000004","Wales",780,890,690,210
"W02000351","Newport 005","W06000022","Newport","W92000004","Wales",560,640,490,150
"W02000352","Newport 006","W06000022","Newport","W92000004","Wales",590,680,520,150
"W02000353","Newport 007","W06000022","Newport","W92000004","Wales",610,700,540,160
"W02000354","Newport 008","W06000022","Newport","W92000004","Wales",590,670,520,150
"W02000355","Newport 009","W06000022","Newport","W92000004","Wales",800,920,700,210
"W02000356","Newport 010","W06000022","Newport","W92000004","Wales",460,530,400,130
"W02000357","Newport 011","W06000022","Newport","W92000004","Wales",570,650,500,150
"W02000358","Newport 012","W06000022","Newport","W92000004","Wales",800,920,710,210
"W02000359","Newport 013","W06000022","Newport","W92000004","Wales",520,590,450,140
"W02000360","Newport 014","W06000022","Newport","W92000004","Wales",570,650,500,160
"W02000361","Newport 015","W06000022","Newport","W92000004","Wales",520,590,450,140
"W02000362","Newport 016","W06000022","Newport","W92000004","Wales",720,820,630,190
"W02000363","Newport 017","W06000022","Newport","W92000004","Wales",570,650,500,150
"W02000364","Newport 018","W06000022","Newport","W92000004","Wales",460,520,400,130
"W02000365","Newport 019","W06000022","Newport","W92000004","Wales",540,610,470,140
"W02000366","Newport 020","W06000022","Newport","W92000004","Wales",910,1030,790,240
