"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02003065","North Somerset 001","E06000024","North Somerset","E12000009","South West",780,890,690,200
"E02003066","North Somerset 002","E06000024","North Somerset","E12000009","South West",940,1090,810,280
"E02003067","North Somerset 003","E06000024","North Somerset","E12000009","South West",840,960,740,210
"E02003068","North Somerset 004","E06000024","North Somerset","E12000009","South West",830,940,730,210
"E02003069","North Somerset 005","E06000024","North Somerset","E12000009","South West",860,980,760,220
"E02003070","North Somerset 006","E06000024","North Somerset","E12000009","South West",940,1060,830,240
"E02003071","North Somerset 007","E06000024","North Somerset","E12000009","South West",670,760,590,170
"E02003072","North Somerset 008","E06000024","North Somerset","E12000009","South West",720,820,640,180
"E02003073","North Somerset 009","E06000024","North Somerset","E12000009","South West",940,1070,830,240
"E02003074","North Somerset 010","E06000024","North Somerset","E12000009","South West",760,860,670,190
"E02003075","North Somerset 011","E06000024","North Somerset","E12000009","South West",970,1100,850,250
"E02003076","North Somerset 012","E06000024","North Somerset","E12000009","South West",840,950,740,210
"E02003077","North Somerset 013","E06000024","North Somerset","E12000009","South West",840,950,740,210
"E02003078","North Somerset 014","E06000024","North Somerset","E12000009","South West",770,870,680,190
"E02003079","North Somerset 015","E06000024","North Somerset","E12000009","South West",770,880,680,200
"E02003080","North Somerset 016","E06000024","North Somerset","E12000009","South West",560,640,490,140
"E02003081","North Somerset 017","E06000024","North Somerset","E12000009","South West",660,750,580,170
"E02003082","North Somerset 018","E06000024","North Somerset","E12000009","South West",580,660,510,150
"E02003084","North Somerset 020","E06000024","North Somerset","E12000009","South West",520,590,460,140
"E02003085","North Somerset 021","E06000024","North Somerset","E12000009","South West",540,620,470,140
"E02003086","North Somerset 022","E06000024","North Somerset","E12000009","South West",560,640,490,150
"E02003087","North Somerset 023","E06000024","North Somerset","E12000009","South West",680,770,600,170
"E02003088","North Somerset 024","E06000024","North Somerset","E12000009","South West",800,910,710,200
"E02003089","North Somerset 025","E06000024","North Somerset","E12000009","South West",610,700,540,160
"E02006845","North Somerset 026","E06000024","North Somerset","E12000009","South West",690,790,610,180
"E02006846","North Somerset 027","E06000024","North Somerset","E12000009","South West",760,880,660,220
