"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000027","Conwy 001","W06000003","Conwy","W92000004","Wales",550,630,480,150
"W02000028","Conwy 002","W06000003","Conwy","W92000004","Wales",550,630,490,150
"W02000029","Conwy 003","W06000003","Conwy","W92000004","Wales",660,750,580,170
"W02000030","Conwy 004","W06000003","Conwy","W92000004","Wales",530,610,470,150
"W02000031","Conwy 005","W06000003","Conwy","W92000004","Wales",520,600,450,150
"W02000032","Conwy 006","W06000003","Conwy","W92000004","Wales",610,700,530,160
"W02000033","Conwy 007","W06000003","Conwy","W92000004","Wales",550,620,480,140
"W02000034","Conwy 008","W06000003","Conwy","W92000004","Wales",660,760,580,180
"W02000035","Conwy 009","W06000003","Conwy","W92000004","Wales",590,680,520,150
"W02000036","Conwy 010","W06000003","Conwy","W92000004","Wales",510,580,440,140
"W02000037","Conwy 011","W06000003","Conwy","W92000004","Wales",590,670,520,150
"W02000038","Conwy 012","W06000003","Conwy","W92000004","Wales",660,750,580,170
"W02000039","Conwy 013","W06000003","Conwy","W92000004","Wales",650,740,570,170
"W02000040","Conwy 014","W06000003","Conwy","W92000004","Wales",690,790,610,190
"W02000041","Conwy 015","W06000003","Conwy","W92000004","Wales",620,710,550,160
