"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02001682","Gateshead 001","E08000020","Gateshead","E12000001","North East",660,750,580,170
"E02001683","Gateshead 002","E08000020","Gateshead","E12000001","North East",710,810,620,190
"E02001684","Gateshead 003","E08000020","Gateshead","E12000001","North East",560,630,490,150
"E02001685","Gateshead 004","E08000020","Gateshead","E12000001","North East",550,620,480,140
"E02001686","Gateshead 005","E08000020","Gateshead","E12000001","North East",630,720,550,170
"E02001688","Gateshead 007","E08000020","Gateshead","E12000001","North East",520,600,460,140
"E02001689","Gateshead 008","E08000020","Gateshead","E12000001","North East",500,580,440,140
"E02001690","Gateshead 009","E08000020","Gateshead","E12000001","North East",670,760,580,170
"E02001691","Gateshead 010","E08000020","Gateshead","E12000001","North East",640,730,560,170
"E02001692","Gateshead 011","E08000020","Gateshead","E12000001","North East",510,580,450,140
"E02001693","Gateshead 012","E08000020","Gateshead","E12000001","North East",500,570,440,140
"E02001694","Gateshead 013","E08000020","Gateshead","E12000001","North East",640,730,560,170
"E02001695","Gateshead 014","E08000020","Gateshead","E12000001","North East",680,780,600,180
"E02001696","Gateshead 015","E08000020","Gateshead","E12000001","North East",540,610,470,140
"E02001697","Gateshead 016","E08000020","Gateshead","E12000001","North East",790,910,690,210
"E02001698","Gateshead 017","E08000020","Gateshead","E12000001","North East",750,860,660,200
"E02001699","Gateshead 018","E08000020","Gateshead","E12000001","North East",550,620,480,140
"E02001700","Gateshead 019","E08000020","Gateshead","E12000001","North East",650,740,570,170
"E02001701","Gateshead 020","E08000020","Gateshead","E12000001","North East",760,870,670,200
"E02001702","Gateshead 021","E08000020","Gateshead","E12000001","North East",500,570,440,130
"E02001703","Gateshead 022","E08000020","Gateshead","E12000001","North East",720,840,620,220
"E02001704","Gateshead 023","E08000020","Gateshead","E12000001","North East",570,650,490,150
"E02001705","Gateshead 024","E08000020","Gateshead","E12000001","North East",570,650,500,150
"E02001706","Gateshead 025","E08000020","Gateshead","E12000001","North East",550,620,480,140
"E02001707","Gateshead 026","E08000020","Gateshead","E12000001","North East",580,660,510,150
"E02006841","Gateshead 027","E08000020","Gateshead","E12000001","North East",600,690,510,180
"E02006842","Gateshead 028","E08000020","Gateshead","E12000001","North East",630,720,550,170
