"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000323","Torfaen 001","W06000020","Torfaen","W92000004","Wales",520,590,460,130
"W02000324","Torfaen 002","W06000020","Torfaen","W92000004","Wales",560,640,490,150
"W02000325","Torfaen 003","W06000020","Torfaen","W92000004","Wales",520,600,460,140
"W02000326","Torfaen 004","W06000020","Torfaen","W92000004","Wales",570,650,500,150
"W02000327","Torfaen 005","W06000020","Torfaen","W92000004","Wales",700,800,620,180
"W02000328","Torfaen 006","W06000020","Torfaen","W92000004","Wales",640,730,560,160
"W02000329","Torfaen 007","W06000020","Torfaen","W92000004","Wales",570,650,490,150
"W02000330","Torfaen 008","W06000020","Torfaen","W92000004","Wales",600,680,530,160
"W02000331","Torfaen 009","W06000020","Torfaen","W92000004","Wales",490,560,430,130
"W02000332","Torfaen 010","W06000020","Torfaen","W92000004","Wales",450,520,400,120
"W02000333","Torfaen 011","W06000020","Torfaen","W92000004","Wales",630,720,550,160
"W02000334","Torfaen 012","W06000020","Torfaen","W92000004","Wales",770,880,670,200
"W02000335","Torfaen 013","W06000020","Torfaen","W92000004","Wales",730,830,640,190
