"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02000714","Newham 001","E09000025","Newham","E12000007","London",810,920,710,210
"E02000715","Newham 002","E09000025","Newham","E12000007","London",730,830,630,200
"E02000716","Newham 003","E09000025","Newham","E12000007","London",760,870,670,200
"E02000717","Newham 004","E09000025","Newham","E12000007","London",750,860,650,210
"E02000718","Newham 005","E09000025","Newham","E12000007","London",680,780,600,180
"E02000719","Newham 006","E09000025","Newham","E12000007","London",740,840,650,190
"E02000720","Newham 007","E09000025","Newham","E12000007","London",890,1020,770,250
"E02000721","Newham 008","E09000025","Newham","E12000007","London",720,830,620,210
"E02000722","Newham 009","E09000025","Newham","E12000007","London",830,940,730,210
"E02000723","Newham 010","E09000025","Newham","E12000007","London",840,990,710,280
"E02000724","Newham 011","E09000025","Newham","E12000007","London",780,910,670,250
"E02000725","Newham 012","E09000025","Newham","E12000007","London",810,920,710,210
"E02000726","Newham 013","E09000025","Newham","E12000007","London",850,970,750,220
"E02000727","Newham 014","E09000025","Newham","E12000007","London",800,930,680,250
"E02000728","Newham 015","E09000025","Newham","E12000007","London",810,950,690,260
"E02000729","Newham 016","E09000025","Newham","E12000007","London",850,980,750,230
"E02000730","Newham 017","E09000025","Newham","E12000007","London",760,890,650,240
"E02000731","Newham 018","E09000025","Newham","E12000007","London",790,920,680,240
"E02000732","Newham 019","E09000025","Newham","E12000007","London",700,810,610,190
"E02000733","Newham 020","E09000025","Newham","E12000007","London",750,850,660,190
"E02000734","Newham 021","E09000025","Newham","E12000007","London",710,810,630,180
"E02000735","Newham 022","E09000025","Newham","E12000007","London",700,800,610,190
"E02000736","Newham 023","E09000025","Newham","E12000007","London",720,820,630,190
"E02000737","Newham 024","E09000025","Newham","E12000007","London",770,880,680,200
"E02000738","Newham 025","E09000025","Newham","E12000007","London",850,970,740,240
"E02000739","Newham 026","E09000025","Newham","E12000007","London",720,820,630,190
"E02000740","Newham 027","E09000025","Newham","E12000007","London",700,790,620,170
"E02000741","Newham 028","E09000025","Newham","E12000007","London",730,840,640,190
"E02000742","Newham 029","E09000025","Newham","E12000007","London",750,850,650,200
"E02000743","Newham 030","E09000025","Newham","E12000007","London",630,720,560,170
"E02000744","Newham 031","E09000025","Newham","E12000007","London",680,770,600,170
"E02000745","Newham 032","E09000025","Newham","E12000007","London",790,890,690,200
"E02000746","Newham 033","E09000025","Newham","E12000007","London",720,840,630,210
"E02000747","Newham 034","E09000025","Newham","E12000007","London",770,880,680,200
"E02000748","Newham 035","E09000025","Newham","E12000007","London",760,860,670,190
"E02000749","Newham 036","E09000025","Newham","E12000007","London",660,760,580,180
"E02000750","Newham 037","E09000025","Newham","E12000007","London",820,940,720,220
