"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02004164","Mid Devon 001","E07000042","Mid Devon","E12000009","South West",770,880,680,200
"E02004165","Mid Devon 002","E07000042","Mid Devon","E12000009","South West",700,790,610,180
"E02004166","Mid Devon 003","E07000042","Mid Devon","E12000009","South West",730,830,650,180
"E02004167","Mid Devon 004","E07000042","Mid Devon","E12000009","South West",580,660,520,150
"E02004168","Mid Devon 005","E07000042","Mid Devon","E12000009","South West",590,670,520,150
"E02004169","Mid Devon 006","E07000042","Mid Devon","E12000009","South West",770,870,680,190
"E02004170","Mid Devon 007","E07000042","Mid Devon","E12000009","South West",660,750,590,170
"E02004171","Mid Devon 008","E07000042","Mid Devon","E12000009","South West",780,880,680,190
"E02004172","Mid Devon 009","E07000042","Mid Devon","E12000009","South West",730,820,640,180
"E02004173","Mid Devon 010","E07000042","Mid Devon","E12000009","South West",790,900,700,200
"E02004174","Mid Devon 011","E07000042","Mid Devon","E12000009","South West",640,730,570,160
