"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000252","Rhondda Cynon Taf 001","W06000016","Rhondda Cynon Taf","W92000004","Wales",560,640,490,150
"W02000253","Rhondda Cynon Taf 002","W06000016","Rhondda Cynon Taf","W92000004","Wales",590,670,520,150
"W02000254","Rhondda Cynon Taf 003","W06000016","Rhondda Cynon Taf","W92000004","Wales",620,700,540,160
"W02000255","Rhondda Cynon Taf 004","W06000016","Rhondda Cynon Taf","W92000004","Wales",630,710,550,160
"W02000256","Rhondda Cynon Taf 005","W06000016","Rhondda Cynon Taf","W92000004","Wales",510,580,450,130
"W02000257","Rhondda Cynon Taf 006","W06000016","Rhondda Cynon Taf","W92000004","Wales",520,600,460,140
"W02000258","Rhondda Cynon Taf 007","W06000016","Rhondda Cynon Taf","W92000004","Wales",460,530,410,120
"W02000259","Rhondda Cynon Taf 008","W06000016","Rhondda Cynon Taf","W92000004","Wales",480,550,420,130
"W02000260","Rhondda Cynon Taf 009","W06000016","Rhondda Cynon Taf","W92000004","Wales",480,550,420,130
"W02000261","Rhondda Cynon Taf 010","W06000016","Rhondda Cynon Taf","W92000004","Wales",540,620,480,140
"W02000262","Rhondda Cynon Taf 011","W06000016","Rhondda Cynon Taf","W92000004","Wales",540,620,480,140
"W02000263","Rhondda Cynon Taf 012","W06000016","Rhondda Cynon Taf","W92000004","Wales",590,670,510,150
"W02000264","Rhondda Cynon Taf 013","W06000016","Rhondda Cynon Taf","W92000004","Wales",480,550,420,130
"W02000265","Rhondda Cynon Taf 014","W06000016","Rhondda Cynon Taf","W92000004","Wales",520,590,460,130
"W02000266","Rhondda Cynon Taf 015","W06000016","Rhondda Cynon Taf","W92000004","Wales",590,670,520,150
"W02000267","Rhondda Cynon Taf 016","W06000016","Rhondda Cynon Taf","W92000004","Wales",520,590,450,130
"W02000268","Rhondda Cynon Taf 017","W06000016","Rhondda Cynon Taf","W92000004","Wales",550,630,480,140
"W02000269","Rhondda Cynon Taf 018","W06000016","Rhondda Cynon Taf","W92000004","Wales",520,590,460,130
"W02000270","Rhondda Cynon Taf 019","W06000016","Rhondda Cynon Taf","W92000004","Wales",630,720,550,160
"W02000271","Rhondda Cynon Taf 020","W06000016","Rhondda Cynon Taf","W92000004","Wales",510,590,450,130
"W02000272","Rhondda Cynon Taf 021","W06000016","Rhondda Cynon Taf","W92000004","Wales",640,730,560,160
"W02000273","Rhondda Cynon Taf 022","W06000016","Rhondda Cynon Taf","W92000004","Wales",540,630,470,160
"W02000274","Rhondda Cynon Taf 023","W06000016","Rhondda Cynon Taf","W92000004","Wales",580,660,510,150
"W02000275","Rhondda Cynon Taf 024","W06000016","Rhondda Cynon Taf","W92000004","Wales",590,680,520,150
"W02000276","Rhondda Cynon Taf 025","W06000016","Rhondda Cynon Taf","W92000004","Wales",620,710,550,170
"W02000277","Rhondda Cynon Taf 026","W06000016","Rhondda Cynon Taf","W92000004","Wales",640,730,560,170
"W02000278","Rhondda Cynon Taf 027","W06000016","Rhondda Cynon Taf","W92000004","Wales",910,1040,790,240
"W02000279","Rhondda Cynon Taf 028","W06000016","Rhondda Cynon Taf","W92000004","Wales",650,740,570,170
"W02000280","Rhondda Cynon Taf 029","W06000016","Rhondda Cynon Taf","W92000004","Wales",710,800,620,180
"W02000281","Rhondda Cynon Taf 030","W06000016","Rhondda Cynon Taf","W92000004","Wales",720,820,640,190
"W02000282","Rhondda Cynon Taf 031","W06000016","Rhondda Cynon Taf","W92000004","Wales",770,880,680,200
