"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02005087","Sevenoaks 001","E07000111","Sevenoaks","E12000008","South East",910,1030,810,230
"E02005088","Sevenoaks 002","E07000111","Sevenoaks","E12000008","South East",680,770,600,170
"E02005089","Sevenoaks 003","E07000111","Sevenoaks","E12000008","South East",890,1010,790,220
"E02005090","Sevenoaks 004","E07000111","Sevenoaks","E12000008","South East",910,1070,780,280
"E02005091","Sevenoaks 005","E07000111","Sevenoaks","E12000008","South East",920,1050,820,230
"E02005093","Sevenoaks 007","E07000111","Sevenoaks","E12000008","South East",820,920,720,200
"E02005094","Sevenoaks 008","E07000111","Sevenoaks","E12000008","South East",1030,1170,910,260
"E02005095","Sevenoaks 009","E07000111","Sevenoaks","E12000008","South East",1050,1190,930,260
"E02005096","Sevenoaks 010","E07000111","Sevenoaks","E12000008","South East",960,1080,850,230
"E02005097","Sevenoaks 011","E07000111","Sevenoaks","E12000008","South East",1270,1460,1110,340
"E02005098","Sevenoaks 012","E07000111","Sevenoaks","E12000008","South East",1120,1280,980,290
"E02005099","Sevenoaks 013","E07000111","Sevenoaks","E12000008","South East",1040,1180,920,260
"E02005100","Sevenoaks 014","E07000111","Sevenoaks","E12000008","South East",880,990,780,210
"E02005101","Sevenoaks 015","E07000111","Sevenoaks","E12000008","South East",1030,1170,910,260
"E02006832","Sevenoaks 016","E07000111","Sevenoaks","E12000008","South East",1020,1160,900,250
