"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02001708","Newcastle upon Tyne 001","E08000021","Newcastle upon Tyne","E12000001","North East",710,810,630,190
"E02001709","Newcastle upon Tyne 002","E08000021","Newcastle upon Tyne","E12000001","North East",930,1070,820,250
"E02001710","Newcastle upon Tyne 003","E08000021","Newcastle upon Tyne","E12000001","North East",570,650,500,160
"E02001711","Newcastle upon Tyne 004","E08000021","Newcastle upon Tyne","E12000001","North East",590,680,520,160
"E02001712","Newcastle upon Tyne 005","E08000021","Newcastle upon Tyne","E12000001","North East",920,1060,810,250
"E02001713","Newcastle upon Tyne 006","E08000021","Newcastle upon Tyne","E12000001","North East",950,1080,830,260
"E02001714","Newcastle upon Tyne 007","E08000021","Newcastle upon Tyne","E12000001","North East",950,1080,830,250
"E02001715","Newcastle upon Tyne 008","E08000021","Newcastle upon Tyne","E12000001","North East",610,690,530,160
"E02001718","Newcastle upon Tyne 011","E08000021","Newcastle upon Tyne","E12000001","North East",530,600,460,140
"E02001719","Newcastle upon Tyne 012","E08000021","Newcastle upon Tyne","E12000001","North East",800,910,700,210
"E02001720","Newcastle upon Tyne 013","E08000021","Newcastle upon Tyne","E12000001","North East",830,1010,690,320
"E02001721","Newcastle upon Tyne 014","E08000021","Newcastle upon Tyne","E12000001","North East",560,640,490,150
"E02001722","Newcastle upon Tyne 015","E08000021","Newcastle upon Tyne","E12000001","North East",530,600,460,140
"E02001723","Newcastle upon Tyne 016","E08000021","Newcastle upon Tyne","E12000001","North East",570,650,500,150
"E02001724","Newcastle upon Tyne 017","E08000021","Newcastle upon Tyne","E12000001","North East",740,880,620,260
"E02001725","Newcastle upon Tyne 018","E08000021","Newcastle upon Tyne","E12000001","North East",660,760,560,200
"E02001726","Newcastle upon Tyne 019","E08000021","Newcastle upon Tyne","E12000001","North East",560,640,490,150
"E02001727","Newcastle upon Tyne 020","E08000021","Newcastle upon Tyne","E12000001","North East",570,650,500,150
"E02001728","Newcastle upon Tyne 021","E08000021","Newcastle upon Tyne","E12000001","North East",570,650,500,150
"E02001729","Newcastle upon Tyne 022","E08000021","Newcastle upon Tyne","E12000001","North East",550,640,480,160
"E02001730","Newcastle upon Tyne 023","E08000021","Newcastle upon Tyne","E12000001","North East",650,770,550,220
"E02001731","Newcastle upon Tyne 024","E08000021","Newcastle upon Tyne","E12000001","North East",520,610,440,170
"E02001732","Newcastle upon Tyne 025","E08000021","Newcastle upon Tyne","E12000001","North East",490,560,430,130
"E02001733","Newcastle upon Tyne 026","E08000021","Newcastle upon Tyne","E12000001","North East",510,580,440,140
"E02001734","Newcastle upon Tyne 027","E08000021","Newcastle upon Tyne","E12000001","North East",510,580,440,140
"E02001735","Newcastle upon Tyne 028","E08000021","Newcastle upon Tyne","E12000001","North East",430,490,380,110
"E02001736","Newcastle upon Tyne 029","E08000021","Newcastle upon Tyne","E12000001","North East",450,520,390,130
"E02001737","Newcastle upon Tyne 030","E08000021","Newcastle upon Tyne","E12000001","North East",400,460,350,110
"E02006893","Newcastle upon Tyne 031","E08000021","Newcastle upon Tyne","E12000001","North East",640,730,560,170
