"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02006099","Taunton Deane 001","E07000190","Taunton Deane","E12000009","South West",850,960,750,210
"E02006100","Taunton Deane 002","E07000190","Taunton Deane","E12000009","South West",830,940,730,210
"E02006101","Taunton Deane 003","E07000190","Taunton Deane","E12000009","South West",720,810,630,180
"E02006102","Taunton Deane 004","E07000190","Taunton Deane","E12000009","South West",560,630,490,140
"E02006103","Taunton Deane 005","E07000190","Taunton Deane","E12000009","South West",750,850,660,190
"E02006104","Taunton Deane 006","E07000190","Taunton Deane","E12000009","South West",760,860,670,190
"E02006105","Taunton Deane 007","E07000190","Taunton Deane","E12000009","South West",710,810,620,180
"E02006106","Taunton Deane 008","E07000190","Taunton Deane","E12000009","South West",750,850,660,190
"E02006107","Taunton Deane 009","E07000190","Taunton Deane","E12000009","South West",590,670,520,150
"E02006108","Taunton Deane 010","E07000190","Taunton Deane","E12000009","South West",670,760,590,170
"E02006109","Taunton Deane 011","E07000190","Taunton Deane","E12000009","South West",950,1100,820,280
"E02006110","Taunton Deane 012","E07000190","Taunton Deane","E12000009","South West",590,670,520,150
"E02006111","Taunton Deane 013","E07000190","Taunton Deane","E12000009","South West",710,800,630,180
"E02006112","Taunton Deane 014","E07000190","Taunton Deane","E12000009","South West",840,960,740,210
