"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02001347","Liverpool 001","E08000012","Liverpool","E12000002","North West",660,760,580,190
"E02001348","Liverpool 002","E08000012","Liverpool","E12000002","North West",640,730,570,160
"E02001349","Liverpool 003","E08000012","Liverpool","E12000002","North West",720,820,630,190
"E02001350","Liverpool 004","E08000012","Liverpool","E12000002","North West",560,640,490,150
"E02001351","Liverpool 005","E08000012","Liverpool","E12000002","North West",560,650,490,150
"E02001352","Liverpool 006","E08000012","Liverpool","E12000002","North West",490,560,430,130
"E02001353","Liverpool 007","E08000012","Liverpool","E12000002","North West",810,920,710,210
"E02001354","Liverpool 008","E08000012","Liverpool","E12000002","North West",580,660,500,160
"E02001355","Liverpool 009","E08000012","Liverpool","E12000002","North West",500,570,440,130
"E02001356","Liverpool 010","E08000012","Liverpool","E12000002","North West",520,600,460,140
"E02001357","Liverpool 011","E08000012","Liverpool","E12000002","North West",610,720,510,210
"E02001358","Liverpool 012","E08000012","Liverpool","E12000002","North West",450,530,390,130
"E02001359","Liverpool 013","E08000012","Liverpool","E12000002","North West",740,850,650,200
"E02001360","Liverpool 014","E08000012","Liverpool","E12000002","North West",460,540,400,140
"E02001361","Liverpool 015","E08000012","Liverpool","E12000002","North West",570,650,500,150
"E02001362","Liverpool 016","E08000012","Liverpool","E12000002","North West",610,700,530,170
"E02001363","Liverpool 017","E08000012","Liverpool","E12000002","North West",540,620,470,150
"E02001364","Liverpool 018","E08000012","Liverpool","E12000002","North West",450,510,390,120
"E02001365","Liverpool 019","E08000012","Liverpool","E12000002","North West",510,580,440,130
"E02001366","Liverpool 020","E08000012","Liverpool","E12000002","North West",590,670,520,150
"E02001367","Liverpool 021","E08000012","Liverpool","E12000002","North West",770,880,680,200
"E02001368","Liverpool 022","E08000012","Liverpool","E12000002","North West",460,550,390,160
"E02001369","Liverpool 023","E08000012","Liverpool","E12000002","North West",460,530,400,130
"E02001370","Liverpool 024","E08000012","Liverpool","E12000002","North West",370,430,320,110
"E02001371","Liverpool 025","E08000012","Liverpool","E12000002","North West",600,680,520,160
"E02001372","Liverpool 026","E08000012","Liverpool","E12000002","North West",620,710,540,160
"E02001373","Liverpool 027","E08000012","Liverpool","E12000002","North West",610,690,530,150
"E02001374","Liverpool 028","E08000012","Liverpool","E12000002","North West",450,520,400,130
"E02001375","Liverpool 029","E08000012","Liverpool","E12000002","North West",590,680,520,160
"E02001376","Liverpool 030","E08000012","Liverpool","E12000002","North West",480,550,420,130
"E02001377","Liverpool 031","E08000012","Liverpool","E12000002","North West",460,540,380,160
"E02001378","Liverpool 032","E08000012","Liverpool","E12000002","North West",600,680,520,150
"E02001380","Liverpool 034","E08000012","Liverpool","E12000002","North West",840,960,740,210
"E02001381","Liverpool 035","E08000012","Liverpool","E12000002","North West",530,610,460,150
"E02001382","Liverpool 036","E08000012","Liverpool","E12000002","North West",940,1080,820,250
"E02001383","Liverpool 037","E08000012","Liverpool","E12000002","North West",420,500,350,150
"E02001384","Liverpool 038","E08000012","Liverpool","E12000002","North West",660,790,560,230
"E02001385","Liverpool 039","E08000012","Liverpool","E12000002","North West",400,470,350,120
"E02001386","Liverpool 040","E08000012","Liverpool","E12000002","North West",490,570,420,150
"E02001387","Liverpool 041","E08000012","Liverpool","E12000002","North West",1060,1210,930,290
"E02001388","Liverpool 042","E08000012","Liverpool","E12000002","North West",670,770,580,190
"E02001389","Liverpool 043","E08000012","Liverpool","E12000002","North West",460,560,380,180
"E02001390","Liverpool 044","E08000012","Liverpool","E12000002","North West",470,540,410,130
"E02001391","Liverpool 045","E08000012","Liverpool","E12000002","North West",580,670,500,170
"E02001392","Liverpool 046","E08000012","Liverpool","E12000002","North West",770,870,680,190
"E02001393","Liverpool 047","E08000012","Liverpool","E12000002","North West",1020,1160,890,270
"E02001394","Liverpool 048","E08000012","Liverpool","E12000002","North West",580,680,490,190
"E02001395","Liverpool 049","E08000012","Liverpool","E12000002","North West",890,1010,780,230
"E02001396","Liverpool 050","E08000012","Liverpool","E12000002","North West",600,690,520,170
"E02001397","Liverpool 051","E08000012","Liverpool","E12000002","North West",590,680,520,160
"E02001398","Liverpool 052","E08000012","Liverpool","E12000002","North West",680,780,590,190
"E02001399","Liverpool 053","E08000012","Liverpool","E12000002","North West",870,1000,770,230
"E02001400","Liverpool 054","E08000012","Liverpool","E12000002","North West",680,770,590,180
"E02001401","Liverpool 055","E08000012","Liverpool","E12000002","North West",740,830,650,190
"E02001402","Liverpool 056","E08000012","Liverpool","E12000002","North West",830,940,730,220
"E02001403","Liverpool 057","E08000012","Liverpool","E12000002","North West",510,590,450,130
"E02001404","Liverpool 058","E08000012","Liverpool","E12000002","North West",610,700,530,170
"E02001405","Liverpool 059","E08000012","Liverpool","E12000002","North West",480,550,420,130
"E02006932","Liverpool 060","E08000012","Liverpool","E12000002","North West",500,660,380,280
"E02006933","Liverpool 061","E08000012","Liverpool","E12000002","North West",730,880,610,270
"E02006934","Liverpool 062","E08000012","Liverpool","E12000002","North West",900,1140,720,420
