"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02006519","Warwick 001","E07000222","Warwick","E12000005","West Midlands",830,950,730,220
"E02006520","Warwick 002","E07000222","Warwick","E12000005","West Midlands",940,1070,820,250
"E02006521","Warwick 003","E07000222","Warwick","E12000005","West Midlands",820,940,720,210
"E02006522","Warwick 004","E07000222","Warwick","E12000005","West Midlands",930,1070,820,250
"E02006523","Warwick 005","E07000222","Warwick","E12000005","West Midlands",820,930,720,210
"E02006524","Warwick 006","E07000222","Warwick","E12000005","West Midlands",640,730,570,160
"E02006525","Warwick 007","E07000222","Warwick","E12000005","West Midlands",830,940,730,210
"E02006526","Warwick 008","E07000222","Warwick","E12000005","West Midlands",750,850,660,190
"E02006527","Warwick 009","E07000222","Warwick","E12000005","West Midlands",850,970,740,220
"E02006528","Warwick 010","E07000222","Warwick","E12000005","West Midlands",690,790,610,180
"E02006529","Warwick 011","E07000222","Warwick","E12000005","West Midlands",780,890,680,200
"E02006530","Warwick 012","E07000222","Warwick","E12000005","West Midlands",860,970,750,220
"E02006531","Warwick 013","E07000222","Warwick","E12000005","West Midlands",620,710,540,170
"E02006532","Warwick 014","E07000222","Warwick","E12000005","West Midlands",980,1120,860,250
"E02006533","Warwick 015","E07000222","Warwick","E12000005","West Midlands",760,870,670,190
