"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02003599","Central Bedfordshire 001","E06000056","Central Bedfordshire","E12000006","East of England",860,980,760,220
"E02003600","Central Bedfordshire 002","E06000056","Central Bedfordshire","E12000006","East of England",820,930,720,200
"E02003601","Central Bedfordshire 003","E06000056","Central Bedfordshire","E12000006","East of England",930,1050,820,230
"E02003602","Central Bedfordshire 004","E06000056","Central Bedfordshire","E12000006","East of England",890,1010,790,220
"E02003603","Central Bedfordshire 005","E06000056","Central Bedfordshire","E12000006","East of England",790,890,700,200
"E02003604","Central Bedfordshire 006","E06000056","Central Bedfordshire","E12000006","East of England",840,950,740,210
"E02003605","Central Bedfordshire 007","E06000056","Central Bedfordshire","E12000006","East of England",860,970,760,220
"E02003606","Central Bedfordshire 008","E06000056","Central Bedfordshire","E12000006","East of England",900,1020,800,220
"E02003607","Central Bedfordshire 009","E06000056","Central Bedfordshire","E12000006","East of England",850,970,760,210
"E02003608","Central Bedfordshire 010","E06000056","Central Bedfordshire","E12000006","East of England",840,950,740,210
"E02003609","Central Bedfordshire 011","E06000056","Central Bedfordshire","E12000006","East of England",920,1040,820,230
"E02003610","Central Bedfordshire 012","E06000056","Central Bedfordshire","E12000006","East of England",990,1120,880,250
"E02003611","Central Bedfordshire 013","E06000056","Central Bedfordshire","E12000006","East of England",1000,1130,880,250
"E02003612","Central Bedfordshire 014","E06000056","Central Bedfordshire","E12000006","East of England",950,1080,840,240
"E02003613","Central Bedfordshire 015","E06000056","Central Bedfordshire","E12000006","East of England",850,960,750,210
"E02003614","Central Bedfordshire 016","E06000056","Central Bedfordshire","E12000006","East of England",1010,1140,890,250
"E02003615","Central Bedfordshire 017","E06000056","Central Bedfordshire","E12000006","East of England",980,1110,870,240
"E02003636","Central Bedfordshire 018","E06000056","Central Bedfordshire","E12000006","East of England",950,1070,840,230
"E02003637","Central Bedfordshire 019","E06000056","Central Bedfordshire","E12000006","East of England",920,1040,810,230
"E02003638","Central Bedfordshire 020","E06000056","Central Bedfordshire","E12000006","East of England",930,1050,820,240
"E02003639","Central Bedfordshire 021","E06000056","Central Bedfordshire","E12000006","East of England",750,850,660,190
"E02003640","Central Bedfordshire 022","E06000056","Central Bedfordshire","E12000006","East of England",880,990,780,220
"E02003641","Central Bedfordshire 023","E06000056","Central Bedfordshire","E12000006","East of England",1090,1240,960,280
"E02003643","Central Bedfordshire 024","E06000056","Central Bedfordshire","E12000006","East of England",960,1090,840,250
"E02003642","Central Bedfordshire 025","E06000056","Central Bedfordshire","E12000006","East of England",680,770,600,170
"E02003644","Central Bedfordshire 026","E06000056","Central Bedfordshire","E12000006","East of England",720,810,630,180
"E02003645","Central Bedfordshire 027","E06000056","Central Bedfordshire","E12000006","East of England",810,920,710,200
"E02003646","Central Bedfordshire 028","E06000056","Central Bedfordshire","E12000006","East of England",750,850,670,190
"E02003647","Central Bedfordshire 029","E06000056","Central Bedfordshire","E12000006","East of England",740,840,650,180
"E02003648","Central Bedfordshire 030","E06000056","Central Bedfordshire","E12000006","East of England",670,760,590,170
"E02003649","Central Bedfordshire 031","E06000056","Central Bedfordshire","E12000006","East of England",930,1050,820,230
"E02003650","Central Bedfordshire 032","E06000056","Central Bedfordshire","E12000006","East of England",900,1010,790,220
"E02003651","Central Bedfordshire 033","E06000056","Central Bedfordshire","E12000006","East of England",840,950,740,210
